Source,Chapter,Verse,Depth
D1,10,8,9
D1,10,9,5
D1,10,10,6
D1,10,11,7
D1,10,12,7
D1,10,13,5
D1,10,14,7
D1,10,15,6
D1,10,16,6
D1,10,17,8
D1,10,18,6
D1,10,19,5
D1,10,20,5
D1,10,21,7
D1,10,22,5
D1,11,1,5
D1,11,2,9
D1,11,3,8
D1,11,4,7
D1,11,5,5
D1,11,6,9
D1,11,7,5
D1,11,8,10
D1,11,9,9
D1,11,10,9
D1,11,11,6
D1,11,12,5
D1,11,13,7
D1,11,14,6
D1,11,15,4
D1,11,16,5
D1,11,17,2
D1,11,18,8
D1,11,19,4
D1,11,20,4
D1,11,21,9
D1,11,22,9
D1,11,23,4
D1,11,24,8
D1,11,25,6
D1,11,26,5
D1,11,27,3
D1,11,28,9
D1,11,29,7
D1,11,30,8
D1,11,31,8
D1,11,32,7
D1,26,16,7
D1,26,17,6
D1,26,18,6
D1,26,19,6
D1,27,1,7
D1,27,2,10
D1,27,3,7
D1,27,4,5
D1,27,5,6
D1,27,6,5
D1,27,7,5
D1,27,8,5
D1,27,9,6
D1,27,10,6
D1,27,11,4
D1,27,12,9
D1,27,13,8
D1,27,14,5
D1,27,15,11
D1,27,16,7
D1,27,17,6
D1,27,18,6
D1,27,19,5
D1,27,20,6
D1,27,21,6
D1,27,22,6
D1,27,23,6
D1,27,24,6
D1,27,25,6
D1,27,26,7
D1,28,1,7
D1,28,2,7
D1,28,3,5
D1,28,4,8
D1,28,5,4
D1,28,6,5
D1,28,7,5
D1,28,8,6
D1,28,9,6
D1,28,10,5
D1,28,11,9
D1,28,12,7
D1,28,13,7
D1,28,14,5
D1,28,15,8
D1,28,16,5
D1,28,17,4
D1,28,18,5
D1,28,19,6
D1,28,20,8
D1,28,21,7
D1,28,22,5
D1,28,23,6
D1,28,24,5
D1,28,25,8
D1,28,26,6
D1,28,27,4
D1,28,28,5
D1,28,29,10
D1,28,30,5
D1,28,31,5
D1,28,32,7
D1,28,33,8
D1,28,34,4
D1,28,35,8
D1,28,38,5
D1,28,39,6
D1,28,40,5
D1,28,41,5
D1,28,42,5
D1,28,43,4
D1,28,44,5
D1,28,45,6
D1,28,46,6
D1,28,47,5
D1,28,48,6
D1,28,49,6
D1,28,50,6
D1,28,51,6
D1,28,52,7
D1,28,53,6
D1,28,54,6
D1,28,55,10
D1,28,56,5
D1,28,57,7
D1,28,58,7
D1,28,59,8
D1,28,60,6
D1,28,61,6
D1,28,62,5
D1,28,69,8
D1,29,1,7
D1,29,2,6
D1,29,3,4
D1,29,4,5
D1,29,5,7
D1,29,6,7
D1,29,7,7
D1,29,8,5
D1,29,9,7
D1,29,10,4
D1,29,11,7
D1,29,12,7
D1,29,13,6
D1,29,14,4
D1,29,15,7
D1,29,16,6
D1,29,17,9
D1,29,18,9
D1,29,19,11
D1,29,20,6
D1,29,28,8
D1,30,11,4
D1,30,12,7
D1,30,13,6
D1,31,1,6
D1,31,2,6
D1,31,3,5
D1,31,4,7
D1,31,5,5
D1,31,6,6
D1,31,7,9
D1,31,8,5
D1,31,9,6
D1,31,10,8
D1,31,11,6
D1,31,12,11
D1,31,24,7
D1,31,25,6
D1,31,26,4
D1,31,27,6
D1,32,45,5
D1,32,46,10
D1,32,47,7
D1,34,10,8
D1,34,11,8
D1,34,12,7
D2,4,25,9
D2,4,26,7
D2,4,27,6
D2,4,28,7
D2,4,29,6
D2,4,30,6
D2,4,31,6
D2,8,19,9
D2,8,20,8
D2,28,36,8
D2,28,37,7
D2,28,63,9
D2,28,64,8
D2,28,65,8
D2,28,66,4
D2,28,67,8
D2,28,68,9
D2,29,21,7
D2,29,22,10
D2,29,23,6
D2,29,24,9
D2,29,25,7
D2,29,26,6
D2,29,27,8
D2,30,1,6
D2,30,2,6
D2,30,3,6
D2,30,4,5
D2,30,5,4
D2,30,6,6
D2,30,7,6
D2,30,8,6
D2,30,9,8
D2,30,10,8
D2,30,14,4
D2,30,15,6
D2,30,16,8
D2,30,17,6
D2,30,18,8
D2,30,19,6
D2,30,20,10
D2,31,16,5
D2,31,17,6
D2,31,18,8
D2,31,19,6
D2,31,20,7
D2,31,21,9
D2,31,22,5
D2,31,28,6
D2,31,29,8
D2,31,30,5
D2,32,44,7
Dn,12,1,10
Dn,12,2,11
Dn,12,3,5
Dn,12,4,4
Dn,12,5,4
Dn,12,6,7
Dn,12,7,5
Dn,12,8,7
Dn,12,9,7
Dn,12,10,7
Dn,12,11,8
Dn,12,12,8
Dn,12,13,6
Dn,12,14,7
Dn,12,15,8
Dn,12,16,5
Dn,12,17,7
Dn,12,18,7
Dn,12,19,6
Dn,12,20,4
Dn,12,21,6
Dn,12,22,6
Dn,12,23,9
Dn,12,24,4
Dn,12,25,5
Dn,12,26,6
Dn,12,27,5
Dn,12,28,8
Dn,12,29,7
Dn,12,30,8
Dn,12,31,7
Dn,13,1,6
Dn,13,2,6
Dn,13,3,8
Dn,13,4,10
Dn,13,5,5
Dn,13,6,8
Dn,13,7,7
Dn,13,8,7
Dn,13,9,5
Dn,13,10,7
Dn,13,11,9
Dn,13,12,6
Dn,13,13,6
Dn,13,14,7
Dn,13,15,5
Dn,13,16,8
Dn,13,17,6
Dn,13,18,7
Dn,13,19,7
Dn,14,1,6
Dn,14,2,8
Dn,14,3,4
Dn,14,4,7
Dn,14,5,4
Dn,14,6,5
Dn,14,7,7
Dn,14,8,4
Dn,14,9,7
Dn,14,10,3
Dn,14,11,5
Dn,14,12,5
Dn,14,13,5
Dn,14,14,4
Dn,14,15,6
Dn,14,16,4
Dn,14,17,5
Dn,14,18,4
Dn,14,19,5
Dn,14,20,5
Dn,14,21,6
Dn,14,22,5
Dn,14,23,11
Dn,14,24,8
Dn,14,25,7
Dn,14,26,6
Dn,14,27,5
Dn,14,28,5
Dn,14,29,10
Dn,15,1,6
Dn,15,2,7
Dn,15,3,5
Dn,15,4,6
Dn,15,5,5
Dn,15,6,4
Dn,15,7,4
Dn,15,8,6
Dn,15,9,11
Dn,15,10,9
Dn,15,11,7
Dn,15,12,5
Dn,15,13,4
Dn,15,14,8
Dn,15,15,6
Dn,15,16,6
Dn,15,17,8
Dn,15,18,6
Dn,15,19,5
Dn,15,20,5
Dn,15,21,7
Dn,15,22,5
Dn,15,23,5
Dn,16,1,5
Dn,16,2,5
Dn,16,3,4
Dn,16,4,8
Dn,16,5,4
Dn,16,6,10
Dn,16,7,8
Dn,16,8,4
Dn,16,9,5
Dn,16,10,6
Dn,16,11,9
Dn,16,12,5
Dn,16,13,4
Dn,16,14,6
Dn,16,15,8
Dn,16,16,6
Dn,16,17,5
Dn,16,18,7
Dn,16,19,8
Dn,16,20,6
Dn,16,21,5
Dn,16,22,5
Dn,17,1,5
Dn,17,2,7
Dn,17,3,8
Dn,17,4,6
Dn,17,5,8
Dn,17,6,4
Dn,17,7,7
Dn,17,8,13
Dn,17,9,6
Dn,17,10,8
Dn,17,11,8
Dn,17,12,6
Dn,17,13,5
Dn,17,14,10
Dn,17,15,7
Dn,17,16,6
Dn,17,17,6
Dn,17,18,6
Dn,17,19,8
Dn,17,20,4
Dn,18,1,6
Dn,18,2,5
Dn,18,3,4
Dn,18,4,5
Dn,18,5,6
Dn,18,6,7
Dn,18,7,5
Dn,18,8,4
Dn,18,9,7
Dn,18,10,6
Dn,18,11,7
Dn,18,12,8
Dn,18,13,5
Dn,18,14,2
Dn,18,15,4
Dn,18,16,8
Dn,18,17,5
Dn,18,18,7
Dn,18,19,5
Dn,18,20,7
Dn,18,21,6
Dn,18,22,4
Dn,19,1,6
Dn,19,2,4
Dn,19,3,5
Dn,19,4,5
Dn,19,5,8
Dn,19,6,8
Dn,19,7,6
Dn,19,8,7
Dn,19,9,8
Dn,19,10,6
Dn,19,11,11
Dn,19,12,5
Dn,19,13,4
Dn,19,14,6
Dn,19,15,6
Dn,19,16,5
Dn,19,17,5
Dn,19,18,4
Dn,19,19,7
Dn,19,20,6
Dn,19,21,5
Dn,20,1,7
Dn,20,2,7
Dn,20,3,7
Dn,20,4,6
Dn,20,5,8
Dn,20,6,6
Dn,20,7,8
Dn,20,8,9
Dn,20,9,6
Dn,20,10,5
Dn,20,11,9
Dn,20,12,4
Dn,20,13,5
Dn,20,14,3
Dn,20,15,6
Dn,20,16,8
Dn,20,17,5
Dn,20,18,6
Dn,20,19,10
Dn,20,20,7
Dn,21,1,6
Dn,21,2,6
Dn,21,3,7
Dn,21,4,7
Dn,21,5,10
Dn,21,6,7
Dn,21,7,5
Dn,21,8,6
Dn,21,9,5
Dn,21,10,5
Dn,21,11,6
Dn,21,12,6
Dn,21,13,7
Dn,21,14,5
Dn,21,15,8
Dn,21,16,9
Dn,21,17,6
Dn,21,18,7
Dn,21,19,5
Dn,21,20,5
Dn,21,21,6
Dn,21,22,6
Dn,21,23,6
Dn,22,1,5
Dn,22,2,7
Dn,22,3,7
Dn,22,4,5
Dn,22,5,7
Dn,22,6,7
Dn,22,7,10
Dn,22,8,6
Dn,22,9,7
Dn,22,10,5
Dn,22,11,5
Dn,22,12,6
Dn,22,13,5
Dn,22,14,6
Dn,22,15,6
Dn,22,16,6
Dn,22,17,7
Dn,22,18,4
Dn,22,19,7
Dn,22,20,5
Dn,22,21,8
Dn,22,22,9
Dn,22,23,5
Dn,22,24,9
Dn,22,25,6
Dn,22,26,6
Dn,22,27,4
Dn,22,28,6
Dn,22,29,7
Dn,23,1,5
Dn,23,2,5
Dn,23,3,5
Dn,23,4,7
Dn,23,5,6
Dn,23,6,7
Dn,23,7,7
Dn,23,8,5
Dn,23,9,5
Dn,23,10,5
Dn,23,11,8
Dn,23,12,6
Dn,23,13,5
Dn,23,14,7
Dn,23,15,10
Dn,23,16,6
Dn,23,17,7
Dn,23,18,4
Dn,23,19,6
Dn,23,20,5
Dn,23,21,7
Dn,23,22,4
Dn,23,23,5
Dn,23,24,6
Dn,23,25,7
Dn,23,26,5
Dn,24,1,7
Dn,24,2,5
Dn,24,3,7
Dn,24,4,9
Dn,24,5,10
Dn,24,6,5
Dn,24,7,5
Dn,24,8,7
Dn,24,9,6
Dn,24,10,5
Dn,24,11,3
Dn,24,12,3
Dn,24,13,6
Dn,24,14,6
Dn,24,15,10
Dn,24,16,6
Dn,24,17,5
Dn,24,18,6
Dn,24,19,6
Dn,24,20,5
Dn,24,21,5
Dn,24,22,6
Dn,25,1,6
Dn,25,2,5
Dn,25,3,6
Dn,25,4,4
Dn,25,5,6
Dn,25,6,5
Dn,25,7,8
Dn,25,8,6
Dn,25,9,6
Dn,25,10,5
Dn,25,11,8
Dn,25,12,4
Dn,25,13,6
Dn,25,14,6
Dn,25,15,8
Dn,25,16,5
Dn,25,17,6
Dn,25,18,6
Dn,25,19,10
Dn,26,1,7
Dn,26,2,5
Dn,26,3,7
Dn,26,4,7
Dn,26,5,8
Dn,26,6,6
Dn,26,7,6
Dn,26,8,5
Dn,26,9,7
Dn,26,10,7
Dn,26,11,5
Dn,26,12,7
Dn,26,13,5
Dn,26,14,6
Dn,26,15,10
O,31,13,8
O,32,1,6
O,32,2,8
O,32,3,4
O,32,4,7
O,32,5,7
O,32,6,5
O,32,7,8
O,32,8,4
O,32,9,4
O,32,10,7
O,32,11,9
O,32,12,4
O,32,13,6
O,32,14,7
O,32,15,6
O,32,16,4
O,32,17,5
O,32,18,4
O,32,19,6
O,32,20,5
O,32,21,6
O,32,22,5
O,32,23,7
O,32,24,5
O,32,25,7
O,32,26,5
O,32,27,8
O,32,28,4
O,32,29,4
O,32,30,6
O,32,31,4
O,32,32,5
O,32,33,5
O,32,34,4
O,32,35,6
O,32,36,7
O,32,37,6
O,32,38,7
O,32,39,7
O,32,40,5
O,32,41,5
O,32,42,7
O,32,43,6
O,32,48,5
O,32,49,7
O,32,50,6
O,32,51,6
O,32,52,6
O,33,2,5
O,33,3,5
O,33,4,5
O,33,5,5
O,33,6,6
O,33,7,8
O,33,8,8
O,33,9,5
O,33,10,5
O,33,11,7
O,33,12,6
O,33,13,5
O,33,14,5
O,33,15,5
O,33,16,4
O,33,17,5
O,33,18,4
O,33,19,7
O,33,20,7
O,33,21,9
O,33,22,5
O,33,23,6
O,33,24,6
O,33,25,4
O,33,26,5
O,33,27,5
O,33,28,9
O,33,29,8
