Source,Word,Count
R,הָעֵדָה֮,1
R,נֶעֶשְׂתָ֣ה,1
R,לִשְׁגָגָה֒,1
R,וְעָשׂ֣וּ,1
R,כׇל,1
R,הָעֵדָ֡ה,1
R,פַּ֣ר,1
R,בָּקָר֩,1
R,אֶחָ֨ד,1
R,לְעֹלָ֜ה,1
R,לְרֵ֤יחַ,3
R,וּמִנְחָת֥וֹ,1
R,וְנִסְכּ֖וֹ,1
R,כַּמִּשְׁפָּ֑ט,1
R,וּשְׂעִיר,5
R,עִזִּ֥ים,7
R,לְחַטָּֽת,1
R,וְכִפֶּ֣ר,2
R,הַכֹּהֵ֗ן,2
R,עֲדַ֛ת,1
R,וְנִסְלַ֣ח,1
R,לָהֶ֑ם,1
R,שְׁגָגָ֣ה,1
R,הִ֔וא,1
R,וְהֵם֩,1
R,הֵבִ֨יאוּ,1
R,קׇרְבָּנָ֜ם,1
R,אִשֶּׁ֣ה,1
R,לַֽיהוָ֗ה,1
R,וְחַטָּאתָ֛ם,1
R,שִׁגְגָתָֽם,1
R,וְנִסְלַ֗ח,1
R,לְכׇל,2
R,עֲדַת֙,1
R,הַגָּ֣ר,2
R,בְּתוֹכָ֑ם,2
R,כִּ֥י,1
R,הָעָ֖ם,3
R,בִּשְׁגָגָֽה,2
R,וְאִם,1
R,נֶ֥פֶשׁ,1
R,אַחַ֖ת,1
R,תֶּחֱטָ֣א,1
R,בִשְׁגָגָ֑ה,1
R,וְהִקְרִ֛יבָה,1
R,עֵ֥ז,1
R,בַּת,1
R,שְׁנָתָ֖הּ,1
R,לְחַטָּֽאת,1
R,הַנֶּ֧פֶשׁ,1
R,הַשֹּׁגֶ֛גֶת,1
R,בְּחֶטְאָ֥ה,1
R,בִשְׁגָגָ֖ה,1
R,לְכַפֵּ֥ר,1
R,עָלָ֖יו,1
R,וְנִסְלַ֥ח,1
R,לֽוֹ,1
R,בִּבְנֵ֣י,1
R,תּוֹרָ֤ה,1
R,אַחַת֙,1
R,לָכֶ֔ם,5
R,לָעֹשֶׂ֖ה,1
R,וְהַנֶּ֜פֶשׁ,1
R,בְּיָ֣ד,2
R,רָמָ֗ה,1
R,וּמִן,1
R,הַגֵּ֔ר,1
R,ה֣וּא,1
R,מְגַדֵּ֑ף,1
R,וְנִכְרְתָ֛ה,1
R,הַנֶּ֥פֶשׁ,2
R,הַהִ֖וא,2
R,מִקֶּ֥רֶב,1
R,עַמָּֽהּ,1
R,כִּ֤י,2
R,דְבַר,1
R,בָּזָ֔ה,1
R,מִצְוָת֖וֹ,1
R,הֵפַ֑ר,1
R,הִכָּרֵ֧ת,1
R,תִּכָּרֵ֛ת,1
R,עֲוֹנָ֥ה,1
R,בָֽהּ,1
R,יִ֠שְׂרָאֵל,1
R,הָ֨עֵדָ֤ה,1
R,צִן֙,1
R,בַּחֹ֣דֶשׁ,2
R,הָֽרִאשׁ֔וֹן,2
R,וַיֵּ֥שֶׁב,1
R,בְּקָדֵ֑שׁ,1
R,וַתָּ֤מׇת,1
R,מִרְיָ֔ם,1
R,וַתִּקָּבֵ֖ר,1
R,שָֽׁם,2
R,מִקָּדֵ֑שׁ,2
R,וַיָּבֹ֧אוּ,1
R,הָעֵדָ֖ה,1
R,הֹ֥ר,2
R,וַיִּסְע֞וּ,1
R,מֵהֹ֤ר,1
R,הָהָר֙,1
R,דֶּ֣רֶךְ,2
R,יַם,2
R,לִסְבֹ֖ב,1
R,אֶ֣רֶץ,1
R,אֱד֑וֹם,1
R,וַתִּקְצַ֥ר,1
R,נֶֽפֶשׁ,1
R,בַּדָּֽרֶךְ,1
R,בְּאֹבֹֽת,2
R,מֵאֹבֹ֑ת,2
R,וַֽיַּחֲנ֞וּ,1
R,בְּעִיֵּ֣י הָֽעֲבָרִ֗ים,1
R,בַּמִּדְבָּר֙,1
R,פְּנֵ֣י,1
R,מוֹאָ֔ב,5
R,מִמִּזְרַ֖ח,1
R,הַשָּֽׁמֶשׁ,1
R,מִשָּׁ֖ם,1
R,נָסָ֑עוּ,1
R,בְּנַ֥חַל,1
R,זָֽרֶד,1
R,מִשָּׁם֮,1
R,נָסָעוּ֒,1
R,וַֽיַּחֲנ֗וּ,1
R,מֵעֵ֤בֶר,1
R,אַרְנוֹן֙,2
R,בַּמִּדְבָּ֔ר,1
R,הַיֹּצֵ֖א,1
R,מִגְּב֣וּל,1
R,הָֽאֱמֹרִ֑י,1
R,גְּב֣וּל,1
R,בֵּ֥ין,2
R,מוֹאָ֖ב,1
R,וּבֵ֥ין,1
R,הָאֱמֹרִֽי,1
R,כֵּן֙,1
R,יֵֽאָמַ֔ר,1
R,בְּסֵ֖פֶר,1
R,מִלְחֲמֹ֣ת,1
R,וָהֵ֣ב,1
R,בְּסוּפָ֔ה,1
R,הַנְּחָלִ֖ים,1
R,אַרְנֽוֹן,1
R,וְאֶ֨שֶׁד֙,1
R,הַנְּחָלִ֔ים,1
R,נָטָ֖ה,1
R,לְשֶׁ֣בֶת,1
R,עָ֑ר,1
R,וְנִשְׁעַ֖ן,1
R,לִגְב֥וּל,1
R,מוֹאָֽב,3
R,וּמִשָּׁ֖ם,1
R,בְּאֵ֑רָה,1
R,הִ֣וא,1
R,הַבְּאֵ֗ר,1
R,לְמֹשֶׁ֔ה,1
R,אֱסֹף֙,1
R,הָעָ֔ם,2
R,וְאֶתְּנָ֥ה,1
R,אָ֚ז,1
R,יָשִׁ֣יר,1
R,הַשִּׁירָ֖ה,1
R,הַזֹּ֑את,1
R,עֲלִ֥י,1
R,בְאֵ֖ר,1
R,עֱנוּ,1
R,לָֽהּ,1
R,בְּאֵ֞ר,1
R,חֲפָר֣וּהָ,1
R,שָׂרִ֗ים,1
R,כָּר֨וּהָ֙,1
R,נְדִיבֵ֣י,1
R,בִּמְחֹקֵ֖ק,1
R,בְּמִשְׁעֲנֹתָ֑ם,1
R,וּמִמִּדְבָּ֖ר,1
R,מַתָּנָֽה,1
R,וּמִמַּתָּנָ֖ה,1
R,נַחֲלִיאֵ֑ל,1
R,וּמִנַּחֲלִיאֵ֖ל,1
R,בָּמֽוֹת,1
R,וּמִבָּמ֗וֹת,1
R,הַגַּיְא֙,1
R,בִּשְׂדֵ֣ה,1
R,רֹ֖אשׁ,1
R,הַפִּסְגָּ֑ה,1
R,וְנִשְׁקָ֖פָה,1
R,פְּנֵ֥י,1
R,הַיְשִׁימֹֽן,1
R,בְּעַֽרְב֣וֹת,1
R,מֵעֵ֖בֶר,1
R,לְיַרְדֵּ֥ן,1
R,יְרֵחֽוֹ,2
R,וּבְנֵ֣י,1
R,אֱלִיאָ֔ב,1
R,נְמוּאֵ֖ל,1
R,וְדָתָ֣ן,1
R,וַאֲבִירָ֑ם,1
R,הֽוּא,1
R,דָתָ֨ן,1
R,וַאֲבִירָ֜ם,1
R,קְרִיאֵ֣י,1
R,הָעֵדָ֗ה,1
R,הִצּ֜וּ,1
R,וְעַֽל,1
R,אַהֲרֹן֙,1
R,בַּעֲדַת,1
R,קֹ֔רַח,1
R,בְּהַצֹּתָ֖ם,1
R,וַתִּפְתַּ֨ח,1
R,הָאָ֜רֶץ,1
R,פִּ֗יהָ,1
R,וַתִּבְלַ֥ע,1
R,אֹתָ֛ם,1
R,קֹ֖רַח,2
R,בְּמ֣וֹת,1
R,הָעֵדָ֑ה,1
R,בַּאֲכֹ֣ל,1
R,הָאֵ֗שׁ,1
R,חֲמִשִּׁ֤ים,1
R,וּמָאתַ֨יִם֙,1
R,אִ֔ישׁ,1
R,וַיִּהְי֖וּ,1
R,לְנֵֽס,1
R,וּבְנֵי,1
R,מֵֽתוּ,1
R,צַ֚ו,1
R,קׇרְבָּנִ֨י,1
R,לַחְמִ֜י,1
R,לְאִשַּׁ֗י,1
R,רֵ֚יחַ,1
R,נִֽיחֹחִ֔י,1
R,תִּשְׁמְר֕וּ,1
R,לְהַקְרִ֥יב,1
R,לִ֖י,1
R,בְּמוֹעֲדֽוֹ,1
R,וְאָמַרְתָּ֣,1
R,זֶ֚ה,1
R,הָֽאִשֶּׁ֔ה,1
R,תַּקְרִ֖יבוּ,1
R,כְּבָשִׂ֨ים,1
R,שָׁנָ֧ה,1
R,תְמִימִ֛ם,1
R,שְׁנַ֥יִם,1
R,לַיּ֖וֹם,1
R,עֹלָ֥ה,1
R,תָמִֽיד,1
R,הַכֶּ֥בֶשׂ,1
R,בַבֹּ֑קֶר,1
R,וְאֵת֙,2
R,הַכֶּ֣בֶשׂ,2
R,תַּעֲשֶׂ֖ה,2
R,הָֽעַרְבָּֽיִם,1
R,וַעֲשִׂירִ֧ית,1
R,הָאֵיפָ֛ה,1
R,לְמִנְחָ֑ה,1
R,בְּלוּלָ֛ה,1
R,בְּשֶׁ֥מֶן,1
R,כָּתִ֖ית,1
R,רְבִיעִ֥ת,1
R,עֹלַ֖ת,1
R,תָּמִ֑יד,1
R,הָעֲשֻׂיָה֙,1
R,בְּהַ֣ר,1
R,לְרֵ֣יחַ,2
R,נִיחֹ֔חַ,4
R,אִשֶּׁ֖ה,3
R,וְנִסְכּוֹ֙,1
R,רְבִיעִ֣ת,1
R,בַּקֹּ֗דֶשׁ,1
R,הַסֵּ֛ךְ,1
R,נֶ֥סֶךְ,1
R,שֵׁכָ֖ר,1
R,בֵּ֣ין,1
R,הָֽעַרְבָּ֑יִם,1
R,כְּמִנְחַ֨ת,1
R,הַבֹּ֤קֶר,1
R,וּכְנִסְכּוֹ֙,1
R,תַּעֲשֶׂ֔ה,2
R,אִשֵּׁ֛ה,1
R,רֵ֥יחַ,1
R,הַשַּׁבָּ֔ת,1
R,שְׁנֵֽי,1
R,כְבָשִׂ֥ים,1
R,תְּמִימִ֑ם,1
R,וּשְׁנֵ֣י,2
R,עֶשְׂרֹנִ֗ים,3
R,סֹ֧לֶת,1
R,מִנְחָ֛ה,1
R,וְנִסְכּֽוֹ,3
R,עֹלַ֥ת,3
R,שַׁבַּ֖ת,1
R,בְּשַׁבַּתּ֑וֹ,1
R,הַתָּמִ֖יד,1
R,וְנִסְכָּֽהּ,7
R,וּבְרָאשֵׁי֙,1
R,חׇדְשֵׁיכֶ֔ם,1
R,תַּקְרִ֥יבוּ,1
R,עֹלָ֖ה,1
R,פָּרִ֨ים,1
R,בָקָ֤ר,1
R,שְׁנַ֨יִם֙,1
R,וְאַ֣יִל,2
R,אֶחָ֔ד,2
R,כְּבָשִׂ֧ים,10
R,שָׁנָ֛ה,10
R,שִׁבְעָ֖ה,4
R,תְּמִימִֽם,9
R,וּשְׁלֹשָׁ֣ה,1
R,סֹ֤לֶת,3
R,בְּלוּלָ֣ה,8
R,בַשֶּׁ֔מֶן,3
R,לַפָּ֖ר,1
R,לָאַ֖יִל,4
R,הָֽאֶחָֽד,1
R,וְעִשָּׂרֹ֣ן,1
R,עִשָּׂר֗וֹן,1
R,עֹלָה֙,2
R,רֵ֣יחַ,2
R,וְנִסְכֵּיהֶ֗ם,2
R,הַהִין֩,1
R,יִהְיֶ֨ה,1
R,לַפָּ֜ר,1
R,וּשְׁלִישִׁ֧ת,1
R,הַהִ֣ין,1
R,לָאַ֗יִל,1
R,וּרְבִיעִ֥ת,1
R,הַהִ֛ין,1
R,יָ֑יִן,1
R,זֹ֣את,1
R,חֹ֨דֶשׁ֙,1
R,בְּחׇדְשׁ֔וֹ,1
R,לְחׇדְשֵׁ֖י,1
R,הַשָּׁנָֽה,1
R,וּשְׂעִ֨יר,1
R,אֶחָ֛ד,1
R,לְחַטָּ֖את,1
R,עֹלַ֧ת,2
R,הַתָּמִ֛יד,3
R,יֵעָשֶׂ֖ה,2
R,וּבַחֹ֣דֶשׁ,1
R,בְּאַרְבָּעָ֥ה,1
R,עָשָׂ֛ר,2
R,י֖וֹם,2
R,לַחֹ֑דֶשׁ,1
R,פֶּ֖סַח,1
R,וּבַחֲמִשָּׁ֨ה,1
R,י֛וֹם,1
R,לַחֹ֥דֶשׁ,1
R,הַזֶּ֖ה,1
R,חָ֑ג,1
R,יָמִ֔ים,2
R,מַצּ֖וֹת,1
R,יֵאָכֵֽל,1
R,בַּיּ֥וֹם,1
R,הָרִאשׁ֖וֹן,1
R,מִקְרָא,2
R,קֹ֑דֶשׁ,1
R,מְלֶ֥אכֶת,6
R,עֲבֹדָ֖ה,6
R,לֹ֥א,5
R,תַעֲשֽׂוּ,5
R,וְהִקְרַבְתֶּ֨ם,5
R,פָּרִ֧ים,4
R,בָקָ֛ר,4
R,שְׁנַ֖יִם,2
R,אֶחָ֑ד,12
R,וְשִׁבְעָ֤ה,1
R,כְבָשִׂים֙,1
R,תְּמִימִ֖ם,2
R,יִהְי֥וּ,2
R,וּמִ֨נְחָתָ֔ם,1
R,בַשָּׁ֑מֶן,5
R,שְׁלֹשָׁ֨ה,2
R,עֶשְׂרֹנִ֜ים,2
R,לַפָּ֗ר,1
R,וּשְׁנֵ֧י,1
R,עֶשְׂרֹנִ֛ים,1
R,תַּעֲשֽׂוּ,1
R,עִשָּׂר֤וֹן,1
R,עִשָּׂרוֹן֙,3
R,לְשִׁבְעַ֖ת,4
R,הַכְּבָשִֽׂים,4
R,וּשְׂעִ֥יר,6
R,חַטָּ֖את,6
R,לְכַפֵּ֖ר,3
R,עֲלֵיכֶֽם,3
R,מִלְּבַד֙,9
R,עֹלַ֣ת,9
R,הַבֹּ֔קֶר,1
R,אֲשֶׁ֖ר,2
R,לְעֹלַ֣ת,1
R,הַתָּמִ֑יד,1
R,אֵֽלֶּה,1
R,כָּאֵ֜לֶּה,1
R,תַּעֲשׂ֤וּ,1
R,לַיּוֹם֙,1
R,לֶ֛חֶם,1
R,עוֹלַ֧ת,1
R,וּבַיּוֹם֙,1
R,הַשְּׁבִיעִ֔י,1
R,קֹ֖דֶשׁ,1
R,וּבְי֣וֹם,1
R,הַבִּכּוּרִ֗ים,1
R,בְּהַקְרִ֨יבְכֶ֜ם,1
R,מִנְחָ֤ה,1
R,חֲדָשָׁה֙,1
R,בְּשָׁבֻעֹ֖תֵיכֶ֑ם,1
R,מִֽקְרָא,4
R,קֹ֨דֶשׁ֙,4
R,עוֹלָ֜ה,1
R,אַ֣יִל,4
R,שִׁבְעָ֥ה,1
R,כְבָשִׂ֖ים,1
R,וּמִנְחָתָ֔ם,4
R,שְׁלֹשָׁ֤ה,3
R,עֶשְׂרֹנִים֙,4
R,לַפָּ֣ר,2
R,שְׁנֵי֙,2
R,עֶשְׂרֹנִ֔ים,2
R,שְׂעִ֥יר,1
R,עִזִּ֖ים,1
R,מִלְּבַ֞ד,2
R,וּמִנְחָת֖וֹ,1
R,תְּמִימִ֥ם,2
R,יִהְיוּ,1
R,וְנִסְכֵּיהֶֽם,3
R,וּבַחֹ֨דֶשׁ,1
R,הַשְּׁבִיעִ֜י,2
R,בְּאֶחָ֣ד,1
R,לַחֹ֗דֶשׁ,1
R,לֹ֣א,2
R,תַעֲשׂ֑וּ,2
R,י֥וֹם,1
R,תְּרוּעָ֖ה,1
R,יִהְיֶ֥ה,1
R,עֹלָ֜ה,3
R,פַּ֧ר,2
R,בָּקָ֛ר,2
R,לַפָּ֔ר,2
R,שְׁנֵ֥י,1
R,עֶשְׂרֹנִ֖ים,1
R,לָאָֽיִל,1
R,וְעִשָּׂר֣וֹן,1
R,חַטָּ֑את,5
R,מִלְּבַד֩,1
R,עֹלַ֨ת,1
R,הַחֹ֜דֶשׁ,1
R,וּמִנְחָתָ֗הּ,1
R,וְעֹלַ֤ת,1
R,הַתָּמִיד֙,1
R,וּמִנְחָתָ֔הּ,1
R,וְנִסְכֵּיהֶ֖ם,1
R,כְּמִשְׁפָּטָ֑ם,1
R,וּבֶעָשׂוֹר֩,1
R,לַחֹ֨דֶשׁ,1
R,הַזֶּ֗ה,1
R,וְעִנִּיתֶ֖ם,1
R,נַפְשֹׁתֵיכֶ֑ם,1
R,מְלָאכָ֖ה,1
R,עֹלָ֤ה,1
R,כְּבָשִׂ֤ים,1
R,שִׁבְעָ֔ה,1
R,שְׂעִיר,1
R,חַטַּ֤את,1
R,הַכִּפֻּרִים֙,1
R,וְעֹלַ֣ת,1
R,הַתָּמִ֔יד,9
R,וּמִנְחָתָ֖הּ,5
R,וּבַחֲמִשָּׁה֩,1
R,וְחַגֹּתֶ֥ם,1
R,חַ֛ג,1
R,אִשֵּׁ֨ה,2
R,שְׁלֹשָׁ֥ה,1
R,עָשָׂ֖ר,11
R,אֵילִ֣ם,7
R,שְׁנָ֑יִם,7
R,אַרְבָּעָ֥ה,7
R,יִהְיֽוּ,1
R,הָֽאֶחָ֗ד,1
R,לִשְׁלֹשָׁ֤ה,1
R,עָשָׂר֙,1
R,פָּרִ֔ים,1
R,שְׁנֵ֤י,1
R,לִשְׁנֵ֖י,1
R,הָאֵילִֽם,1
R,וְעִשָּׂרוֹן֙,1
R,לְאַרְבָּעָ֥ה,1
R,כְּבָשִֽׂים,1
R,מִנְחָתָ֖הּ,4
R,וּבַיּ֣וֹם,1
R,הַשֵּׁנִ֗י,1
R,שְׁנֵ֥ים,1
R,וּמִנְחָתָ֣ם,5
R,וְנִסְכֵּיהֶ֡ם,5
R,לַ֠פָּרִים,6
R,לָאֵילִ֧ם,6
R,וְלַכְּבָשִׂ֛ים,7
R,בְּמִסְפָּרָ֖ם,7
R,כַּמִּשְׁפָּֽט,6
R,וּבַיּ֧וֹם,5
R,הַשְּׁלִישִׁ֛י,1
R,פָּרִ֥ים,5
R,עַשְׁתֵּי,1
R,הָרְבִיעִ֛י,1
R,עֲשָׂרָ֖ה,1
R,מִנְחָתָ֣ם,2
R,הַחֲמִישִׁ֛י,1
R,תִּשְׁעָ֖ה,1
R,הַשִּׁשִּׁ֛י,1
R,שְׁמֹנָ֖ה,1
R,וּנְסָכֶֽיהָ,1
R,הַשְּׁבִיעִ֛י,1
R,וְנִסְכֵּהֶ֡ם,1
R,כְּמִשְׁפָּטָֽם,1
R,בַּיּוֹם֙,1
R,הַשְּׁמִינִ֔י,1
R,עֲצֶ֖רֶת,1
R,תִּהְיֶ֣ה,1
R,פַּ֥ר,1
R,לַפָּ֨ר,1
R,לָאַ֧יִל,1
R,בְּמוֹעֲדֵיכֶ֑ם,1
R,לְבַ֨ד,1
R,מִנִּדְרֵיכֶ֜ם,1
R,וְנִדְבֹתֵיכֶ֗ם,1
R,לְעֹלֹֽתֵיכֶם֙,1
R,וּלְמִנְחֹ֣תֵיכֶ֔ם,1
R,וּלְנִסְכֵּיכֶ֖ם,1
R,וּלְשַׁלְמֵיכֶֽם,1
R,אֵ֜לֶּה,1
R,מַסְעֵ֣י,1
R,יִשְׂרָאֵ֗ל,1
R,יָצְא֛וּ,1
R,וַיִּכְתֹּ֨ב,1
R,מֹשֶׁ֜ה,1
R,מוֹצָאֵיהֶ֛ם,1
R,וְאֵ֥לֶּה,1
R,מַסְעֵיהֶ֖ם,1
R,לְמוֹצָאֵיהֶֽם,1
R,וַיִּסְע֤וּ,1
R,מֵֽרַעְמְסֵס֙,1
R,בַּחֲמִשָּׁ֥ה,1
R,הָרִאשׁ֑וֹן,1
R,מִֽמׇּחֳרַ֣ת,1
R,הַפֶּ֗סַח,1
R,יָצְא֤וּ,1
R,רָמָ֔ה,1
R,לְעֵינֵ֖י,1
R,וּמִצְרַ֣יִם,1
R,מְקַבְּרִ֗ים,1
R,הִכָּ֧ה,1
R,בָּהֶ֖ם,1
R,בְּכ֑וֹר,1
R,וּבֵאלֹ֣הֵיהֶ֔ם,1
R,שְׁפָטִֽים,1
R,וַיִּסְע֥וּ,1
R,מֵרַעְמְסֵ֑ס,1
R,בְּסֻכֹּֽת,1
R,בִּקְצֵ֥ה,1
R,מֵֽאֵתָ֔ם,1
R,וַיָּ֨שׇׁב֙,1
R,פִּ֣י הַחִירֹ֔ת,1
R,פְּנֵ֖י,1
R,בַּ֣עַל צְפ֑וֹן,1
R,מִגְדֹּֽל,1
R,מִפְּנֵ֣י,1
R,הַֽחִירֹ֔ת,1
R,וַיַּֽעַבְר֥וּ,1
R,בְתוֹךְ,1
R,הַיָּ֖ם,1
R,הַמִּדְבָּ֑רָה,1
R,וַיֵּ֨לְכ֜וּ,1
R,שְׁלֹ֤שֶׁת,1
R,יָמִים֙,1
R,בְּמִדְבַּ֣ר,1
R,אֵתָ֔ם,1
R,בְּמָרָֽה,1
R,מִמָּרָ֔ה,1
R,וַיָּבֹ֖אוּ,1
R,אֵילִ֑מָה,1
R,וּ֠בְאֵילִם,1
R,שְׁתֵּ֣ים,1
R,עֶשְׂרֵ֞ה,1
R,מַ֛יִם,2
R,וְשִׁבְעִ֥ים,1
R,תְּמָרִ֖ים,1
R,מֵאֵילִ֑ם,1
R,סֽוּף,1
R,ס֑וּף,1
R,בְּמִדְבַּר,1
R,סִֽין,1
R,סִ֑ין,1
R,בְּדׇפְקָֽה,1
R,מִדׇּפְקָ֑ה,1
R,בְּאָלֽוּשׁ,1
R,מֵאָל֑וּשׁ,1
R,בִּרְפִידִ֔ם,1
R,הָ֨יָה,1
R,לָעָ֖ם,1
R,לִשְׁתּֽוֹת,1
R,מֵרְפִידִ֑ם,1
R,בְּמִדְבַּ֥ר,1
R,מִמִּדְבַּ֣ר,1
R,בְּקִבְרֹ֥ת הַֽתַּאֲוָֽה,1
R,מִקִּבְרֹ֣ת הַֽתַּאֲוָ֑ה,1
R,בַּחֲצֵרֹֽת,1
R,מֵחֲצֵרֹ֑ת,1
R,בְּרִתְמָֽה,1
R,מֵרִתְמָ֑ה,1
R,בְּרִמֹּ֥ן פָּֽרֶץ,1
R,מֵרִמֹּ֣ן פָּ֑רֶץ,1
R,בְּלִבְנָֽה,1
R,מִלִּבְנָ֑ה,1
R,בְּרִסָּֽה,1
R,מֵרִסָּ֑ה,1
R,בִּקְהֵלָֽתָה,1
R,מִקְּהֵלָ֑תָה,1
R,בְּהַר,1
R,שָֽׁפֶר,1
R,מֵֽהַר,1
R,שָׁ֑פֶר,1
R,בַּחֲרָדָֽה,1
R,מֵחֲרָדָ֑ה,1
R,בְּמַקְהֵלֹֽת,1
R,מִמַּקְהֵלֹ֑ת,1
R,בְּתָֽחַת,1
R,מִתָּ֑חַת,1
R,בְּתָֽרַח,1
R,מִתָּ֑רַח,1
R,בְּמִתְקָֽה,1
R,מִמִּתְקָ֑ה,1
R,בְּחַשְׁמֹנָֽה,1
R,מֵֽחַשְׁמֹנָ֑ה,1
R,בְּמֹסֵרֽוֹת,1
R,מִמֹּסֵר֑וֹת,1
R,בִּבְנֵ֥י יַעֲקָֽן,1
R,מִבְּנֵ֣י יַעֲקָ֑ן,1
R,בְּחֹ֥ר הַגִּדְגָּֽד,1
R,מֵחֹ֣ר הַגִּדְגָּ֑ד,1
R,בְּיׇטְבָֽתָה,1
R,מִיׇּטְבָ֑תָה,1
R,בְּעַבְרֹנָֽה,1
R,מֵֽעַבְרֹנָ֑ה,1
R,בְּעֶצְי֥וֹן גָּֽבֶר,1
R,מֵעֶצְי֣וֹן גָּ֑בֶר,1
R,וַיַּחֲנ֥וּ,1
R,בְמִדְבַּר,1
R,צִ֖ן,1
R,הִ֥וא,1
R,קָדֵֽשׁ,1
R,בְּהֹ֣ר,1
R,הָהָ֔ר,1
R,וַיַּעַל֩,1
R,אַהֲרֹ֨ן,1
R,הַכֹּהֵ֜ן,1
R,הָהָ֛ר,1
R,וַיָּ֣מׇת,1
R,שָׁ֑ם,1
R,בִּשְׁנַ֣ת,1
R,הָֽאַרְבָּעִ֗ים,1
R,לְצֵ֤את,1
R,הַחֲמִישִׁ֖י,1
R,בְּאֶחָ֥ד,1
R,לַחֹֽדֶשׁ,1
R,וְאַהֲרֹ֔ן,1
R,שָׁלֹ֧שׁ,1
R,וְעֶשְׂרִ֛ים,1
R,וּמְאַ֖ת,1
R,בְּמֹת֖וֹ,1
R,בְּהֹ֥ר,1
R,וַיִּשְׁמַ֗ע,1
R,הַֽכְּנַעֲנִי֙,1
R,עֲרָ֔ד,1
R,וְהֽוּא,1
R,יֹשֵׁ֥ב,1
R,בַּנֶּ֖גֶב,1
R,כְּנָ֑עַן,1
R,בְּבֹ֖א,1
R,מֵהֹ֣ר,1
R,הָהָ֑ר,1
R,בְּצַלְמֹנָֽה,1
R,מִצַּלְמֹנָ֑ה,1
R,בְּפוּנֹֽן,1
R,מִפּוּנֹ֑ן,1
R,וַֽיַּחֲנ֛וּ,2
R,בְּעִיֵּ֥י הָעֲבָרִ֖ים,1
R,בִּגְב֥וּל,1
R,מֵעִיִּ֑ים,1
R,בְּדִיבֹ֥ן,1
R,גָּֽד,1
R,מִדִּיבֹ֣ן,1
R,גָּ֑ד,1
R,בְּעַלְמֹ֥ן דִּבְלָתָֽיְמָה,1
R,מֵעַלְמֹ֣ן דִּבְלָתָ֑יְמָה,1
R,בְּהָרֵ֥י,1
R,הָעֲבָרִ֖ים,1
R,נְבֽוֹ,1
R,מֵהָרֵ֣י,1
R,הָעֲבָרִ֑ים,1
R,בְּעַֽרְבֹ֣ת,1
R,עַ֖ל,1
R,יַרְדֵּ֥ן,1
R,וַיַּחֲנ֤וּ,1
R,הַיַּרְדֵּן֙,1
R,מִבֵּ֣ית הַיְשִׁמֹ֔ת,1
R,עַ֖ד,1
R,אָבֵ֣ל הַשִּׁטִּ֑ים,1
R,בְּעַֽרְבֹ֖ת,1
J,וְכֹ֣ל,1
J,שִׂ֣יחַ,1
J,הַשָּׂדֶ֗ה,1
J,טֶ֚רֶם,1
J,יִֽהְיֶ֣ה,1
J,בָאָ֔רֶץ,1
J,וְכׇל,23
J,עֵ֥שֶׂב,2
J,הַשָּׂדֶ֖ה,2
J,טֶ֣רֶם,1
J,יִצְמָ֑ח,1
J,כִּי֩,5
J,לֹ֨א,4
J,הִמְטִ֜יר,1
J,יְהוָ֤ה,7
J,אֱלֹהִים֙,6
J,עַל,131
J,הָאָ֔רֶץ,14
J,וְאָדָ֣ם,1
J,אַ֔יִן,2
J,לַֽעֲבֹ֖ד,1
J,אֶת,366
J,הָֽאֲדָמָֽה,5
J,וְאֵ֖ד,1
J,יַֽעֲלֶ֣ה,1
J,מִן,32
J,הָאָ֑רֶץ,18
J,וְהִשְׁקָ֖ה,1
J,אֶֽת,17
J,כׇּל,100
J,פְּנֵֽי,1
J,וַיִּיצֶר֩,1
J,יְהוָ֨ה,5
J,אֱלֹהִ֜ים,4
J,הָֽאָדָ֗ם,1
J,עָפָר֙,1
J,הָ֣אֲדָמָ֔ה,6
J,וַיִּפַּ֥ח,1
J,בְּאַפָּ֖יו,1
J,נִשְׁמַ֣ת,1
J,חַיִּ֑ים,1
J,וַֽיְהִ֥י,4
J,הָֽאָדָ֖ם,7
J,לְנֶ֥פֶשׁ,1
J,חַיָּֽה,1
J,וַיִּטַּ֞ע,1
J,יְהוָ֧ה,5
J,אֱלֹהִ֛ים,4
J,גַּן,1
J,בְּעֵ֖דֶן,1
J,מִקֶּ֑דֶם,3
J,וַיָּ֣שֶׂם,2
J,שָׁ֔ם,7
J,אֲשֶׁ֥ר,65
J,יָצָֽר,1
J,וַיַּצְמַ֞ח,1
J,עֵ֛ץ,1
J,נֶחְמָ֥ד,1
J,לְמַרְאֶ֖ה,1
J,וְט֣וֹב,1
J,לְמַאֲכָ֑ל,1
J,וְעֵ֤ץ,1
J,הַֽחַיִּים֙,1
J,בְּת֣וֹךְ,5
J,הַגָּ֔ן,1
J,וְעֵ֕ץ,1
J,הַדַּ֖עַת,1
J,ט֥וֹב,2
J,וָרָֽע,2
J,וְנָהָר֙,1
J,יֹצֵ֣א,1
J,מֵעֵ֔דֶן,1
J,לְהַשְׁק֖וֹת,2
J,הַגָּ֑ן,1
J,וּמִשָּׁם֙,2
J,יִפָּרֵ֔ד,1
J,וְהָיָ֖ה,3
J,לְאַרְבָּעָ֥ה,1
J,רָאשִֽׁים,1
J,שֵׁ֥ם,2
