Verse,Book,Depth
3:10:4,Numbers,2
3:10:5,Numbers,2
3:10:6,Numbers,3
3:10:7,Numbers,2
3:10:8,Numbers,2
3:10:9,Numbers,2
3:10:10,Numbers,3
3:10:11,Numbers,2
3:10:12,Numbers,2
3:10:13,Numbers,2
3:10:14,Numbers,2
3:10:15,Numbers,2
3:10:16,Numbers,2
3:10:17,Numbers,2
3:10:18,Numbers,2
3:10:19,Numbers,2
3:10:20,Numbers,2
3:10:21,Numbers,2
3:10:22,Numbers,2
3:10:23,Numbers,2
3:10:24,Numbers,2
3:10:25,Numbers,2
3:10:26,Numbers,2
3:10:27,Numbers,2
3:10:28,Numbers,2
3:10:29,Numbers,3
3:10:30,Numbers,2
3:10:31,Numbers,2
3:10:32,Numbers,2
3:10:33,Numbers,2
3:10:34,Numbers,2
3:10:35,Numbers,2
3:10:36,Numbers,2
3:11:1,Numbers,2
3:11:2,Numbers,2
3:11:3,Numbers,2
3:11:4,Numbers,2
3:11:5,Numbers,2
3:11:6,Numbers,2
3:11:7,Numbers,2
3:11:8,Numbers,3
3:11:9,Numbers,2
3:11:10,Numbers,2
3:11:11,Numbers,3
3:11:12,Numbers,2
3:11:13,Numbers,2
3:11:14,Numbers,2
3:11:15,Numbers,2
3:11:16,Numbers,3
3:11:17,Numbers,3
3:11:18,Numbers,3
3:11:19,Numbers,2
3:11:20,Numbers,2
3:11:21,Numbers,3
3:11:22,Numbers,2
3:11:23,Numbers,2
3:11:24,Numbers,2
3:11:25,Numbers,3
3:11:26,Numbers,2
3:11:27,Numbers,2
3:11:28,Numbers,2
3:11:29,Numbers,2
3:11:30,Numbers,2
3:11:31,Numbers,3
3:11:32,Numbers,2
3:11:33,Numbers,2
3:11:34,Numbers,2
3:11:35,Numbers,2
3:12:1,Numbers,3
3:12:2,Numbers,2
3:12:3,Numbers,2
3:12:4,Numbers,2
3:12:5,Numbers,2
3:12:6,Numbers,2
3:12:7,Numbers,2
3:12:8,Numbers,2
3:12:9,Numbers,1
3:12:10,Numbers,2
3:12:11,Numbers,2
3:12:12,Numbers,2
3:12:13,Numbers,2
3:12:14,Numbers,2
3:12:15,Numbers,2
3:12:16,Numbers,2
3:13:1,Numbers,1
3:13:2,Numbers,2
3:13:3,Numbers,2
3:13:4,Numbers,2
3:13:5,Numbers,1
3:13:6,Numbers,1
3:13:7,Numbers,1
3:13:8,Numbers,1
3:13:9,Numbers,1
3:13:10,Numbers,1
3:13:11,Numbers,2
3:13:12,Numbers,1
3:13:13,Numbers,1
3:13:14,Numbers,1
3:13:15,Numbers,1
3:13:16,Numbers,2
3:13:17,Numbers,2
3:13:18,Numbers,2
3:13:19,Numbers,2
3:13:20,Numbers,2
3:13:21,Numbers,2
3:13:22,Numbers,3
3:13:23,Numbers,2
3:13:24,Numbers,2
3:13:25,Numbers,2
3:13:26,Numbers,2
3:13:27,Numbers,2
3:13:28,Numbers,2
3:13:29,Numbers,2
3:13:30,Numbers,2
3:13:31,Numbers,2
3:13:32,Numbers,2
3:13:33,Numbers,2
3:14:1,Numbers,2
3:14:2,Numbers,2
3:14:3,Numbers,2
3:14:4,Numbers,2
3:14:5,Numbers,2
3:14:6,Numbers,2
3:14:7,Numbers,2
3:14:8,Numbers,3
3:14:9,Numbers,3
3:14:10,Numbers,2
3:14:11,Numbers,2
3:14:12,Numbers,2
3:14:13,Numbers,2
3:14:14,Numbers,3
3:14:15,Numbers,2
3:14:16,Numbers,2
3:14:17,Numbers,2
3:14:18,Numbers,2
3:14:19,Numbers,2
3:14:20,Numbers,1
3:14:21,Numbers,2
3:14:22,Numbers,2
3:14:23,Numbers,2
3:14:24,Numbers,2
3:14:25,Numbers,2
3:14:26,Numbers,1
3:14:27,Numbers,3
3:14:28,Numbers,2
3:14:29,Numbers,3
3:14:30,Numbers,3
3:14:31,Numbers,2
3:14:32,Numbers,2
3:14:33,Numbers,2
3:14:34,Numbers,3
3:14:35,Numbers,3
3:14:36,Numbers,2
3:14:37,Numbers,2
3:14:38,Numbers,2
3:14:39,Numbers,2
3:14:40,Numbers,2
3:14:41,Numbers,3
3:14:42,Numbers,3
3:14:43,Numbers,2
3:14:44,Numbers,2
3:14:45,Numbers,2
3:15:1,Numbers,1
3:15:2,Numbers,2
3:15:3,Numbers,3
3:15:4,Numbers,2
3:15:5,Numbers,2
3:15:6,Numbers,2
3:15:7,Numbers,2
3:15:8,Numbers,2
3:15:9,Numbers,2
3:15:10,Numbers,2
3:15:11,Numbers,2
3:15:12,Numbers,2
3:15:13,Numbers,2
3:15:14,Numbers,2
3:15:15,Numbers,3
3:15:16,Numbers,2
3:15:17,Numbers,1
3:15:18,Numbers,2
3:15:19,Numbers,2
3:15:20,Numbers,2
3:15:21,Numbers,1
3:15:22,Numbers,2
3:15:23,Numbers,2
3:15:24,Numbers,3
3:15:25,Numbers,2
3:15:26,Numbers,2
3:15:27,Numbers,2
3:15:28,Numbers,2
3:15:29,Numbers,2
3:15:30,Numbers,2
3:15:31,Numbers,2
3:15:32,Numbers,2
3:15:33,Numbers,2
3:15:34,Numbers,2
3:15:35,Numbers,2
3:15:36,Numbers,3
3:15:37,Numbers,1
3:15:38,Numbers,3
3:15:39,Numbers,3
3:15:40,Numbers,2
3:15:41,Numbers,2
3:16:1,Numbers,2
3:16:2,Numbers,2
3:16:3,Numbers,3
3:16:4,Numbers,1
3:16:5,Numbers,3
3:16:6,Numbers,2
3:16:7,Numbers,3
3:16:8,Numbers,2
3:16:9,Numbers,2
3:16:10,Numbers,2
3:16:11,Numbers,2
3:16:12,Numbers,3
3:16:13,Numbers,2
3:16:14,Numbers,2
3:16:15,Numbers,3
3:16:16,Numbers,3
3:16:17,Numbers,3
3:16:18,Numbers,2
3:16:19,Numbers,2
3:16:20,Numbers,1
3:16:21,Numbers,2
3:16:22,Numbers,2
3:16:23,Numbers,1
3:16:24,Numbers,2
3:16:25,Numbers,2
3:16:26,Numbers,2
3:16:27,Numbers,2
3:16:28,Numbers,3
3:16:29,Numbers,3
3:16:30,Numbers,2
3:16:31,Numbers,2
3:16:32,Numbers,2
3:16:33,Numbers,2
3:16:34,Numbers,2
3:16:35,Numbers,2
3:17:1,Numbers,1
3:17:2,Numbers,2
3:17:3,Numbers,2
3:17:4,Numbers,2
3:17:5,Numbers,2
3:17:6,Numbers,2
3:17:7,Numbers,3
3:17:8,Numbers,1
3:17:9,Numbers,1
3:17:10,Numbers,2
3:17:11,Numbers,3
3:17:12,Numbers,3
3:17:13,Numbers,2
3:17:14,Numbers,3
3:17:15,Numbers,2
3:17:16,Numbers,1
3:17:17,Numbers,2
3:17:18,Numbers,2
3:17:19,Numbers,2
3:17:20,Numbers,2
3:17:21,Numbers,2
3:17:22,Numbers,2
3:17:23,Numbers,3
3:17:24,Numbers,2
3:17:25,Numbers,2
3:17:26,Numbers,2
3:17:27,Numbers,2
3:17:28,Numbers,2
3:18:1,Numbers,3
3:18:2,Numbers,2
3:18:3,Numbers,2
3:18:4,Numbers,3
3:18:5,Numbers,2
3:18:6,Numbers,2
3:18:7,Numbers,2
3:18:8,Numbers,3
3:18:9,Numbers,2
3:18:10,Numbers,2
3:18:11,Numbers,3
3:18:12,Numbers,2
3:18:13,Numbers,2
3:18:14,Numbers,1
3:18:15,Numbers,2
3:18:16,Numbers,3
3:18:17,Numbers,2
3:18:18,Numbers,2
3:18:19,Numbers,3
3:18:20,Numbers,2
3:18:21,Numbers,3
3:18:22,Numbers,2
3:18:23,Numbers,2
3:18:24,Numbers,2
3:18:25,Numbers,1
3:18:26,Numbers,3
3:18:27,Numbers,2
3:18:28,Numbers,3
3:18:29,Numbers,2
3:18:30,Numbers,2
3:18:31,Numbers,2
3:18:32,Numbers,2
3:19:1,Numbers,1
3:19:2,Numbers,2
3:19:3,Numbers,2
3:19:4,Numbers,2
3:19:5,Numbers,2
3:19:6,Numbers,2
3:19:7,Numbers,2
3:19:8,Numbers,3
3:19:9,Numbers,3
3:19:10,Numbers,2
3:19:11,Numbers,2
3:19:12,Numbers,2
3:19:13,Numbers,3
3:19:14,Numbers,2
3:19:15,Numbers,3
3:19:16,Numbers,2
3:19:17,Numbers,2
3:19:18,Numbers,3
3:19:19,Numbers,2
3:19:20,Numbers,3
3:19:21,Numbers,2
3:19:22,Numbers,2
3:20:1,Numbers,2
3:20:2,Numbers,2
3:20:3,Numbers,2
3:20:4,Numbers,2
3:20:5,Numbers,2
3:20:6,Numbers,2
3:20:7,Numbers,1
3:20:8,Numbers,3
3:20:9,Numbers,2
3:20:10,Numbers,2
3:20:11,Numbers,2
3:20:12,Numbers,3
3:20:13,Numbers,2
3:20:14,Numbers,2
3:20:15,Numbers,2
3:20:16,Numbers,2
3:20:17,Numbers,2
3:20:18,Numbers,2
3:20:19,Numbers,3
3:20:20,Numbers,2
3:20:21,Numbers,2
3:20:22,Numbers,2
3:20:23,Numbers,2
3:20:24,Numbers,3
3:20:25,Numbers,2
3:20:26,Numbers,2
3:20:27,Numbers,2
3:20:28,Numbers,3
3:20:29,Numbers,2
3:21:1,Numbers,3
3:21:2,Numbers,2
3:21:3,Numbers,2
3:21:4,Numbers,2
3:21:5,Numbers,3
3:21:6,Numbers,2
3:21:7,Numbers,3
3:21:8,Numbers,2
3:21:9,Numbers,2
3:21:10,Numbers,2
3:21:11,Numbers,2
3:21:12,Numbers,2
3:21:13,Numbers,3
3:21:14,Numbers,2
3:21:15,Numbers,2
3:21:16,Numbers,2
3:21:17,Numbers,2
3:21:18,Numbers,2
3:21:19,Numbers,2
3:21:20,Numbers,2
3:21:21,Numbers,1
3:21:22,Numbers,2
3:21:23,Numbers,3
3:21:24,Numbers,2
3:21:25,Numbers,2
3:21:26,Numbers,3
3:21:27,Numbers,2
3:21:28,Numbers,2
3:21:29,Numbers,2
3:21:30,Numbers,2
3:21:31,Numbers,1
3:21:32,Numbers,2
3:21:33,Numbers,2
3:21:34,Numbers,3
3:21:35,Numbers,2
3:22:1,Numbers,2
3:22:2,Numbers,2
3:22:3,Numbers,2
3:22:4,Numbers,2
3:22:5,Numbers,2
3:22:6,Numbers,3
3:22:7,Numbers,2
3:22:8,Numbers,3
3:22:9,Numbers,2
3:22:10,Numbers,2
3:22:11,Numbers,2
3:22:12,Numbers,2
3:22:13,Numbers,3
3:22:14,Numbers,2
3:22:15,Numbers,2
3:22:16,Numbers,2
3:22:17,Numbers,3
3:22:18,Numbers,3
3:22:19,Numbers,2
3:22:20,Numbers,3
3:22:21,Numbers,2
3:22:22,Numbers,3
3:22:23,Numbers,3
3:22:24,Numbers,2
3:22:25,Numbers,3
3:22:26,Numbers,2
3:22:27,Numbers,2
3:22:28,Numbers,2
3:22:29,Numbers,2
3:22:30,Numbers,2
3:22:31,Numbers,3
3:22:32,Numbers,3
3:22:33,Numbers,2
3:22:34,Numbers,3
3:22:35,Numbers,2
3:22:36,Numbers,2
3:22:37,Numbers,2
3:22:38,Numbers,2
3:22:39,Numbers,2
3:22:40,Numbers,2
3:22:41,Numbers,3
3:23:1,Numbers,2
3:23:2,Numbers,2
3:23:3,Numbers,3
3:23:4,Numbers,2
3:23:5,Numbers,2
3:23:6,Numbers,2
3:23:7,Numbers,2
3:23:8,Numbers,2
3:23:9,Numbers,2
3:23:10,Numbers,2
3:23:11,Numbers,2
3:23:12,Numbers,2
3:23:13,Numbers,3
3:23:14,Numbers,2
3:23:15,Numbers,2
3:23:16,Numbers,2
3:23:17,Numbers,2
3:23:18,Numbers,2
3:23:19,Numbers,2
3:23:20,Numbers,2
3:23:21,Numbers,2
3:23:22,Numbers,2
3:23:23,Numbers,2
3:23:24,Numbers,2
3:23:25,Numbers,2
3:23:26,Numbers,2
3:23:27,Numbers,3
3:23:28,Numbers,2
3:23:29,Numbers,2
3:23:30,Numbers,2
3:24:1,Numbers,2
3:24:2,Numbers,2
3:24:3,Numbers,2
3:24:4,Numbers,2
3:24:5,Numbers,2
3:24:6,Numbers,2
3:24:7,Numbers,2
3:24:8,Numbers,2
3:24:9,Numbers,2
3:24:10,Numbers,2
3:24:11,Numbers,2
3:24:12,Numbers,2
3:24:13,Numbers,3
3:24:14,Numbers,2
3:24:15,Numbers,2
3:24:16,Numbers,2
3:24:17,Numbers,2
3:24:18,Numbers,2
3:24:19,Numbers,2
3:24:20,Numbers,2
3:24:21,Numbers,2
3:24:22,Numbers,2
3:24:23,Numbers,2
3:24:24,Numbers,2
3:24:25,Numbers,2
3:25:1,Numbers,2
3:25:2,Numbers,2
3:25:3,Numbers,2
3:25:4,Numbers,3
3:25:5,Numbers,2
3:25:6,Numbers,2
3:25:7,Numbers,2
3:25:8,Numbers,3
3:25:9,Numbers,2
3:25:10,Numbers,1
3:25:11,Numbers,2
3:25:12,Numbers,2
3:25:13,Numbers,2
3:25:14,Numbers,2
3:25:15,Numbers,2
3:25:16,Numbers,1
3:25:17,Numbers,2
3:25:18,Numbers,3
3:26:1,Numbers,2
3:26:2,Numbers,2
3:26:3,Numbers,2
3:26:4,Numbers,2
3:26:5,Numbers,2
3:26:6,Numbers,2
3:26:7,Numbers,2
3:26:8,Numbers,1
3:26:9,Numbers,2
3:26:10,Numbers,2
3:26:11,Numbers,1
3:26:12,Numbers,3
3:26:13,Numbers,2
3:26:14,Numbers,2
3:26:15,Numbers,3
3:26:16,Numbers,2
3:26:17,Numbers,2
3:26:18,Numbers,2
3:26:19,Numbers,2
3:26:20,Numbers,3
3:26:21,Numbers,2
3:26:22,Numbers,2
3:26:23,Numbers,2
3:26:24,Numbers,2
3:26:25,Numbers,2
3:26:26,Numbers,3
3:26:27,Numbers,2
3:26:28,Numbers,2
3:26:29,Numbers,2
3:26:30,Numbers,2
3:26:31,Numbers,2
3:26:32,Numbers,2
3:26:33,Numbers,2
3:26:34,Numbers,2
3:26:35,Numbers,3
3:26:36,Numbers,2
3:26:37,Numbers,2
3:26:38,Numbers,3
3:26:39,Numbers,2
3:26:40,Numbers,2
3:26:41,Numbers,2
3:26:42,Numbers,2
3:26:43,Numbers,2
3:26:44,Numbers,3
3:26:45,Numbers,2
3:26:46,Numbers,1
3:26:47,Numbers,2
3:26:48,Numbers,2
3:26:49,Numbers,2
3:26:50,Numbers,2
3:26:51,Numbers,2
3:26:52,Numbers,1
3:26:53,Numbers,1
3:26:54,Numbers,2
3:26:55,Numbers,2
3:26:56,Numbers,2
3:26:57,Numbers,3
3:26:58,Numbers,2
3:26:59,Numbers,3
3:26:60,Numbers,2
3:26:61,Numbers,2
3:26:62,Numbers,2
3:26:63,Numbers,2
3:26:64,Numbers,2
3:26:65,Numbers,2
3:27:1,Numbers,2
3:27:2,Numbers,2
3:27:3,Numbers,3
3:27:4,Numbers,3
3:27:5,Numbers,1
3:27:6,Numbers,1
3:27:7,Numbers,3
3:27:8,Numbers,2
3:27:9,Numbers,2
3:27:10,Numbers,2
3:27:11,Numbers,3
3:27:12,Numbers,3
3:27:13,Numbers,2
3:27:14,Numbers,2
3:27:15,Numbers,1
3:27:16,Numbers,2
3:27:17,Numbers,2
3:27:18,Numbers,2
3:27:19,Numbers,2
3:27:20,Numbers,2
3:27:21,Numbers,3
3:27:22,Numbers,3
3:27:23,Numbers,2
3:28:1,Numbers,1
3:28:2,Numbers,2
3:28:3,Numbers,3
3:28:4,Numbers,2
3:28:5,Numbers,2
3:28:6,Numbers,2
3:28:7,Numbers,2
3:28:8,Numbers,2
3:28:9,Numbers,2
3:28:10,Numbers,2
3:28:11,Numbers,2
3:28:12,Numbers,2
3:28:13,Numbers,2
3:28:14,Numbers,2
3:28:15,Numbers,2
3:28:16,Numbers,2
3:28:17,Numbers,2
3:28:18,Numbers,2
3:28:19,Numbers,3
3:28:20,Numbers,2
3:28:21,Numbers,2
3:28:22,Numbers,2
3:28:23,Numbers,2
3:28:24,Numbers,3
3:28:25,Numbers,2
3:28:26,Numbers,2
3:28:27,Numbers,3
3:28:28,Numbers,2
3:28:29,Numbers,2
3:28:30,Numbers,2
3:28:31,Numbers,2
3:29:1,Numbers,2
3:29:2,Numbers,3
3:29:3,Numbers,2
3:29:4,Numbers,2
3:29:5,Numbers,2
3:29:6,Numbers,2
3:29:7,Numbers,2
3:29:8,Numbers,3
3:29:9,Numbers,2
3:29:10,Numbers,2
3:29:11,Numbers,2
3:29:12,Numbers,2
3:29:13,Numbers,3
3:29:14,Numbers,2
3:29:15,Numbers,2
3:29:16,Numbers,2
3:29:17,Numbers,2
3:29:18,Numbers,1
3:29:19,Numbers,2
3:29:20,Numbers,2
3:29:21,Numbers,1
3:29:22,Numbers,2
3:29:23,Numbers,2
3:29:24,Numbers,1
3:29:25,Numbers,2
3:29:26,Numbers,2
3:29:27,Numbers,1
3:29:28,Numbers,2
3:29:29,Numbers,2
3:29:30,Numbers,1
3:29:31,Numbers,2
3:29:32,Numbers,2
3:29:33,Numbers,1
3:29:34,Numbers,2
3:29:35,Numbers,2
3:29:36,Numbers,2
3:29:37,Numbers,1
3:29:38,Numbers,2
3:29:39,Numbers,2
3:30:1,Numbers,2
3:30:2,Numbers,2
3:30:3,Numbers,2
3:30:4,Numbers,2
3:30:5,Numbers,2
3:30:6,Numbers,3
3:30:7,Numbers,2
3:30:8,Numbers,2
3:30:9,Numbers,3
3:30:10,Numbers,2
3:30:11,Numbers,2
3:30:12,Numbers,2
3:30:13,Numbers,3
3:30:14,Numbers,2
3:30:15,Numbers,3
3:30:16,Numbers,2
3:30:17,Numbers,2
3:31:1,Numbers,1
3:31:2,Numbers,2
3:31:3,Numbers,3
3:31:4,Numbers,2
3:31:5,Numbers,2
3:31:6,Numbers,2
3:31:7,Numbers,3
3:31:8,Numbers,2
3:31:9,Numbers,2
3:31:10,Numbers,2
3:31:11,Numbers,2
3:31:12,Numbers,2
3:31:13,Numbers,2
3:31:14,Numbers,2
3:31:15,Numbers,2
3:31:16,Numbers,2
3:31:17,Numbers,2
3:31:18,Numbers,2
3:31:19,Numbers,2
3:31:20,Numbers,2
3:31:21,Numbers,2
3:31:22,Numbers,2
3:31:23,Numbers,2
3:31:24,Numbers,2
3:31:25,Numbers,1
3:31:26,Numbers,2
3:31:27,Numbers,3
3:31:28,Numbers,2
3:31:29,Numbers,2
3:31:30,Numbers,2
3:31:31,Numbers,2
3:31:32,Numbers,2
3:31:33,Numbers,1
3:31:34,Numbers,1
3:31:35,Numbers,2
3:31:36,Numbers,2
3:31:37,Numbers,2
3:31:38,Numbers,2
3:31:39,Numbers,2
3:31:40,Numbers,2
3:31:41,Numbers,2
3:31:42,Numbers,2
3:31:43,Numbers,2
3:31:44,Numbers,1
3:31:45,Numbers,1
3:31:46,Numbers,1
3:31:47,Numbers,2
3:31:48,Numbers,2
3:31:49,Numbers,3
3:31:50,Numbers,2
3:31:51,Numbers,2
3:31:52,Numbers,3
3:31:53,Numbers,1
3:31:54,Numbers,3
3:32:1,Numbers,2
3:32:2,Numbers,2
3:32:3,Numbers,2
3:32:4,Numbers,2
3:32:5,Numbers,3
3:32:6,Numbers,2
3:32:7,Numbers,2
3:32:8,Numbers,2
3:32:9,Numbers,2
3:32:10,Numbers,2
3:32:11,Numbers,3
3:32:12,Numbers,2
3:32:13,Numbers,3
3:32:14,Numbers,2
3:32:15,Numbers,2
3:32:16,Numbers,2
3:32:17,Numbers,3
3:32:18,Numbers,2
3:32:19,Numbers,2
3:32:20,Numbers,2
3:32:21,Numbers,2
3:32:22,Numbers,3
3:32:23,Numbers,2
3:32:24,Numbers,2
3:32:25,Numbers,2
3:32:26,Numbers,2
3:32:27,Numbers,2
3:32:28,Numbers,3
3:32:29,Numbers,2
3:32:30,Numbers,2
3:32:31,Numbers,2
3:32:32,Numbers,2
3:32:33,Numbers,2
3:32:34,Numbers,2
3:32:35,Numbers,1
3:32:36,Numbers,2
3:32:37,Numbers,2
3:32:38,Numbers,2
3:32:39,Numbers,2
3:32:40,Numbers,2
3:32:41,Numbers,2
3:32:42,Numbers,2
3:33:1,Numbers,2
3:33:2,Numbers,2
3:33:3,Numbers,3
3:33:4,Numbers,2
3:33:5,Numbers,2
3:33:6,Numbers,2
3:33:7,Numbers,3
3:33:8,Numbers,2
3:33:9,Numbers,2
3:33:10,Numbers,2
3:33:11,Numbers,2
3:33:12,Numbers,2
3:33:13,Numbers,2
3:33:14,Numbers,2
3:33:15,Numbers,2
3:33:16,Numbers,2
3:33:17,Numbers,2
3:33:18,Numbers,2
3:33:19,Numbers,2
3:33:20,Numbers,2
3:33:21,Numbers,2
3:33:22,Numbers,2
3:33:23,Numbers,2
3:33:24,Numbers,2
3:33:25,Numbers,2
3:33:26,Numbers,2
3:33:27,Numbers,2
3:33:28,Numbers,2
3:33:29,Numbers,2
3:33:30,Numbers,2
3:33:31,Numbers,2
3:33:32,Numbers,2
3:33:33,Numbers,2
3:33:34,Numbers,2
3:33:35,Numbers,2
3:33:36,Numbers,2
3:33:37,Numbers,2
3:33:38,Numbers,2
3:33:39,Numbers,3
3:33:40,Numbers,2
3:33:41,Numbers,2
3:33:42,Numbers,2
3:33:43,Numbers,2
3:33:44,Numbers,2
3:33:45,Numbers,2
3:33:46,Numbers,2
3:33:47,Numbers,2
3:33:48,Numbers,2
3:33:49,Numbers,2
3:33:50,Numbers,2
3:33:51,Numbers,2
3:33:52,Numbers,2
3:33:53,Numbers,2
3:33:54,Numbers,3
3:33:55,Numbers,3
3:33:56,Numbers,1
3:34:1,Numbers,1
3:34:2,Numbers,2
3:34:3,Numbers,2
3:34:4,Numbers,3
3:34:5,Numbers,2
3:34:6,Numbers,3
3:34:7,Numbers,2
3:34:8,Numbers,2
3:34:9,Numbers,2
3:34:10,Numbers,2
3:34:11,Numbers,2
3:34:12,Numbers,2
3:34:13,Numbers,2
3:34:14,Numbers,2
3:34:15,Numbers,2
3:34:16,Numbers,1
3:34:17,Numbers,2
3:34:18,Numbers,2
3:34:19,Numbers,2
3:34:20,Numbers,1
3:34:21,Numbers,1
3:34:22,Numbers,2
3:34:23,Numbers,2
3:34:24,Numbers,2
3:34:25,Numbers,2
3:34:26,Numbers,2
3:34:27,Numbers,2
3:34:28,Numbers,2
3:34:29,Numbers,2
3:35:1,Numbers,2
3:35:2,Numbers,3
3:35:3,Numbers,2
3:35:4,Numbers,2
3:35:5,Numbers,2
3:35:6,Numbers,3
3:35:7,Numbers,2
3:35:8,Numbers,3
3:35:9,Numbers,1
3:35:10,Numbers,2
3:35:11,Numbers,2
3:35:12,Numbers,2
3:35:13,Numbers,2
3:35:14,Numbers,3
3:35:15,Numbers,3
3:35:16,Numbers,2
3:35:17,Numbers,2
3:35:18,Numbers,2
3:35:19,Numbers,2
3:35:20,Numbers,2
3:35:21,Numbers,2
3:35:22,Numbers,2
3:35:23,Numbers,2
3:35:24,Numbers,3
3:35:25,Numbers,3
3:35:26,Numbers,2
3:35:27,Numbers,2
3:35:28,Numbers,2
3:35:29,Numbers,2
3:35:30,Numbers,2
3:35:31,Numbers,2
3:35:32,Numbers,2
3:35:33,Numbers,2
3:35:34,Numbers,2
3:36:1,Numbers,2
3:36:2,Numbers,3
3:36:3,Numbers,3
3:36:4,Numbers,3
3:36:5,Numbers,2
3:36:6,Numbers,2
3:36:7,Numbers,2
3:36:8,Numbers,3
3:36:9,Numbers,2
3:36:10,Numbers,2
3:36:11,Numbers,2
3:36:12,Numbers,2
3:36:13,Numbers,2
4:1:1,Deuteronomy,2
4:1:2,Deuteronomy,2
4:1:3,Deuteronomy,2
4:1:4,Deuteronomy,2
4:1:5,Deuteronomy,2
4:1:6,Deuteronomy,2
4:1:7,Deuteronomy,3
4:1:8,Deuteronomy,2
4:1:9,Deuteronomy,2
4:1:10,Deuteronomy,2
4:1:11,Deuteronomy,2
4:1:12,Deuteronomy,2
4:1:13,Deuteronomy,2
4:1:14,Deuteronomy,2
4:1:15,Deuteronomy,3
4:1:16,Deuteronomy,2
4:1:17,Deuteronomy,3
4:1:18,Deuteronomy,2
4:1:19,Deuteronomy,3
4:1:20,Deuteronomy,2
4:1:21,Deuteronomy,2
4:1:22,Deuteronomy,3
4:1:23,Deuteronomy,2
4:1:24,Deuteronomy,2
4:1:25,Deuteronomy,2
4:1:26,Deuteronomy,2
4:1:27,Deuteronomy,2
4:1:28,Deuteronomy,3
4:1:29,Deuteronomy,2
4:1:30,Deuteronomy,2
4:1:31,Deuteronomy,3
4:1:32,Deuteronomy,2
4:1:33,Deuteronomy,2
4:1:34,Deuteronomy,2
4:1:35,Deuteronomy,2
4:1:36,Deuteronomy,3
4:1:37,Deuteronomy,2
4:1:38,Deuteronomy,2
4:1:39,Deuteronomy,2
4:1:40,Deuteronomy,2
4:1:41,Deuteronomy,3
4:1:42,Deuteronomy,2
4:1:43,Deuteronomy,2
4:1:44,Deuteronomy,2
4:1:45,Deuteronomy,2
4:1:46,Deuteronomy,2
4:2:1,Deuteronomy,3
4:2:2,Deuteronomy,1
4:2:3,Deuteronomy,2
4:2:4,Deuteronomy,3
4:2:5,Deuteronomy,3
4:2:6,Deuteronomy,2
4:2:7,Deuteronomy,2
4:2:8,Deuteronomy,3
4:2:9,Deuteronomy,2
4:2:10,Deuteronomy,2
4:2:11,Deuteronomy,2
4:2:12,Deuteronomy,3
4:2:13,Deuteronomy,2
4:2:14,Deuteronomy,2
4:2:15,Deuteronomy,2
4:2:16,Deuteronomy,1
4:2:17,Deuteronomy,1
4:2:18,Deuteronomy,1
4:2:19,Deuteronomy,2
4:2:20,Deuteronomy,2
4:2:21,Deuteronomy,2
4:2:22,Deuteronomy,2
4:2:23,Deuteronomy,2
4:2:24,Deuteronomy,3
4:2:25,Deuteronomy,2
4:2:26,Deuteronomy,2
4:2:27,Deuteronomy,2
4:2:28,Deuteronomy,3
4:2:29,Deuteronomy,2
4:2:30,Deuteronomy,2
4:2:31,Deuteronomy,3
4:2:32,Deuteronomy,1
4:2:33,Deuteronomy,2
4:2:34,Deuteronomy,3
4:2:35,Deuteronomy,2
4:2:36,Deuteronomy,3
4:2:37,Deuteronomy,2
4:3:1,Deuteronomy,2
4:3:2,Deuteronomy,3
4:3:3,Deuteronomy,2
4:3:4,Deuteronomy,3
4:3:5,Deuteronomy,2
4:3:6,Deuteronomy,2
4:3:7,Deuteronomy,1
4:3:8,Deuteronomy,3
4:3:9,Deuteronomy,2
4:3:10,Deuteronomy,2
4:3:11,Deuteronomy,3
4:3:12,Deuteronomy,2
4:3:13,Deuteronomy,2
4:3:14,Deuteronomy,2
4:3:15,Deuteronomy,1
4:3:16,Deuteronomy,2
4:3:17,Deuteronomy,2
4:3:18,Deuteronomy,2
4:3:19,Deuteronomy,2
4:3:20,Deuteronomy,3
4:3:21,Deuteronomy,2
4:3:22,Deuteronomy,2
4:3:23,Deuteronomy,2
4:3:24,Deuteronomy,2
4:3:25,Deuteronomy,2
4:3:26,Deuteronomy,2
4:3:27,Deuteronomy,2
4:3:28,Deuteronomy,2
4:3:29,Deuteronomy,1
4:4:1,Deuteronomy,3
4:4:2,Deuteronomy,2
4:4:3,Deuteronomy,3
4:4:4,Deuteronomy,2
4:4:5,Deuteronomy,2
4:4:6,Deuteronomy,3
4:4:7,Deuteronomy,2
4:4:8,Deuteronomy,3
4:4:9,Deuteronomy,2
4:4:10,Deuteronomy,3
4:4:11,Deuteronomy,2
4:4:12,Deuteronomy,2
4:4:13,Deuteronomy,2
4:4:14,Deuteronomy,2
4:4:15,Deuteronomy,2
4:4:16,Deuteronomy,3
4:4:17,Deuteronomy,2
4:4:18,Deuteronomy,2
4:4:19,Deuteronomy,3
4:4:20,Deuteronomy,3
4:4:21,Deuteronomy,2
4:4:22,Deuteronomy,2
4:4:23,Deuteronomy,2
4:4:24,Deuteronomy,2
4:4:25,Deuteronomy,2
4:4:26,Deuteronomy,3
4:4:27,Deuteronomy,2
4:4:28,Deuteronomy,2
4:4:29,Deuteronomy,2
4:4:30,Deuteronomy,2
