Verse,Book,Depth
2:9:13,Leviticus,2
2:9:14,Leviticus,2
2:9:15,Leviticus,2
2:9:16,Leviticus,2
2:9:17,Leviticus,3
2:9:18,Leviticus,2
2:9:19,Leviticus,2
2:9:20,Leviticus,2
2:9:21,Leviticus,3
2:9:22,Leviticus,2
2:9:23,Leviticus,2
2:9:24,Leviticus,3
2:10:1,Leviticus,2
2:10:2,Leviticus,2
2:10:3,Leviticus,2
2:10:4,Leviticus,2
2:10:5,Leviticus,2
2:10:6,Leviticus,2
2:10:7,Leviticus,3
2:10:8,Leviticus,1
2:10:9,Leviticus,2
2:10:10,Leviticus,2
2:10:11,Leviticus,2
2:10:12,Leviticus,3
2:10:13,Leviticus,3
2:10:14,Leviticus,2
2:10:15,Leviticus,2
2:10:16,Leviticus,2
2:10:17,Leviticus,3
2:10:18,Leviticus,2
2:10:19,Leviticus,2
2:10:20,Leviticus,1
2:11:1,Leviticus,1
2:11:2,Leviticus,2
2:11:3,Leviticus,2
2:11:4,Leviticus,3
2:11:5,Leviticus,2
2:11:6,Leviticus,2
2:11:7,Leviticus,2
2:11:8,Leviticus,2
2:11:9,Leviticus,2
2:11:10,Leviticus,3
2:11:11,Leviticus,2
2:11:12,Leviticus,2
2:11:13,Leviticus,2
2:11:14,Leviticus,1
2:11:15,Leviticus,1
2:11:16,Leviticus,2
2:11:17,Leviticus,1
2:11:18,Leviticus,1
2:11:19,Leviticus,2
2:11:20,Leviticus,2
2:11:21,Leviticus,3
2:11:22,Leviticus,2
2:11:23,Leviticus,2
2:11:24,Leviticus,2
2:11:25,Leviticus,2
2:11:26,Leviticus,2
2:11:27,Leviticus,2
2:11:28,Leviticus,2
2:11:29,Leviticus,2
2:11:30,Leviticus,2
2:11:31,Leviticus,2
2:11:32,Leviticus,2
2:11:33,Leviticus,2
2:11:34,Leviticus,2
2:11:35,Leviticus,3
2:11:36,Leviticus,2
2:11:37,Leviticus,2
2:11:38,Leviticus,2
2:11:39,Leviticus,2
2:11:40,Leviticus,2
2:11:41,Leviticus,2
2:11:42,Leviticus,2
2:11:43,Leviticus,2
2:11:44,Leviticus,3
2:11:45,Leviticus,2
2:11:46,Leviticus,3
2:11:47,Leviticus,2
2:12:1,Leviticus,1
2:12:2,Leviticus,3
2:12:3,Leviticus,2
2:12:4,Leviticus,2
2:12:5,Leviticus,2
2:12:6,Leviticus,3
2:12:7,Leviticus,2
2:12:8,Leviticus,3
2:13:1,Leviticus,1
2:13:2,Leviticus,2
2:13:3,Leviticus,2
2:13:4,Leviticus,2
2:13:5,Leviticus,3
2:13:6,Leviticus,3
2:13:7,Leviticus,3
2:13:8,Leviticus,3
2:13:9,Leviticus,2
2:13:10,Leviticus,2
2:13:11,Leviticus,2
2:13:12,Leviticus,3
2:13:13,Leviticus,2
2:13:14,Leviticus,1
2:13:15,Leviticus,2
2:13:16,Leviticus,2
2:13:17,Leviticus,3
2:13:18,Leviticus,2
2:13:19,Leviticus,2
2:13:20,Leviticus,2
2:13:21,Leviticus,3
2:13:22,Leviticus,2
2:13:23,Leviticus,2
2:13:24,Leviticus,2
2:13:25,Leviticus,2
2:13:26,Leviticus,3
2:13:27,Leviticus,2
2:13:28,Leviticus,2
2:13:29,Leviticus,2
2:13:30,Leviticus,3
2:13:31,Leviticus,2
2:13:32,Leviticus,3
2:13:33,Leviticus,2
2:13:34,Leviticus,2
2:13:35,Leviticus,2
2:13:36,Leviticus,3
2:13:37,Leviticus,2
2:13:38,Leviticus,2
2:13:39,Leviticus,2
2:13:40,Leviticus,2
2:13:41,Leviticus,2
2:13:42,Leviticus,2
2:13:43,Leviticus,2
2:13:44,Leviticus,2
2:13:45,Leviticus,2
2:13:46,Leviticus,2
2:13:47,Leviticus,2
2:13:48,Leviticus,2
2:13:49,Leviticus,2
2:13:50,Leviticus,2
2:13:51,Leviticus,3
2:13:52,Leviticus,3
2:13:53,Leviticus,3
2:13:54,Leviticus,2
2:13:55,Leviticus,2
2:13:56,Leviticus,3
2:13:57,Leviticus,2
2:13:58,Leviticus,2
2:13:59,Leviticus,2
2:14:1,Leviticus,1
2:14:2,Leviticus,2
2:14:3,Leviticus,2
2:14:4,Leviticus,3
2:14:5,Leviticus,2
2:14:6,Leviticus,3
2:14:7,Leviticus,2
2:14:8,Leviticus,2
2:14:9,Leviticus,2
2:14:10,Leviticus,3
2:14:11,Leviticus,2
2:14:12,Leviticus,2
2:14:13,Leviticus,2
2:14:14,Leviticus,3
2:14:15,Leviticus,2
2:14:16,Leviticus,2
2:14:17,Leviticus,3
2:14:18,Leviticus,2
2:14:19,Leviticus,2
2:14:20,Leviticus,2
2:14:21,Leviticus,3
2:14:22,Leviticus,2
2:14:23,Leviticus,2
2:14:24,Leviticus,2
2:14:25,Leviticus,3
2:14:26,Leviticus,2
2:14:27,Leviticus,2
2:14:28,Leviticus,3
2:14:29,Leviticus,2
2:14:30,Leviticus,2
2:14:31,Leviticus,2
2:14:32,Leviticus,2
2:14:33,Leviticus,1
2:14:34,Leviticus,3
2:14:35,Leviticus,2
2:14:36,Leviticus,2
2:14:37,Leviticus,3
2:14:38,Leviticus,2
2:14:39,Leviticus,2
2:14:40,Leviticus,3
2:14:41,Leviticus,2
2:14:42,Leviticus,2
2:14:43,Leviticus,2
2:14:44,Leviticus,3
2:14:45,Leviticus,2
2:14:46,Leviticus,2
2:14:47,Leviticus,2
2:14:48,Leviticus,2
2:14:49,Leviticus,2
2:14:50,Leviticus,2
2:14:51,Leviticus,3
2:14:52,Leviticus,3
2:14:53,Leviticus,2
2:14:54,Leviticus,2
2:14:55,Leviticus,1
2:14:56,Leviticus,1
2:14:57,Leviticus,2
2:15:1,Leviticus,1
2:15:2,Leviticus,2
2:15:3,Leviticus,2
2:15:4,Leviticus,2
2:15:5,Leviticus,2
2:15:6,Leviticus,2
2:15:7,Leviticus,2
2:15:8,Leviticus,2
2:15:9,Leviticus,1
2:15:10,Leviticus,2
2:15:11,Leviticus,2
2:15:12,Leviticus,2
2:15:13,Leviticus,3
2:15:14,Leviticus,2
2:15:15,Leviticus,2
2:15:16,Leviticus,2
2:15:17,Leviticus,2
2:15:18,Leviticus,3
2:15:19,Leviticus,3
2:15:20,Leviticus,2
2:15:21,Leviticus,2
2:15:22,Leviticus,2
2:15:23,Leviticus,2
2:15:24,Leviticus,2
2:15:25,Leviticus,2
2:15:26,Leviticus,2
2:15:27,Leviticus,2
2:15:28,Leviticus,2
2:15:29,Leviticus,2
2:15:30,Leviticus,2
2:15:31,Leviticus,2
2:15:32,Leviticus,2
2:15:33,Leviticus,3
2:16:1,Leviticus,2
2:16:2,Leviticus,3
2:16:3,Leviticus,2
2:16:4,Leviticus,3
2:16:5,Leviticus,3
2:16:6,Leviticus,2
2:16:7,Leviticus,2
2:16:8,Leviticus,2
2:16:9,Leviticus,3
2:16:10,Leviticus,3
2:16:11,Leviticus,2
2:16:12,Leviticus,2
2:16:13,Leviticus,2
2:16:14,Leviticus,3
2:16:15,Leviticus,3
2:16:16,Leviticus,2
2:16:17,Leviticus,2
2:16:18,Leviticus,2
2:16:19,Leviticus,2
2:16:20,Leviticus,2
2:16:21,Leviticus,3
2:16:22,Leviticus,2
2:16:23,Leviticus,3
2:16:24,Leviticus,2
2:16:25,Leviticus,1
2:16:26,Leviticus,2
2:16:27,Leviticus,2
2:16:28,Leviticus,2
2:16:29,Leviticus,2
2:16:30,Leviticus,2
2:16:31,Leviticus,2
2:16:32,Leviticus,2
2:16:33,Leviticus,3
2:16:34,Leviticus,2
2:17:1,Leviticus,1
2:17:2,Leviticus,2
2:17:3,Leviticus,3
2:17:4,Leviticus,3
2:17:5,Leviticus,3
2:17:6,Leviticus,2
2:17:7,Leviticus,3
2:17:8,Leviticus,3
2:17:9,Leviticus,2
2:17:10,Leviticus,2
2:17:11,Leviticus,3
2:17:12,Leviticus,2
2:17:13,Leviticus,3
2:17:14,Leviticus,3
2:17:15,Leviticus,2
2:17:16,Leviticus,2
2:18:1,Leviticus,1
2:18:2,Leviticus,2
2:18:3,Leviticus,2
2:18:4,Leviticus,2
2:18:5,Leviticus,3
2:18:6,Leviticus,2
2:18:7,Leviticus,2
2:18:8,Leviticus,2
2:18:9,Leviticus,2
2:18:10,Leviticus,2
2:18:11,Leviticus,2
2:18:12,Leviticus,2
2:18:13,Leviticus,2
2:18:14,Leviticus,2
2:18:15,Leviticus,2
2:18:16,Leviticus,2
2:18:17,Leviticus,2
2:18:18,Leviticus,2
2:18:19,Leviticus,2
2:18:20,Leviticus,2
2:18:21,Leviticus,2
2:18:22,Leviticus,2
2:18:23,Leviticus,2
2:18:24,Leviticus,2
2:18:25,Leviticus,2
2:18:26,Leviticus,2
2:18:27,Leviticus,2
2:18:28,Leviticus,2
2:18:29,Leviticus,2
2:18:30,Leviticus,2
2:19:1,Leviticus,1
2:19:2,Leviticus,2
2:19:3,Leviticus,2
2:19:4,Leviticus,2
2:19:5,Leviticus,2
2:19:6,Leviticus,2
2:19:7,Leviticus,2
2:19:8,Leviticus,2
2:19:9,Leviticus,3
2:19:10,Leviticus,2
2:19:11,Leviticus,2
2:19:12,Leviticus,2
2:19:13,Leviticus,2
2:19:14,Leviticus,2
2:19:15,Leviticus,2
2:19:16,Leviticus,2
2:19:17,Leviticus,2
2:19:18,Leviticus,2
2:19:19,Leviticus,3
2:19:20,Leviticus,3
2:19:21,Leviticus,2
2:19:22,Leviticus,2
2:19:23,Leviticus,2
2:19:24,Leviticus,2
2:19:25,Leviticus,2
2:19:26,Leviticus,2
2:19:27,Leviticus,2
2:19:28,Leviticus,2
2:19:29,Leviticus,2
2:19:30,Leviticus,2
2:19:31,Leviticus,2
2:19:32,Leviticus,2
2:19:33,Leviticus,2
2:19:34,Leviticus,2
2:19:35,Leviticus,2
2:19:36,Leviticus,2
2:19:37,Leviticus,2
2:20:1,Leviticus,1
2:20:2,Leviticus,3
2:20:3,Leviticus,2
2:20:4,Leviticus,2
2:20:5,Leviticus,2
2:20:6,Leviticus,2
2:20:7,Leviticus,2
2:20:8,Leviticus,2
2:20:9,Leviticus,2
2:20:10,Leviticus,2
2:20:11,Leviticus,2
2:20:12,Leviticus,2
2:20:13,Leviticus,2
2:20:14,Leviticus,2
2:20:15,Leviticus,2
2:20:16,Leviticus,2
2:20:17,Leviticus,2
2:20:18,Leviticus,2
2:20:19,Leviticus,2
2:20:20,Leviticus,2
2:20:21,Leviticus,2
2:20:22,Leviticus,2
2:20:23,Leviticus,2
2:20:24,Leviticus,3
2:20:25,Leviticus,2
2:20:26,Leviticus,2
2:20:27,Leviticus,2
2:21:1,Leviticus,2
2:21:2,Leviticus,2
2:21:3,Leviticus,2
2:21:4,Leviticus,1
2:21:5,Leviticus,2
2:21:6,Leviticus,2
2:21:7,Leviticus,3
2:21:8,Leviticus,2
2:21:9,Leviticus,2
2:21:10,Leviticus,2
2:21:11,Leviticus,2
2:21:12,Leviticus,2
2:21:13,Leviticus,1
2:21:14,Leviticus,2
2:21:15,Leviticus,2
2:21:16,Leviticus,1
2:21:17,Leviticus,2
2:21:18,Leviticus,2
2:21:19,Leviticus,2
2:21:20,Leviticus,2
2:21:21,Leviticus,2
2:21:22,Leviticus,2
2:21:23,Leviticus,2
2:21:24,Leviticus,2
2:22:1,Leviticus,1
2:22:2,Leviticus,2
2:22:3,Leviticus,2
2:22:4,Leviticus,3
2:22:5,Leviticus,2
2:22:6,Leviticus,2
2:22:7,Leviticus,2
2:22:8,Leviticus,2
2:22:9,Leviticus,2
2:22:10,Leviticus,2
2:22:11,Leviticus,2
2:22:12,Leviticus,2
2:22:13,Leviticus,3
2:22:14,Leviticus,2
2:22:15,Leviticus,2
2:22:16,Leviticus,2
2:22:17,Leviticus,1
2:22:18,Leviticus,2
2:22:19,Leviticus,1
2:22:20,Leviticus,2
2:22:21,Leviticus,3
2:22:22,Leviticus,2
2:22:23,Leviticus,2
2:22:24,Leviticus,2
2:22:25,Leviticus,2
2:22:26,Leviticus,1
2:22:27,Leviticus,3
2:22:28,Leviticus,2
2:22:29,Leviticus,2
2:22:30,Leviticus,2
2:22:31,Leviticus,2
2:22:32,Leviticus,2
2:22:33,Leviticus,2
2:23:1,Leviticus,1
2:23:2,Leviticus,2
2:23:3,Leviticus,3
2:23:4,Leviticus,2
2:23:5,Leviticus,2
2:23:6,Leviticus,2
2:23:7,Leviticus,2
2:23:8,Leviticus,2
2:23:9,Leviticus,1
2:23:10,Leviticus,3
2:23:11,Leviticus,2
2:23:12,Leviticus,2
2:23:13,Leviticus,2
2:23:14,Leviticus,3
2:23:15,Leviticus,3
2:23:16,Leviticus,2
2:23:17,Leviticus,2
2:23:18,Leviticus,3
2:23:19,Leviticus,2
2:23:20,Leviticus,2
2:23:21,Leviticus,2
2:23:22,Leviticus,2
2:23:23,Leviticus,1
2:23:24,Leviticus,2
2:23:25,Leviticus,2
2:23:26,Leviticus,1
2:23:27,Leviticus,2
2:23:28,Leviticus,2
2:23:29,Leviticus,2
2:23:30,Leviticus,2
2:23:31,Leviticus,2
2:23:32,Leviticus,2
2:23:33,Leviticus,1
2:23:34,Leviticus,2
2:23:35,Leviticus,2
2:23:36,Leviticus,2
2:23:37,Leviticus,2
2:23:38,Leviticus,2
2:23:39,Leviticus,2
2:23:40,Leviticus,2
2:23:41,Leviticus,2
2:23:42,Leviticus,2
2:23:43,Leviticus,3
2:23:44,Leviticus,2
2:24:1,Leviticus,1
2:24:2,Leviticus,2
2:24:3,Leviticus,2
2:24:4,Leviticus,2
2:24:5,Leviticus,2
2:24:6,Leviticus,2
2:24:7,Leviticus,2
2:24:8,Leviticus,2
2:24:9,Leviticus,2
2:24:10,Leviticus,3
2:24:11,Leviticus,2
2:24:12,Leviticus,2
2:24:13,Leviticus,1
2:24:14,Leviticus,3
2:24:15,Leviticus,2
2:24:16,Leviticus,2
2:24:17,Leviticus,2
2:24:18,Leviticus,2
2:24:19,Leviticus,2
2:24:20,Leviticus,3
2:24:21,Leviticus,2
2:24:22,Leviticus,2
2:24:23,Leviticus,3
2:25:1,Leviticus,1
2:25:2,Leviticus,3
2:25:3,Leviticus,2
2:25:4,Leviticus,2
2:25:5,Leviticus,2
2:25:6,Leviticus,2
2:25:7,Leviticus,2
2:25:8,Leviticus,2
2:25:9,Leviticus,2
2:25:10,Leviticus,3
2:25:11,Leviticus,2
2:25:12,Leviticus,2
2:25:13,Leviticus,2
2:25:14,Leviticus,2
2:25:15,Leviticus,2
2:25:16,Leviticus,3
2:25:17,Leviticus,2
2:25:18,Leviticus,2
2:25:19,Leviticus,2
2:25:20,Leviticus,2
2:25:21,Leviticus,2
2:25:22,Leviticus,2
2:25:23,Leviticus,2
2:25:24,Leviticus,2
2:25:25,Leviticus,2
2:25:26,Leviticus,3
2:25:27,Leviticus,3
2:25:28,Leviticus,3
2:25:29,Leviticus,3
2:25:30,Leviticus,3
2:25:31,Leviticus,2
2:25:32,Leviticus,2
2:25:33,Leviticus,3
2:25:34,Leviticus,2
2:25:35,Leviticus,2
2:25:36,Leviticus,2
2:25:37,Leviticus,2
2:25:38,Leviticus,2
2:25:39,Leviticus,2
2:25:40,Leviticus,2
2:25:41,Leviticus,2
2:25:42,Leviticus,2
2:25:43,Leviticus,2
2:25:44,Leviticus,2
2:25:45,Leviticus,3
2:25:46,Leviticus,2
2:25:47,Leviticus,2
2:25:48,Leviticus,2
2:25:49,Leviticus,3
2:25:50,Leviticus,3
2:25:51,Leviticus,2
2:25:52,Leviticus,2
2:25:53,Leviticus,2
2:25:54,Leviticus,2
2:25:55,Leviticus,2
2:26:1,Leviticus,3
2:26:2,Leviticus,2
2:26:3,Leviticus,2
2:26:4,Leviticus,2
2:26:5,Leviticus,2
2:26:6,Leviticus,2
2:26:7,Leviticus,2
2:26:8,Leviticus,2
2:26:9,Leviticus,2
2:26:10,Leviticus,2
2:26:11,Leviticus,2
2:26:12,Leviticus,2
2:26:13,Leviticus,2
2:26:14,Leviticus,2
2:26:15,Leviticus,2
2:26:16,Leviticus,2
2:26:17,Leviticus,2
2:26:18,Leviticus,2
2:26:19,Leviticus,2
2:26:20,Leviticus,2
2:26:21,Leviticus,2
2:26:22,Leviticus,3
2:26:23,Leviticus,2
2:26:24,Leviticus,2
2:26:25,Leviticus,2
2:26:26,Leviticus,3
2:26:27,Leviticus,2
2:26:28,Leviticus,2
2:26:29,Leviticus,2
2:26:30,Leviticus,2
2:26:31,Leviticus,2
2:26:32,Leviticus,2
2:26:33,Leviticus,2
2:26:34,Leviticus,2
2:26:35,Leviticus,2
2:26:36,Leviticus,3
2:26:37,Leviticus,2
2:26:38,Leviticus,2
2:26:39,Leviticus,2
2:26:40,Leviticus,2
2:26:41,Leviticus,2
2:26:42,Leviticus,2
2:26:43,Leviticus,2
2:26:44,Leviticus,2
2:26:45,Leviticus,2
2:26:46,Leviticus,3
2:27:1,Leviticus,1
2:27:2,Leviticus,2
2:27:3,Leviticus,3
2:27:4,Leviticus,2
2:27:5,Leviticus,3
2:27:6,Leviticus,3
2:27:7,Leviticus,2
2:27:8,Leviticus,3
2:27:9,Leviticus,3
2:27:10,Leviticus,2
2:27:11,Leviticus,3
2:27:12,Leviticus,2
2:27:13,Leviticus,2
2:27:14,Leviticus,3
2:27:15,Leviticus,2
2:27:16,Leviticus,2
2:27:17,Leviticus,2
2:27:18,Leviticus,3
2:27:19,Leviticus,2
2:27:20,Leviticus,2
2:27:21,Leviticus,2
2:27:22,Leviticus,2
2:27:23,Leviticus,2
2:27:24,Leviticus,2
2:27:25,Leviticus,2
2:27:26,Leviticus,2
2:27:27,Leviticus,2
2:27:28,Leviticus,2
2:27:29,Leviticus,2
2:27:30,Leviticus,2
2:27:31,Leviticus,2
2:27:32,Leviticus,2
2:27:33,Leviticus,2
2:27:34,Leviticus,2
3:1:1,Numbers,2
3:1:2,Numbers,2
3:1:3,Numbers,2
3:1:4,Numbers,2
3:1:5,Numbers,2
3:1:6,Numbers,1
3:1:7,Numbers,1
3:1:8,Numbers,1
3:1:9,Numbers,1
3:1:10,Numbers,2
3:1:11,Numbers,1
3:1:12,Numbers,1
3:1:13,Numbers,1
3:1:14,Numbers,1
3:1:15,Numbers,1
3:1:16,Numbers,2
3:1:17,Numbers,2
3:1:18,Numbers,2
3:1:19,Numbers,2
3:1:20,Numbers,2
3:1:21,Numbers,2
3:1:22,Numbers,2
3:1:23,Numbers,2
3:1:24,Numbers,2
3:1:25,Numbers,2
3:1:26,Numbers,2
3:1:27,Numbers,2
3:1:28,Numbers,2
3:1:29,Numbers,2
3:1:30,Numbers,2
3:1:31,Numbers,2
3:1:32,Numbers,2
3:1:33,Numbers,2
3:1:34,Numbers,2
3:1:35,Numbers,2
3:1:36,Numbers,2
3:1:37,Numbers,2
3:1:38,Numbers,2
3:1:39,Numbers,2
3:1:40,Numbers,2
3:1:41,Numbers,2
3:1:42,Numbers,2
3:1:43,Numbers,2
3:1:44,Numbers,2
3:1:45,Numbers,2
3:1:46,Numbers,2
3:1:47,Numbers,2
3:1:48,Numbers,1
3:1:49,Numbers,2
3:1:50,Numbers,3
3:1:51,Numbers,3
3:1:52,Numbers,2
3:1:53,Numbers,2
3:1:54,Numbers,2
3:2:1,Numbers,1
3:2:2,Numbers,2
3:2:3,Numbers,3
3:2:4,Numbers,2
3:2:5,Numbers,2
3:2:6,Numbers,2
3:2:7,Numbers,2
3:2:8,Numbers,2
3:2:9,Numbers,2
3:2:10,Numbers,2
3:2:11,Numbers,2
3:2:12,Numbers,2
3:2:13,Numbers,2
3:2:14,Numbers,2
3:2:15,Numbers,2
3:2:16,Numbers,2
3:2:17,Numbers,2
3:2:18,Numbers,2
3:2:19,Numbers,2
3:2:20,Numbers,2
3:2:21,Numbers,2
3:2:22,Numbers,2
3:2:23,Numbers,2
3:2:24,Numbers,2
3:2:25,Numbers,2
3:2:26,Numbers,2
3:2:27,Numbers,2
3:2:28,Numbers,2
3:2:29,Numbers,2
3:2:30,Numbers,2
3:2:31,Numbers,3
3:2:32,Numbers,2
3:2:33,Numbers,2
3:2:34,Numbers,2
3:3:1,Numbers,2
3:3:2,Numbers,2
3:3:3,Numbers,2
3:3:4,Numbers,2
3:3:5,Numbers,1
3:3:6,Numbers,2
3:3:7,Numbers,2
3:3:8,Numbers,2
3:3:9,Numbers,2
3:3:10,Numbers,2
3:3:11,Numbers,1
3:3:12,Numbers,3
3:3:13,Numbers,3
3:3:14,Numbers,1
3:3:15,Numbers,2
3:3:16,Numbers,2
3:3:17,Numbers,2
3:3:18,Numbers,2
3:3:19,Numbers,2
3:3:20,Numbers,2
3:3:21,Numbers,2
3:3:22,Numbers,2
3:3:23,Numbers,2
3:3:24,Numbers,2
3:3:25,Numbers,2
3:3:26,Numbers,3
3:3:27,Numbers,3
3:3:28,Numbers,2
3:3:29,Numbers,2
3:3:30,Numbers,2
3:3:31,Numbers,2
3:3:32,Numbers,2
3:3:33,Numbers,3
3:3:34,Numbers,2
3:3:35,Numbers,2
3:3:36,Numbers,3
3:3:37,Numbers,2
3:3:38,Numbers,2
3:3:39,Numbers,2
3:3:40,Numbers,2
3:3:41,Numbers,2
3:3:42,Numbers,3
3:3:43,Numbers,2
3:3:44,Numbers,1
3:3:45,Numbers,2
3:3:46,Numbers,2
3:3:47,Numbers,2
3:3:48,Numbers,2
3:3:49,Numbers,2
3:3:50,Numbers,2
3:3:51,Numbers,2
3:4:1,Numbers,1
3:4:2,Numbers,2
3:4:3,Numbers,2
3:4:4,Numbers,2
3:4:5,Numbers,2
3:4:6,Numbers,3
3:4:7,Numbers,3
3:4:8,Numbers,2
3:4:9,Numbers,2
3:4:10,Numbers,2
3:4:11,Numbers,2
3:4:12,Numbers,2
3:4:13,Numbers,2
3:4:14,Numbers,2
3:4:15,Numbers,3
3:4:16,Numbers,2
3:4:17,Numbers,1
3:4:18,Numbers,2
3:4:19,Numbers,2
3:4:20,Numbers,1
3:4:21,Numbers,1
3:4:22,Numbers,2
3:4:23,Numbers,2
3:4:24,Numbers,2
3:4:25,Numbers,3
3:4:26,Numbers,3
3:4:27,Numbers,2
3:4:28,Numbers,2
3:4:29,Numbers,2
3:4:30,Numbers,2
3:4:31,Numbers,2
3:4:32,Numbers,2
3:4:33,Numbers,2
3:4:34,Numbers,2
3:4:35,Numbers,2
3:4:36,Numbers,2
3:4:37,Numbers,2
3:4:38,Numbers,2
3:4:39,Numbers,2
3:4:40,Numbers,2
3:4:41,Numbers,2
3:4:42,Numbers,2
3:4:43,Numbers,2
3:4:44,Numbers,2
3:4:45,Numbers,2
3:4:46,Numbers,2
3:4:47,Numbers,2
3:4:48,Numbers,2
3:4:49,Numbers,3
3:5:1,Numbers,1
3:5:2,Numbers,3
3:5:3,Numbers,2
3:5:4,Numbers,2
3:5:5,Numbers,1
3:5:6,Numbers,3
3:5:7,Numbers,3
3:5:8,Numbers,3
3:5:9,Numbers,1
3:5:10,Numbers,2
3:5:11,Numbers,1
3:5:12,Numbers,2
3:5:13,Numbers,3
3:5:14,Numbers,2
3:5:15,Numbers,3
3:5:16,Numbers,2
3:5:17,Numbers,2
3:5:18,Numbers,3
3:5:19,Numbers,3
3:5:20,Numbers,2
3:5:21,Numbers,3
3:5:22,Numbers,2
3:5:23,Numbers,2
3:5:24,Numbers,2
3:5:25,Numbers,2
3:5:26,Numbers,2
3:5:27,Numbers,3
3:5:28,Numbers,2
3:5:29,Numbers,2
3:5:30,Numbers,2
3:5:31,Numbers,2
3:6:1,Numbers,1
3:6:2,Numbers,2
3:6:3,Numbers,3
3:6:4,Numbers,2
3:6:5,Numbers,2
3:6:6,Numbers,2
3:6:7,Numbers,2
3:6:8,Numbers,2
3:6:9,Numbers,2
3:6:10,Numbers,2
3:6:11,Numbers,2
3:6:12,Numbers,3
3:6:13,Numbers,2
3:6:14,Numbers,3
3:6:15,Numbers,2
3:6:16,Numbers,2
3:6:17,Numbers,2
3:6:18,Numbers,2
3:6:19,Numbers,3
3:6:20,Numbers,3
3:6:21,Numbers,3
3:6:22,Numbers,1
3:6:23,Numbers,2
3:6:24,Numbers,1
3:6:25,Numbers,1
3:6:26,Numbers,1
3:6:27,Numbers,2
3:7:1,Numbers,2
3:7:2,Numbers,2
3:7:3,Numbers,3
3:7:4,Numbers,1
3:7:5,Numbers,2
3:7:6,Numbers,2
3:7:7,Numbers,2
3:7:8,Numbers,2
3:7:9,Numbers,2
3:7:10,Numbers,2
3:7:11,Numbers,2
3:7:12,Numbers,2
3:7:13,Numbers,3
3:7:14,Numbers,1
3:7:15,Numbers,1
3:7:16,Numbers,1
3:7:17,Numbers,3
3:7:18,Numbers,2
3:7:19,Numbers,3
3:7:20,Numbers,1
3:7:21,Numbers,1
3:7:22,Numbers,1
3:7:23,Numbers,3
3:7:24,Numbers,2
3:7:25,Numbers,3
3:7:26,Numbers,1
3:7:27,Numbers,1
3:7:28,Numbers,1
3:7:29,Numbers,3
3:7:30,Numbers,2
3:7:31,Numbers,3
3:7:32,Numbers,1
3:7:33,Numbers,1
3:7:34,Numbers,1
3:7:35,Numbers,3
3:7:36,Numbers,2
3:7:37,Numbers,3
3:7:38,Numbers,1
3:7:39,Numbers,1
3:7:40,Numbers,1
3:7:41,Numbers,3
3:7:42,Numbers,2
3:7:43,Numbers,3
3:7:44,Numbers,1
3:7:45,Numbers,1
3:7:46,Numbers,1
3:7:47,Numbers,3
3:7:48,Numbers,2
3:7:49,Numbers,3
3:7:50,Numbers,1
3:7:51,Numbers,1
3:7:52,Numbers,1
3:7:53,Numbers,3
3:7:54,Numbers,2
3:7:55,Numbers,3
3:7:56,Numbers,1
3:7:57,Numbers,1
3:7:58,Numbers,1
3:7:59,Numbers,3
3:7:60,Numbers,2
3:7:61,Numbers,3
3:7:62,Numbers,1
3:7:63,Numbers,1
3:7:64,Numbers,1
3:7:65,Numbers,3
3:7:66,Numbers,2
3:7:67,Numbers,3
3:7:68,Numbers,1
3:7:69,Numbers,1
3:7:70,Numbers,1
3:7:71,Numbers,3
3:7:72,Numbers,2
3:7:73,Numbers,3
3:7:74,Numbers,1
3:7:75,Numbers,1
3:7:76,Numbers,1
3:7:77,Numbers,3
3:7:78,Numbers,2
3:7:79,Numbers,3
3:7:80,Numbers,1
3:7:81,Numbers,1
3:7:82,Numbers,1
3:7:83,Numbers,3
3:7:84,Numbers,2
3:7:85,Numbers,2
3:7:86,Numbers,3
3:7:87,Numbers,2
3:7:88,Numbers,3
3:7:89,Numbers,3
3:8:1,Numbers,1
3:8:2,Numbers,2
3:8:3,Numbers,3
3:8:4,Numbers,2
3:8:5,Numbers,1
3:8:6,Numbers,2
3:8:7,Numbers,2
3:8:8,Numbers,2
3:8:9,Numbers,2
3:8:10,Numbers,2
3:8:11,Numbers,2
3:8:12,Numbers,2
3:8:13,Numbers,2
3:8:14,Numbers,2
3:8:15,Numbers,2
3:8:16,Numbers,2
3:8:17,Numbers,2
3:8:18,Numbers,1
3:8:19,Numbers,3
3:8:20,Numbers,2
3:8:21,Numbers,3
3:8:22,Numbers,2
3:8:23,Numbers,1
3:8:24,Numbers,2
3:8:25,Numbers,2
3:8:26,Numbers,2
3:9:1,Numbers,1
3:9:2,Numbers,1
3:9:3,Numbers,2
3:9:4,Numbers,1
3:9:5,Numbers,2
3:9:6,Numbers,2
3:9:7,Numbers,2
3:9:8,Numbers,2
3:9:9,Numbers,1
3:9:10,Numbers,2
3:9:11,Numbers,2
3:9:12,Numbers,2
3:9:13,Numbers,3
3:9:14,Numbers,3
3:9:15,Numbers,3
3:9:16,Numbers,2
3:9:17,Numbers,2
3:9:18,Numbers,2
3:9:19,Numbers,2
3:9:20,Numbers,2
3:9:21,Numbers,3
3:9:22,Numbers,2
3:9:23,Numbers,2
3:10:1,Numbers,1
3:10:2,Numbers,2
3:10:3,Numbers,2
