Word,Frequency
אֲבִ֕י,2
יֹשֵׁ֥ב,5
אֹ֖הֶל,2
וּמִקְנֶֽה,1
יוּבָ֑ל,1
תֹּפֵ֥שׂ,1
כִּנּ֖וֹר,1
וְעוּגָֽב,1
וְצִלָּ֣ה,1
הִ֗וא,2
יָֽלְדָה֙,2
תּ֣וּבַל קַ֔יִן,1
לֹטֵ֕שׁ,1
חֹרֵ֥שׁ,1
נְחֹ֖שֶׁת,4
וּבַרְזֶ֑ל,1
וַֽאֲח֥וֹת,1
תּֽוּבַל־קַ֖יִן,1
נַֽעֲמָֽה,1
לֶ֜מֶךְ,1
לְנָשָׁ֗יו,1
עָדָ֤ה,1
וְצִלָּה֙,1
שְׁמַ֣עַן,1
קוֹלִ֔י,1
נְשֵׁ֣י,3
לֶ֔מֶךְ,3
הַאְזֵ֖נָּה,1
אִמְרָתִ֑י,2
אִ֤ישׁ,6
הָרַ֨גְתִּי֙,1
לְפִצְעִ֔י,1
וְיֶ֖לֶד,1
לְחַבֻּרָתִֽי,1
יֻקַּם,1
וְלֶ֖מֶךְ,1
שִׁבְעִ֥ים,16
וְשִׁבְעָֽה,1
וַיֵּ֨דַע,1
אָדָ֥ם,1
עוֹד֙,9
בֵּ֔ן,8
וַתִּקְרָ֥א,14
שְׁמ֖וֹ,40
שֵׁ֑ת,1
שָֽׁת,1
לִ֤י,7
זֶ֣רַע,1
אַחֵ֔ר,2
תַּ֣חַת,29
הֶ֔בֶל,1
הֲרָג֖וֹ,1
קָֽיִן,1
וּלְשֵׁ֤ת,1
הוּא֙,25
יֻלַּד,3
וַיִּקְרָ֥א,23
אֱנ֑וֹשׁ,1
אָ֣ז,4
הוּחַ֔ל,1
לִקְרֹ֖א,2
בְּשֵׁ֥ם,4
זֶ֣ה,14
סֵ֔פֶר,2
תּוֹלְדֹ֖ת,1
אָדָ֑ם,6
בְּרֹ֤א,1
אָדָ֔ם,8
בִּדְמ֥וּת,1
עָשָׂ֥ה,16
אֹתֽוֹ,29
בְּרָאָ֑ם,1
אֹתָ֗ם,5
וַיִּקְרָ֤א,8
שְׁמָם֙,1
בְּי֖וֹם,5
הִבָּֽרְאָֽם,1
וַֽיְחִ֣י,7
אָדָ֗ם,4
שְׁלֹשִׁ֤ים,6
וּמְאַת֙,1
שָׁנָ֔ה,34
וַיּ֥וֹלֶד,19
בִּדְמוּת֖וֹ,1
כְּצַלְמ֑וֹ,1
שֵֽׁת,2
וַיִּֽהְי֣וּ,2
יְמֵי,6
אַֽחֲרֵי֙,11
הוֹלִיד֣וֹ,16
שֵׁ֔ת,2
שְׁמֹנֶ֥ה,2
מֵאֹ֖ת,2
שָׁנָ֑ה,62
בָּנִ֖ים,21
וּבָנֽוֹת,17
וַיִּֽהְי֞וּ,1
יְמֵ֤י,1
אָדָם֙,4
חַ֔י,5
תְּשַׁ֤ע,2
מֵאוֹת֙,4
וּשְׁלֹשִׁ֖ים,8
וַיָּמֹֽת,10
וַֽיְחִי,14
שֵׁ֕ת,1
חָמֵ֥שׁ,8
שָׁנִ֖ים,14
וּמְאַ֣ת,5
וַיּ֖וֹלֶד,16
אֱנֽוֹשׁ,1
שֵׁ֗ת,1
אֱנ֔וֹשׁ,2
שֶׁ֣בַע,22
שָׁנִ֔ים,12
וּשְׁמֹנֶ֥ה,5
מֵא֖וֹת,40
וַיִּֽהְיוּ֙,7
שְׁתֵּ֤ים,2
עֶשְׂרֵה֙,5
וּתְשַׁ֥ע,5
וַֽיְחִ֥י,2
אֱנ֖וֹשׁ,1
תִּשְׁעִ֣ים,1
קֵינָֽן,1
אֱנ֗וֹשׁ,1
קֵינָ֔ן,2
חֲמֵ֤שׁ,2
יְמֵ֣י,19
חָמֵ֣שׁ,5
קֵינָ֖ן,1
שִׁבְעִ֣ים,5
מַֽהֲלַלְאֵֽל,1
וַיְחִ֣י,8
קֵינָ֗ן,1
אַחֲרֵי֙,14
מַֽהֲלַלְאֵ֔ל,2
אַרְבָּעִ֣ים,14
עֶ֣שֶׂר,6
וְשִׁשִּׁ֣ים,1
יָֽרֶד,1
מַֽהֲלַלְאֵ֗ל,1
יֶ֔רֶד,2
שְׁלֹשִׁ֣ים,24
וַיִּהְיוּ֙,3
מַהֲלַלְאֵ֔ל,1
חָמֵ֤שׁ,4
וְתִשְׁעִים֙,2
יֶ֕רֶד,1
שְׁתַּ֧יִם,2
וְשִׁשִּׁ֛ים,5
שָׁנָ֖ה,38
יֶ֗רֶד,1
חֲנ֔וֹךְ,2
שְׁתַּ֤יִם,2
וְשִׁשִּׁים֙,3
וְשִׁשִּׁ֖ים,2
מְתוּשָֽׁלַח,1
וַיִּתְהַלֵּ֨ךְ,1
חֲנ֜וֹךְ,1
הָֽאֱלֹהִ֗ים,2
מְתוּשֶׁ֔לַח,3
שְׁלֹ֥שׁ,2
וַיְהִ֖י,6
וּשְׁלֹ֥שׁ,5
שָׁנָֽה,15
וַיִּתְהַלֵּ֥ךְ,1
חֲנ֖וֹךְ,1
הָֽאֱלֹהִ֑ים,5
וְאֵינֶ֕נּוּ,1
אֱלֹהִֽים,11
שֶׁ֧בַע,6
וּשְׁמֹנִ֛ים,2
מְתוּשֶׁ֗לַח,1
וּשְׁמוֹנִים֙,1
וּשְׁבַ֥ע,6
תֵּ֤שַׁע,2
לֶ֕מֶךְ,1
בֵּֽן,4
שְׁמ֛וֹ,2
נֹ֖חַ,7
זֶ֞֠ה,1
יְנַחֲמֵ֤נוּ,1
מִֽמַּעֲשֵׂ֨נוּ֙,1
וּמֵעִצְּב֣וֹן,1
יָדֵ֔ינוּ,1
אֵֽרְרָ֖הּ,1
לֶ֗מֶךְ,1
נֹ֔חַ,11
וַחֲמֵ֥שׁ,18
שֶׁ֤בַע,7
וְשִׁבְעִים֙,1
נֹ֕חַ,1
בֶּן,244
חֲמֵ֥שׁ,6
וַיּ֣וֹלֶד,1
שֵׁ֖ם,8
חָ֥ם,2
יָֽפֶת,2
הֵחֵ֣ל,1
הָֽאָדָ֔ם,9
לָרֹ֖ב,2
הָֽאֲדָמָ֑ה,3
וּבָנ֖וֹת,2
יֻלְּד֥וּ,1
לָהֶֽם,19
וַיִּרְא֤וּ,4
בְנֵי,41
הָֽאֱלֹהִים֙,3
בְּנ֣וֹת,8
טֹבֹ֖ת,1
הֵ֑נָּה,4
וַיִּקְח֤וּ,3
לָהֶם֙,21
נָשִׁ֔ים,2
בָּחָֽרוּ,1
יָד֨וֹן,1
רוּחִ֤י,1
בָֽאָדָם֙,1
לְעֹלָ֔ם,2
בְּשַׁגַּ֖ם,1
בָשָׂ֑ר,1
וְהָי֣וּ,7
יָמָ֔יו,1
מֵאָ֥ה,4
וְעֶשְׂרִ֖ים,4
הַנְּפִלִ֞ים,1
הָי֣וּ,6
בָאָרֶץ֮,1
בַּיָּמִ֣ים,4
הָהֵם֒,1
וְגַ֣ם,3
אַֽחֲרֵי,2
כֵ֗ן,4
יָבֹ֜אוּ,1
בְּנֵ֤י,23
וְיָלְד֖וּ,1
לָהֶ֑ם,19
הֵ֧מָּה,2
הַגִּבֹּרִ֛ים,1
מֵעוֹלָ֖ם,1
אַנְשֵׁ֥י,7
הַשֵּֽׁם,1
וַיַּ֣רְא,12
רַבָּ֛ה,1
רָעַ֥ת,1
בָּאָ֑רֶץ,8
יֵ֨צֶר֙,1
מַחְשְׁבֹ֣ת,1
לִבּ֔וֹ,8
רַ֥ק,9
רַ֖ע,4
הַיּֽוֹם,22
וַיִּנָּ֣חֶם,2
וַיִּתְעַצֵּ֖ב,1
לִבּֽוֹ,1
אֶמְחֶ֨ה,1
הָאָדָ֤ם,1
בָּרָ֨אתִי֙,1
מֵֽאָדָם֙,1
עַד,184
בְּהֵמָ֔ה,2
רֶ֖מֶשׂ,1
וְעַד,25
נִחַ֖מְתִּי,1
עֲשִׂיתִֽם,1
וְנֹ֕חַ,2
מָ֥צָא,1
חֵ֖ן,10
בְּעֵינֵ֥י,14
אֵ֚לֶּה,17
תּוֹלְדֹ֣ת,4
נֹ֗חַ,4
אִ֥ישׁ,47
צַדִּ֛יק,1
תָּמִ֥ים,2
בְּדֹֽרֹתָ֑יו,1
הָֽאֱלֹהִ֖ים,2
הִֽתְהַלֶּךְ,1
נֹֽחַ,2
שְׁלֹשָׁ֣ה,9
וַתִּשָּׁחֵ֥ת,1
לִפְנֵ֣י,86
וַתִּמָּלֵ֥א,2
חָמָֽס,2
וְהִנֵּ֣ה,9
נִשְׁחָ֑תָה,1
הִשְׁחִ֧ית,1
בָּשָׂ֛ר,2
דַּרְכּ֖וֹ,2
לְנֹ֗חַ,1
קֵ֤ץ,1
בָּשָׂר֙,4
בָּ֣א,14
לְפָנַ֔י,3
מָלְאָ֥ה,1
הָאָ֛רֶץ,9
חָמָ֖ס,3
מִפְּנֵיהֶ֑ם,4
וְהִנְנִ֥י,1
מַשְׁחִיתָ֖ם,1
עֲשֵׂ֤ה,2
לְךָ֙,21
תֵּבַ֣ת,1
עֲצֵי,1
גֹ֔פֶר,1
קִנִּ֖ים,1
תַּֽעֲשֶׂ֣ה,2
הַתֵּבָ֑ה,5
וְכָֽפַרְתָּ֥,1
אֹתָ֛הּ,10
מִבַּ֥יִת,2
וּמִח֖וּץ,2
בַּכֹּֽפֶר,1
וְזֶ֕ה,3
תַּֽעֲשֶׂ֖ה,1
אֹתָ֑הּ,12
שְׁלֹ֧שׁ,1
מֵא֣וֹת,2
אַמָּ֗ה,2
אֹ֚רֶךְ,1
הַתֵּבָ֔ה,7
חֲמִשִּׁ֤ים,3
אַמָּה֙,4
רׇחְבָּ֔הּ,1
וּשְׁלֹשִׁ֥ים,3
אַמָּ֖ה,3
קוֹמָתָֽהּ,1
צֹ֣הַר,1
לַתֵּבָ֗ה,1
תְּכַלֶּ֣נָּה,1
מִלְמַ֔עְלָה,2
וּפֶ֥תַח,1
הַתֵּבָ֖ה,5
בְּצִדָּ֣הּ,1
תָּשִׂ֑ים,1
תַּחְתִּיִּ֛ם,1
שְׁנִיִּ֥ם,1
וּשְׁלִשִׁ֖ים,2
תַּֽעֲשֶֽׂהָ,1
וַאֲנִ֗י,4
הִנְנִי֩,2
מֵבִ֨יא,3
הַמַּבּ֥וּל,1
מַ֨יִם֙,6
לְשַׁחֵ֣ת,1
בָּשָׂ֗ר,4
ר֣וּחַ,6
חַיִּ֔ים,1
מִתַּ֖חַת,8
כֹּ֥ל,2
בָּאָ֖רֶץ,4
יִגְוָֽע,1
וַהֲקִמֹתִ֥י,1
בְּרִיתִ֖י,7
אִתָּ֑ךְ,8
וּבָאתָ֙,2
אַתָּ֕ה,5
וּבָנֶ֛יךָ,1
וְאִשְׁתְּךָ֥,1
וּנְשֵֽׁי,4
בָנֶ֖יךָ,2
אִתָּֽךְ,4
וּמִכׇּל,2
הָ֠חַי,1
מִֽכׇּל,1
בָּשָׂ֞ר,2
שְׁנַ֧יִם,9
מִכֹּ֛ל,7
תָּבִ֥יא,1
לְהַחֲיֹ֣ת,1
יִֽהְיֽוּ,1
מֵהָע֣וֹף,1
לְמִינֵ֗הוּ,1
וּמִן,29
יָבֹ֥אוּ,1
אֵלֶ֖יךָ,16
לְהַֽחֲיֽוֹת,1
וְאַתָּ֣ה,8
קַח,7
לְךָ֗,12
מַֽאֲכָל֙,1
יֵֽאָכֵ֔ל,3
וְאָסַפְתָּ֖,3
אֵלֶ֑יךָ,4
לְךָ֛,25
וְלָהֶ֖ם,1
וַיַּ֖עַשׂ,7
נֹ֑חַ,6
כְּ֠כֹל,11
צִוָּ֥ה,63
אֹת֛וֹ,20
כֵּ֥ן,28
לְנֹ֔חַ,1
בֹּֽא,1
אַתָּ֥ה,23
בֵּיתְךָ֖,1
אֹתְךָ֥,1
רָאִ֛יתִי,2
צַדִּ֥יק,2
לְפָנַ֖י,3
בַּדּ֥וֹר,1
הַזֶּֽה,44
מִכֹּ֣ל,4
הַבְּהֵמָ֣ה,2
הַטְּהוֹרָ֗ה,2
תִּֽקַּח,1
שִׁבְעָ֥ה,6
שִׁבְעָ֖ה,7
אִ֣ישׁ,68
הַבְּהֵמָ֡ה,2
אֲ֠שֶׁר,5
טְהֹרָ֥ה,1
שְׁנַ֖יִם,7
וְאִשְׁתּֽוֹ,1
גַּ֣ם,9
מֵע֧וֹף,1
זָכָ֣ר,2
וּנְקֵבָ֑ה,2
לְחַיּ֥וֹת,1
זֶ֖רַע,4
לְיָמִ֨ים,2
ע֜וֹד,5
שִׁבְעָ֗ה,1
אָֽנֹכִי֙,3
מַמְטִ֣יר,1
וְאַרְבָּעִ֖ים,6
וּמָחִ֗יתִי,1
הַיְקוּם֙,2
עָשִׂ֔יתִי,2
מֵעַ֖ל,13
כְּכֹ֥ל,5
צִוָּ֖הוּ,2
שֵׁ֥שׁ,8
וְהַמַּבּ֣וּל,1
וַיָּ֣בֹא,1
וּ֠בָנָיו,2
וְאִשְׁתּ֧וֹ,2
בָנָ֛יו,2
אִתּ֖וֹ,11
מִפְּנֵ֖י,10
מֵ֥י,6
הַמַּבּֽוּל,4
הַטְּהוֹרָ֔ה,1
הַ֨בְּהֵמָ֔ה,2
אֵינֶ֖נָּה,1
טְהֹרָ֑ה,1
וּמִ֨ן,1
הָע֔וֹף,7
וְכֹ֥ל,5
רֹמֵ֖שׂ,2
שְׁנַ֨יִם,1
שְׁנַ֜יִם,1
בָּ֧אוּ,1
נֹ֛חַ,4
כַּֽאֲשֶׁ֛ר,5
לְשִׁבְעַ֣ת,1
הַיָּמִ֑ים,4
וּמֵ֣י,1
הַמַּבּ֔וּל,1
הָי֖וּ,3
בִּשְׁנַ֨ת,1
שֵׁשׁ,11
מֵא֤וֹת,1
שָׁנָה֙,27
לְחַיֵּי,1
בַּחֹ֨דֶשׁ֙,2
הַשֵּׁנִ֔י,11
בְּשִׁבְעָֽה,1
עָשָׂ֥ר,12
י֖וֹם,8
לַחֹ֑דֶשׁ,8
הַזֶּ֗ה,10
נִבְקְעוּ֙,1
כׇּֽל,10
מַעְיְנֹת֙,1
תְּה֣וֹם,1
רַבָּ֔ה,2
וַאֲרֻבֹּ֥ת,1
נִפְתָּֽחוּ,1
הַגֶּ֖שֶׁם,2
לָֽיְלָה,6
בְּעֶ֨צֶם,1
הַיּ֤וֹם,4
הַזֶּה֙,16
וְשֵׁם,1
וְחָ֥ם,1
וָיֶ֖פֶת,1
בְּנֵי,55
וְאֵ֣שֶׁת,1
וּשְׁלֹ֧שֶׁת,1
נְשֵֽׁי,1
אִתָּ֖ם,4
הַתֵּבָֽה,4
הֵ֜מָּה,3
הָרֶ֛מֶשׂ,2
הָרֹמֵ֥שׂ,3
הָע֣וֹף,2
צִפּ֥וֹר,2
כָּנָֽף,1
וַיָּבֹ֥אוּ,6
שְׁנַ֤יִם,2
שְׁנַ֨יִם֙,2
הַבָּשָׂ֔ר,3
בּ֖וֹ,21
ר֥וּחַ,5
חַיִּֽים,6
וְהַבָּאִ֗ים,1
זָכָ֨ר,1
וּנְקֵבָ֤ה,1
בָּ֔אוּ,2
בַּֽעֲדֽוֹ,1
וַֽיְהִ֧י,1
הַמַּבּ֛וּל,1
אַרְבָּעִ֥ים,16
וַיִּרְבּ֣וּ,1
הַמַּ֗יִם,4
וַיִּשְׂאוּ֙,1
וַתָּ֖רׇם,1
מֵעַ֥ל,11
וַיִּגְבְּר֥וּ,2
הַמַּ֛יִם,3
וַיִּרְבּ֥וּ,2
מְאֹ֖ד,10
וַתֵּ֥לֶךְ,1
וְהַמַּ֗יִם,2
גָּֽבְר֛וּ,1
מְאֹ֥ד,2
וַיְכֻסּ֗וּ,1
הֶֽהָרִים֙,1
הַגְּבֹהִ֔ים,1
תַּ֖חַת,15
חֲמֵ֨שׁ,1
עֶשְׂרֵ֤ה,3
גָּבְר֖וּ,1
וַיְכֻסּ֖וּ,1
הֶהָרִֽים,1
וַיִּגְוַ֞ע,1
בָּשָׂ֣ר,2
הָרֹמֵ֣שׂ,1
בָּע֤וֹף,1
וּבַ֣חַיָּ֔ה,1
הַשֶּׁ֖רֶץ,5
הַשֹּׁרֵ֣ץ,4
וְכֹ֖ל,11
הָאָדָֽם,4
כֹּ֡ל,1
נִשְׁמַת,1
ר֨וּחַ,1
חַיִּ֜ים,2
בְּאַפָּ֗יו,1
בֶּחָֽרָבָ֖ה,1
מֵֽתוּ,2
וַיִּ֜מַח,1
הַיְק֣וּם,1
מֵאָדָ֤ם,2
בְּהֵמָה֙,3
רֶ֨מֶשׂ֙,2
וַיִּמָּח֖וּ,1
וַיִּשָּׁ֧אֶר,1
אַךְ,9
וַֽאֲשֶׁ֥ר,1
בַּתֵּבָֽה,1
חֲמִשִּׁ֥ים,11
וּמְאַ֖ת,8
יֽוֹם,6
וַיִּזְכֹּ֤ר,2
וְאֵ֤ת,7
הַֽחַיָּה֙,6
בַּתֵּבָ֑ה,1
וַיַּעֲבֵ֨ר,1
ר֨וּחַ֙,1
וַיָּשֹׁ֖כּוּ,1
וַיִּסָּֽכְרוּ֙,1
מַעְיְנֹ֣ת,1
תְּה֔וֹם,1
וַֽאֲרֻבֹּ֖ת,1
וַיִּכָּלֵ֥א,2
וַיָּשֻׁ֧בוּ,2
הָל֣וֹךְ,2
וָשׁ֑וֹב,1
וַיַּחְסְר֣וּ,1
מִקְצֵ֕ה,1
וַתָּ֤נַח,1
הַתֵּבָה֙,2
בַּחֹ֣דֶשׁ,6
בְּשִׁבְעָה,1
עַ֖ל,46
הָרֵ֥י,1
אֲרָרָֽט,1
הָיוּ֙,3
וְחָס֔וֹר,1
עַ֖ד,31
הַחֹ֣דֶשׁ,1
הָֽעֲשִׂירִ֑י,1
בָּֽעֲשִׂירִי֙,1
בְּאֶחָ֣ד,7
לַחֹ֔דֶשׁ,2
נִרְא֖וּ,1
רָאשֵׁ֥י,4
הֶֽהָרִֽים,1
וַֽיְהִ֕י,2
מִקֵּ֖ץ,3
י֑וֹם,4
וַיִּפְתַּ֣ח,1
חַלּ֥וֹן,1
וַיְשַׁלַּ֖ח,1
הָֽעֹרֵ֑ב,1
וַיֵּצֵ֤א,5
יָצוֹא֙,1
וָשׁ֔וֹב,1
יְבֹ֥שֶׁת,1
וַיְשַׁלַּ֥ח,3
הַיּוֹנָ֖ה,3
מֵאִתּ֑וֹ,2
לִרְאוֹת֙,2
הֲקַ֣לּוּ,1
וְלֹֽא,79
מָצְאָה֩,1
הַיּוֹנָ֨ה,1
מָנ֜וֹחַ,1
לְכַף,2
רַגְלָ֗הּ,1
וַתָּ֤שׇׁב,1
אֵלָיו֙,21
כָל,2
וַיִּשְׁלַ֤ח,8
יָדוֹ֙,13
וַיִּקָּחֶ֔הָ,1
וַיָּבֵ֥א,7
אֵלָ֖יו,16
וַיָּ֣חֶל,2
ע֔וֹד,7
שִׁבְעַ֥ת,29
יָמִ֖ים,19
אֲחֵרִ֑ים,6
וַיֹּ֛סֶף,1
שַׁלַּ֥ח,6
וַתָּבֹ֨א,1
אֵלָ֤יו,5
הַיּוֹנָה֙,1
לְעֵ֣ת,2
עֶ֔רֶב,4
וְהִנֵּ֥ה,24
עֲלֵה,1
זַ֖יִת,2
טָרָ֣ף,1
בְּפִ֑יהָ,1
וַיֵּ֣דַע,2
קַ֥לּוּ,1
וַיִּיָּ֣חֶל,1
וַיְשַׁלַּח֙,1
הַיּוֹנָ֔ה,1
יָסְפָ֥ה,1
שׁוּב,1
עֽוֹד,9
וַֽ֠יְהִי,1
בְּאַחַ֨ת,1
וְשֵׁשׁ,1
מֵא֜וֹת,2
שָׁנָ֗ה,2
בָּֽרִאשׁוֹן֙,1
חָֽרְב֥וּ,1
וַיָּ֤סַר,1
נֹ֨חַ֙,1
מִכְסֵ֣ה,1
וַיַּ֕רְא,1
חָֽרְב֖וּ,1
וּבַחֹ֨דֶשׁ֙,1
בְּשִׁבְעָ֧ה,1
וְעֶשְׂרִ֛ים,5
יָבְשָׁ֖ה,1
וַיְדַבֵּ֥ר,81
נֹ֥חַ,1
לֵאמֹֽר,56
צֵ֖א,1
וְאִשְׁתְּךָ֛,1
וּבָנֶ֥יךָ,2
הַחַיָּ֨ה,1
אֲשֶֽׁר,12
אִתְּךָ֜,3
בָּע֧וֹף,2
וּבַבְּהֵמָ֛ה,1
הַיְצֵ֣א,1
וְשָֽׁרְצ֣וּ,1
וּפָר֥וּ,1
וְרָב֖וּ,1
וַיֵּ֖צֵא,1
וּבָנָ֛יו,9
וְאִשְׁתּ֥וֹ,1
בָנָ֖יו,9
אִתּֽוֹ,13
הַֽחַיָּ֗ה,2
הָרֶ֨מֶשׂ֙,1
לְמִשְׁפְּחֹ֣תֵיהֶ֔ם,1
יָצְא֖וּ,2
וַיִּ֥בֶן,5
מִזְבֵּ֖חַ,5
לַֽיהוָ֑ה,11
וַיִּקַּ֞ח,11
וּמִכֹּל֙,1
הַטָּהֹ֔ר,1
וַיַּ֥עַל,9
עֹלֹ֖ת,1
בַּמִּזְבֵּֽחַ,5
וַיָּ֣רַח,1
יְהוָה֮,16
רֵ֣יחַ,6
הַנִּיחֹחַ֒,1
יְהוָ֜ה,69
לִבּ֗וֹ,1
אֹ֠סִף,1
לְקַלֵּ֨ל,1
ע֤וֹד,2
בַּעֲב֣וּר,3
כִּ֠י,12
יֵ֣צֶר,1
לֵ֧ב,1
הָאָדָ֛ם,2
מִנְּעֻרָ֑יו,1
אֹסִ֥ף,2
ע֛וֹד,10
לְהַכּ֥וֹת,2
חַ֖י,4
כַּֽאֲשֶׁ֥ר,1
עָשִֽׂיתִי,1
עֹ֖ד,1
זֶ֡רַע,1
וְ֠קָצִיר,1
וְקֹ֨ר,1
וָחֹ֜ם,1
וְקַ֧יִץ,1
וָחֹ֛רֶף,1
וְי֥וֹם,1
וָלַ֖יְלָה,1
יִשְׁבֹּֽתוּ,1
בָּנָ֑יו,4
לָהֶ֛ם,14
וּרְב֖וּ,1
וּמוֹרַאֲכֶ֤ם,1
וְחִתְּכֶם֙,1
יִֽהְיֶ֔ה,1
עַ֚ל,34
וְעַ֖ל,11
בְּכֹל֩,2
תִּרְמֹ֧שׂ,1
וּֽבְכׇל,2
דְּגֵ֥י,2
הַיָּ֖ם,7
בְּיֶדְכֶ֥ם,1
נִתָּֽנוּ,1
הוּא,3
יִהְיֶ֖ה,16
כְּיֶ֣רֶק,1
עֵ֔שֶׂב,1
נָתַ֥תִּי,10
לָכֶ֖ם,47
כֹּֽל,2
בָּשָׂ֕ר,1
בְּנַפְשׁ֥וֹ,1
דָמ֖וֹ,1
תֹאכֵֽלוּ,3
וְאַ֨ךְ,1
דִּמְכֶ֤ם,1
לְנַפְשֹֽׁתֵיכֶם֙,1
אֶדְרֹ֔שׁ,1
מִיַּ֥ד,5
אֶדְרְשֶׁ֑נּוּ,1
וּמִיַּ֣ד,3
מִיַּד֙,2
אָחִ֔יו,6
אֶדְרֹ֖שׁ,1
שֹׁפֵךְ֙,1
דַּ֣ם,3
בָּֽאָדָ֖ם,1
דָּמ֣וֹ,4
יִשָּׁפֵ֑ךְ,1
בְּצֶ֣לֶם,1
וְאַתֶּ֖ם,7
וּרְב֑וּ,1
שִׁרְצ֥וּ,1
בָאָ֖רֶץ,1
וּרְבוּ,1
בָֽהּ,7
בָּנָ֥יו,2
וַאֲנִ֕י,2
הִנְנִ֥י,3
מֵקִ֛ים,1
אִתְּכֶ֑ם,7
וְאֶֽת,18
זַרְעֲכֶ֖ם,1
אַֽחֲרֵיכֶֽם,1
אִתְּכֶ֔ם,3
בַּבְּהֵמָ֛ה,1
חַיַּ֥ת,4
יֹצְאֵ֣י,2
לְכֹ֖ל,8
וַהֲקִמֹתִ֤י,1
בְּרִיתִי֙,2
יִכָּרֵ֧ת,1
ע֖וֹד,16
מִמֵּ֣י,1
הַמַּבּ֑וּל,2
יִהְיֶ֥ה,46
מַבּ֖וּל,1
לְשַׁחֵ֥ת,1
זֹ֤את,7
אֽוֹת,2
הַבְּרִית֙,4
אֲנִ֣י,23
נֹתֵ֗ן,1
בֵּינִי֙,3
וּבֵ֣ינֵיכֶ֔ם,3
וּבֵ֛ין,2
לְדֹרֹ֖ת,1
עוֹלָֽם,17
קַשְׁתִּ֕י,1
נָתַ֖תִּי,8
בֶּֽעָנָ֑ן,2
וְהָֽיְתָה֙,2
לְא֣וֹת,2
בְּרִ֔ית,3
בֵּינִ֖י,2
וְהָיָ֕ה,6
בְּעַֽנְנִ֥י,1
עָנָ֖ן,1
וְנִרְאֲתָ֥ה,1
הַקֶּ֖שֶׁת,2
בֶּעָנָֽן,2
וְזָכַרְתִּ֣י,1
בְּרִיתִ֗י,1
בְּכׇל,95
בָּשָׂ֑ר,8
יִֽהְיֶ֨ה,2
לְמַבּ֔וּל,1
לְשַׁחֵ֖ת,1
בָּשָֽׂר,5
וְהָיְתָ֥ה,7
וּרְאִיתִ֗יהָ,1
לִזְכֹּר֙,1
בְּרִ֣ית,6
עוֹלָ֔ם,7
בֵּ֣ין,11
וּבֵין֙,4
הֲקִמֹ֔תִי,1
בֵּינִ֕י,1
הַיֹּֽצְאִים֙,1
וְחָ֣ם,1
וָיָ֑פֶת,2
וְחָ֕ם,1
ה֖וּא,60
אֲבִ֥י,6
כְנָֽעַן,2
שְׁלֹשָׁ֥ה,5
אֵ֖לֶּה,18
וּמֵאֵ֖לֶּה,1
נָֽפְצָ֥ה,1
וַיָּ֥חֶל,1
וַיִּטַּ֖ע,1
כָּֽרֶם,1
וַיֵּ֥שְׁתְּ,1
הַיַּ֖יִן,1
וַיִּשְׁכָּ֑ר,1
וַיִּתְגַּ֖ל,1
בְּת֥וֹךְ,9
אׇהֳלֹֽה,1
וַיַּ֗רְא,7
חָ֚ם,1
אֲבִ֣י,4
כְנַ֔עַן,1
עֶרְוַ֣ת,4
אָבִ֑יו,19
וַיַּגֵּ֥ד,3
לִשְׁנֵֽי,1
אֶחָ֖יו,11
בַּחֽוּץ,1
וַיִּקַּח֩,2
שֵׁ֨ם,1
וָיֶ֜פֶת,1
הַשִּׂמְלָ֗ה,1
וַיָּשִׂ֨ימוּ֙,1
שְׁכֶ֣ם,4
וַיֵּֽלְכוּ֙,1
אֲחֹ֣רַנִּ֔ית,2
וַיְכַסּ֕וּ,1
אֲבִיהֶ֑ם,3
וּפְנֵיהֶם֙,1
וְעֶרְוַ֥ת,2
אֲבִיהֶ֖ם,4
רָאֽוּ,2
וַיִּ֥יקֶץ,1
מִיֵּינ֑וֹ,1
וַיֵּ֕דַע,1
אֵ֛ת,22
עָ֥שָׂה,5
הַקָּטָֽן,2
כְּנָ֑עַן,20
עֶ֥בֶד,10
עֲבָדִ֖ים,2
יִֽהְיֶ֥ה,1
לְאֶחָֽיו,1
בָּר֥וּךְ,6
יְהֹוָ֖ה,6
אֱלֹ֣הֵי,2
שֵׁ֑ם,3
וִיהִ֥י,5
כְנַ֖עַן,2
לָֽמוֹ,5
יַ֤פְתְּ,1
לְיֶ֔פֶת,1
וְיִשְׁכֹּ֖ן,1
בְּאׇֽהֳלֵי,1
אַחַ֣ר,8
שְׁלֹ֤שׁ,2
וַֽחֲמִשִּׁ֖ים,1
וַחֲמִשִּׁ֖ים,3
וְאֵ֨לֶּה֙,8
חָ֣ם,1
וַיִּוָּלְד֥וּ,1
אַחַ֥ר,3
בְּנֵ֣י,208
יֶ֔פֶת,1
גֹּ֣מֶר,1
וּמָג֔וֹג,1
וּמָדַ֖י,1
וְיָוָ֣ן,1
וְתֻבָ֑ל,1
וּמֶ֖שֶׁךְ,1
וְתִירָֽס,1
וּבְנֵ֖י,10
גֹּ֑מֶר,1
אַשְׁכֲּנַ֥ז,1
וְרִיפַ֖ת,1
וְתֹגַרְמָֽה,1
וּבְנֵ֥י,8
יָוָ֖ן,1
אֱלִישָׁ֣ה,1
וְתַרְשִׁ֑ישׁ,1
כִּתִּ֖ים,1
