Book,Chapter,Verse,Depth
Exodus,35,5,5
Exodus,35,6,2
Exodus,35,7,5
Exodus,35,8,5
Exodus,35,9,3
Exodus,35,10,5
Exodus,35,11,10
Exodus,35,12,4
Exodus,35,13,6
Exodus,35,14,7
Exodus,35,15,8
Exodus,35,16,6
Exodus,35,17,6
Exodus,35,18,4
Exodus,35,19,7
Exodus,35,20,5
Exodus,35,21,7
Exodus,35,22,7
Exodus,35,23,6
Exodus,35,24,5
Exodus,35,25,10
Exodus,35,26,4
Exodus,35,27,6
Exodus,35,28,5
Exodus,35,29,10
Exodus,35,30,9
Exodus,35,31,5
Exodus,35,32,5
Exodus,35,33,8
Exodus,35,34,7
Exodus,35,35,10
Exodus,36,1,11
Exodus,36,2,9
Exodus,36,3,7
Exodus,36,4,7
Exodus,36,5,8
Exodus,36,6,7
Exodus,36,7,5
Exodus,36,8,5
Exodus,36,9,8
Exodus,36,10,6
Exodus,36,11,5
Exodus,36,12,7
Exodus,36,13,7
Exodus,36,14,7
Exodus,36,15,6
Exodus,36,16,6
Exodus,36,17,7
Exodus,36,18,5
Exodus,36,19,9
Exodus,36,20,5
Exodus,36,21,5
Exodus,36,22,6
Exodus,36,23,4
Exodus,36,24,9
Exodus,36,25,6
Exodus,36,26,5
Exodus,36,27,5
Exodus,36,28,4
Exodus,36,29,7
Exodus,36,30,6
Exodus,36,31,5
Exodus,36,32,6
Exodus,36,33,5
Exodus,36,34,6
Exodus,36,35,5
Exodus,36,36,10
Exodus,36,37,7
Exodus,36,38,5
Exodus,37,1,6
Exodus,37,2,5
Exodus,37,3,7
Exodus,37,4,4
Exodus,37,5,6
Exodus,37,6,5
Exodus,37,7,5
Exodus,37,8,8
Exodus,37,9,9
Exodus,37,10,5
Exodus,37,11,5
Exodus,37,12,6
Exodus,37,13,5
Exodus,37,14,6
Exodus,37,15,8
Exodus,37,16,5
Exodus,37,17,6
Exodus,37,18,6
Exodus,37,19,7
Exodus,37,20,4
Exodus,37,21,9
Exodus,37,22,5
Exodus,37,23,4
Exodus,37,24,5
Exodus,37,25,7
Exodus,37,26,6
Exodus,37,27,8
Exodus,37,28,4
Exodus,37,29,5
Exodus,38,1,7
Exodus,38,2,5
Exodus,38,3,6
Exodus,38,4,7
Exodus,38,5,7
Exodus,38,6,4
Exodus,38,7,4
Exodus,38,8,8
Exodus,38,9,5
Exodus,38,10,4
Exodus,38,11,4
Exodus,38,12,7
Exodus,38,13,4
Exodus,38,14,5
Exodus,38,15,10
Exodus,38,16,4
Exodus,38,17,7
Exodus,38,18,7
Exodus,38,19,4
Exodus,38,20,6
Exodus,38,21,9
Exodus,38,22,6
Exodus,38,23,7
Exodus,38,24,9
Exodus,38,25,6
Exodus,38,26,8
Exodus,38,27,7
Exodus,38,28,5
Exodus,38,29,7
Exodus,38,30,7
Exodus,38,31,8
Exodus,39,1,5
Exodus,39,2,5
Exodus,39,3,12
Exodus,39,4,5
Exodus,39,5,9
Exodus,39,6,11
Exodus,39,7,5
Exodus,39,8,5
Exodus,39,9,6
Exodus,39,10,6
Exodus,39,11,4
Exodus,39,12,4
Exodus,39,13,5
Exodus,39,14,3
Exodus,39,15,6
Exodus,39,16,6
Exodus,39,17,7
Exodus,39,18,5
Exodus,39,19,6
Exodus,39,20,8
Exodus,39,21,6
Exodus,39,22,5
Exodus,39,23,5
Exodus,39,24,7
Exodus,39,25,6
Exodus,39,26,6
Exodus,39,27,6
Exodus,39,28,5
Exodus,39,29,5
Exodus,39,30,6
Exodus,39,31,6
Exodus,39,32,6
Exodus,39,33,7
Exodus,39,34,8
Exodus,39,35,5
Exodus,39,36,3
Exodus,39,37,5
Exodus,39,38,5
Exodus,39,39,8
Exodus,39,40,9
Exodus,39,41,7
Exodus,39,42,6
Exodus,39,43,5
Exodus,40,1,4
Exodus,40,2,5
Exodus,40,3,7
Exodus,40,4,7
Exodus,40,5,6
Exodus,40,6,7
Exodus,40,7,6
Exodus,40,8,5
Exodus,40,9,9
Exodus,40,10,9
Exodus,40,11,5
Exodus,40,12,8
Exodus,40,13,5
Exodus,40,14,4
Exodus,40,15,5
Exodus,40,16,5
Exodus,40,17,5
Exodus,40,18,7
Exodus,40,19,6
Exodus,40,20,7
Exodus,40,21,6
Exodus,40,22,7
Exodus,40,23,5
Exodus,40,24,6
Exodus,40,25,5
Exodus,40,26,5
Exodus,40,27,4
Exodus,40,28,5
Exodus,40,29,7
Exodus,40,30,6
Exodus,40,31,5
Exodus,40,32,6
Exodus,40,33,6
Exodus,40,34,5
Exodus,40,35,6
Exodus,40,36,5
Exodus,40,37,6
Exodus,40,38,8
Leviticus,1,1,5
Leviticus,1,2,7
Leviticus,1,3,7
Leviticus,1,4,5
Leviticus,1,5,9
Leviticus,1,6,4
Leviticus,1,7,6
Leviticus,1,8,7
Leviticus,1,9,6
Leviticus,1,10,5
Leviticus,1,11,8
Leviticus,1,12,10
Leviticus,1,13,6
Leviticus,1,14,6
Leviticus,1,15,6
Leviticus,1,16,5
Leviticus,1,17,7
Leviticus,2,1,6
Leviticus,2,2,7
Leviticus,2,3,5
Leviticus,2,4,10
Leviticus,2,5,8
Leviticus,2,6,5
Leviticus,2,7,4
Leviticus,2,8,8
Leviticus,2,9,6
Leviticus,2,10,5
Leviticus,2,11,6
Leviticus,2,12,5
Leviticus,2,13,6
Leviticus,2,14,7
Leviticus,2,15,5
Leviticus,2,16,6
Leviticus,3,1,8
Leviticus,3,2,6
Leviticus,3,3,4
Leviticus,3,4,9
Leviticus,3,5,7
Leviticus,3,6,6
Leviticus,3,7,4
Leviticus,3,8,6
Leviticus,3,9,10
Leviticus,3,10,9
Leviticus,3,11,4
Leviticus,3,12,4
Leviticus,3,13,6
Leviticus,3,14,8
Leviticus,3,15,9
Leviticus,3,16,6
Leviticus,3,17,8
Leviticus,4,1,4
Leviticus,4,2,8
Leviticus,4,3,8
Leviticus,4,4,6
Leviticus,4,5,5
Leviticus,4,6,5
Leviticus,4,7,8
Leviticus,4,8,6
Leviticus,4,9,10
Leviticus,4,10,5
Leviticus,4,11,3
Leviticus,4,12,6
Leviticus,4,13,6
Leviticus,4,14,9
Leviticus,4,15,5
Leviticus,4,16,6
Leviticus,4,17,6
Leviticus,4,18,6
Leviticus,4,19,5
Leviticus,4,20,7
Leviticus,4,21,6
Leviticus,4,22,6
Leviticus,4,23,8
Leviticus,4,24,8
Leviticus,4,25,6
Leviticus,4,26,5
Leviticus,4,27,4
Leviticus,4,28,10
Leviticus,4,29,6
Leviticus,4,30,6
Leviticus,4,31,7
Leviticus,4,32,6
Leviticus,4,33,7
Leviticus,4,34,5
Leviticus,4,35,7
Leviticus,5,1,7
Leviticus,5,2,12
Leviticus,5,3,5
Leviticus,5,4,3
Leviticus,5,5,6
Leviticus,5,6,9
Leviticus,5,7,8
Leviticus,5,8,7
Leviticus,5,9,7
Leviticus,5,10,7
Leviticus,5,11,5
Leviticus,5,12,5
Leviticus,5,13,7
Leviticus,5,14,4
Leviticus,5,15,10
Leviticus,5,16,5
Leviticus,5,17,8
Leviticus,5,18,7
Leviticus,5,19,4
Leviticus,5,20,4
Leviticus,5,21,7
Leviticus,5,22,6
Leviticus,5,23,9
Leviticus,5,24,6
Leviticus,5,25,6
Leviticus,5,26,6
Leviticus,6,1,4
Leviticus,6,2,8
Leviticus,6,3,9
Leviticus,6,4,6
Leviticus,6,5,6
Leviticus,6,6,4
Leviticus,6,7,5
Leviticus,6,8,8
Leviticus,6,9,4
Leviticus,6,10,5
Leviticus,6,11,5
Leviticus,6,12,4
Leviticus,6,13,8
Leviticus,6,14,5
Leviticus,6,15,4
Leviticus,6,16,4
Leviticus,6,17,4
Leviticus,6,18,7
Leviticus,6,19,6
Leviticus,6,20,6
Leviticus,6,21,6
Leviticus,6,22,5
Leviticus,6,23,8
Leviticus,7,1,4
Leviticus,7,2,6
Leviticus,7,3,7
Leviticus,7,4,10
Leviticus,7,5,7
Leviticus,7,6,6
Leviticus,7,7,6
Leviticus,7,8,7
Leviticus,7,9,6
Leviticus,7,10,6
Leviticus,7,11,4
Leviticus,7,12,6
Leviticus,7,13,5
Leviticus,7,14,9
Leviticus,7,15,6
Leviticus,7,16,4
Leviticus,7,17,5
Leviticus,7,18,7
Leviticus,7,19,7
Leviticus,7,20,4
Leviticus,7,21,8
Leviticus,7,22,4
Leviticus,7,23,6
Leviticus,7,24,6
Leviticus,7,25,5
Leviticus,7,26,5
Leviticus,7,27,5
Leviticus,7,28,4
Leviticus,7,29,7
Leviticus,7,30,7
Leviticus,7,31,5
Leviticus,7,32,5
Leviticus,7,33,6
Leviticus,7,34,7
Leviticus,7,35,4
Leviticus,7,36,6
Leviticus,7,37,5
Leviticus,7,38,5
Leviticus,8,1,4
Leviticus,8,2,7
Leviticus,8,3,6
Leviticus,8,4,9
Leviticus,8,5,5
Leviticus,8,6,6
Leviticus,8,7,10
Leviticus,8,8,6
Leviticus,8,9,6
Leviticus,8,10,7
Leviticus,8,11,8
Leviticus,8,12,5
Leviticus,8,13,7
Leviticus,8,14,6
Leviticus,8,15,8
Leviticus,8,16,9
Leviticus,8,17,5
Leviticus,8,18,5
Leviticus,8,19,5
Leviticus,8,20,7
Leviticus,8,21,7
Leviticus,8,22,6
Leviticus,8,23,6
Leviticus,8,24,5
Leviticus,8,25,7
Leviticus,8,26,7
Leviticus,8,27,6
Leviticus,8,28,9
Leviticus,8,29,7
Leviticus,8,30,6
Leviticus,8,31,6
Leviticus,8,32,6
Leviticus,8,33,7
Leviticus,8,34,5
Leviticus,8,35,6
Leviticus,8,36,6
Leviticus,9,1,5
Leviticus,9,2,9
Leviticus,9,3,8
Leviticus,9,4,7
Leviticus,9,5,7
Leviticus,9,6,6
Leviticus,9,7,6
Leviticus,9,8,6
Leviticus,9,9,6
Leviticus,9,10,6
Leviticus,9,11,5
Leviticus,9,12,5
Leviticus,9,13,7
Leviticus,9,14,5
Leviticus,9,15,8
Leviticus,9,16,4
Leviticus,9,17,6
Leviticus,9,18,5
Leviticus,9,19,7
Leviticus,9,20,5
Leviticus,9,21,5
Leviticus,9,22,6
Leviticus,9,23,8
Leviticus,9,24,8
Leviticus,10,1,8
Leviticus,10,2,6
Leviticus,10,3,6
Leviticus,10,4,9
Leviticus,10,5,5
Leviticus,10,6,6
Leviticus,10,7,5
Leviticus,10,8,4
Leviticus,10,9,7
Leviticus,10,10,7
Leviticus,10,11,6
Leviticus,10,12,7
Leviticus,10,13,7
Leviticus,10,14,8
Leviticus,10,15,6
Leviticus,10,16,9
Leviticus,10,17,6
Leviticus,10,18,5
Leviticus,10,19,6
Leviticus,10,20,5
Leviticus,11,1,5
Leviticus,11,2,8
Leviticus,11,3,4
Leviticus,11,4,9
Leviticus,11,5,5
Leviticus,11,6,7
Leviticus,11,7,4
Leviticus,11,8,4
Leviticus,11,9,6
Leviticus,11,10,7
Leviticus,11,11,6
Leviticus,11,12,6
Leviticus,11,13,5
Leviticus,11,14,4
Leviticus,11,15,4
Leviticus,11,16,6
Leviticus,11,17,5
Leviticus,11,18,4
Leviticus,11,19,6
Leviticus,11,20,6
Leviticus,11,21,8
Leviticus,11,22,7
Leviticus,11,23,3
Leviticus,11,24,5
Leviticus,11,25,4
Leviticus,11,26,9
Leviticus,11,27,6
Leviticus,11,28,6
Leviticus,11,29,6
Leviticus,11,30,3
Leviticus,11,31,7
Leviticus,11,32,8
Leviticus,11,33,6
Leviticus,11,34,3
Leviticus,11,35,7
Leviticus,11,36,5
Leviticus,11,37,5
Leviticus,11,38,5
Leviticus,11,39,7
Leviticus,11,40,7
Leviticus,11,41,4
Leviticus,11,42,8
Leviticus,11,43,5
Leviticus,11,44,10
Leviticus,11,45,2
Leviticus,11,46,10
Leviticus,11,47,6
Leviticus,12,1,4
Leviticus,12,2,9
Leviticus,12,3,4
Leviticus,12,4,6
Leviticus,12,5,6
Leviticus,12,6,7
Leviticus,12,7,6
Leviticus,12,8,8
Leviticus,13,1,5
Leviticus,13,2,11
Leviticus,13,3,13
Leviticus,13,4,8
Leviticus,13,5,6
Leviticus,13,6,5
Leviticus,13,7,6
Leviticus,13,8,7
Leviticus,13,9,6
Leviticus,13,10,9
Leviticus,13,11,4
Leviticus,13,12,6
Leviticus,13,13,6
Leviticus,13,14,4
Leviticus,13,15,6
Leviticus,13,16,8
Leviticus,13,17,7
Leviticus,13,18,6
Leviticus,13,19,9
Leviticus,13,20,6
Leviticus,13,21,10
Leviticus,13,22,5
Leviticus,13,23,5
Leviticus,13,24,7
Leviticus,13,25,9
Leviticus,13,26,7
Leviticus,13,27,7
Leviticus,13,28,7
Leviticus,13,29,6
Leviticus,13,30,9
Leviticus,13,31,8
Leviticus,13,32,8
Leviticus,13,33,6
Leviticus,13,34,7
Leviticus,13,35,4
Leviticus,13,36,5
Leviticus,13,37,7
Leviticus,13,38,5
Leviticus,13,39,5
Leviticus,13,40,5
Leviticus,13,41,5
Leviticus,13,42,8
Leviticus,13,43,6
Leviticus,13,44,4
Leviticus,13,45,7
Leviticus,13,46,5
Leviticus,13,47,5
Leviticus,13,48,5
Leviticus,13,49,10
Leviticus,13,50,5
Leviticus,13,51,6
Leviticus,13,52,10
Leviticus,13,53,6
Leviticus,13,54,5
Leviticus,13,55,6
Leviticus,13,56,7
Leviticus,13,57,8
Leviticus,13,58,6
Leviticus,13,59,10
Leviticus,14,1,4
Leviticus,14,2,6
Leviticus,14,3,6
Leviticus,14,4,7
Leviticus,14,5,6
Leviticus,14,6,7
Leviticus,14,7,6
Leviticus,14,8,6
Leviticus,14,9,8
Leviticus,14,10,7
Leviticus,14,11,5
Leviticus,14,12,5
Leviticus,14,13,5
Leviticus,14,14,5
Leviticus,14,15,5
Leviticus,14,16,10
Leviticus,14,17,5
Leviticus,14,18,7
Leviticus,14,19,6
Leviticus,14,20,5
Leviticus,14,21,8
Leviticus,14,22,6
Leviticus,14,23,6
Leviticus,14,24,5
Leviticus,14,25,7
Leviticus,14,26,4
Leviticus,14,27,6
Leviticus,14,28,5
Leviticus,14,29,6
Leviticus,14,30,5
Leviticus,14,31,6
Leviticus,14,32,5
Leviticus,14,33,5
Leviticus,14,34,7
Leviticus,14,35,8
Leviticus,14,36,9
Leviticus,14,37,8
Leviticus,14,38,5
Leviticus,14,39,7
Leviticus,14,40,7
Leviticus,14,41,8
Leviticus,14,42,9
Leviticus,14,43,9
Leviticus,14,44,8
Leviticus,14,45,6
Leviticus,14,46,5
Leviticus,14,47,5
Leviticus,14,48,7
Leviticus,14,49,5
Leviticus,14,50,4
Leviticus,14,51,8
Leviticus,14,52,7
Leviticus,14,53,7
Leviticus,14,54,5
Leviticus,14,55,4
Leviticus,14,56,3
Leviticus,14,57,5
Leviticus,15,1,5
Leviticus,15,2,7
Leviticus,15,3,7
Leviticus,15,4,6
Leviticus,15,5,5
Leviticus,15,6,8
Leviticus,15,7,5
Leviticus,15,8,9
Leviticus,15,9,5
Leviticus,15,10,7
Leviticus,15,11,6
Leviticus,15,12,6
Leviticus,15,13,7
Leviticus,15,14,6
Leviticus,15,15,5
Leviticus,15,16,7
Leviticus,15,17,9
Leviticus,15,18,9
Leviticus,15,19,3
Leviticus,15,20,3
Leviticus,15,21,5
Leviticus,15,22,2
Leviticus,15,23,6
Leviticus,15,24,7
Leviticus,15,25,7
Leviticus,15,26,5
Leviticus,15,27,5
Leviticus,15,28,6
Leviticus,15,29,7
Leviticus,15,30,5
Leviticus,15,31,5
Leviticus,15,32,6
Leviticus,15,33,7
Leviticus,16,1,5
Leviticus,16,2,9
Leviticus,16,3,4
Leviticus,16,4,5
Leviticus,16,5,6
Leviticus,16,6,8
Leviticus,16,7,5
Leviticus,16,8,5
Leviticus,16,9,6
Leviticus,16,10,7
Leviticus,16,11,8
Leviticus,16,12,7
Leviticus,16,13,9
Leviticus,16,14,12
Leviticus,16,15,7
Leviticus,16,16,8
Leviticus,16,17,5
Leviticus,16,18,9
Leviticus,16,19,6
Leviticus,16,20,7
Leviticus,16,21,9
Leviticus,16,22,5
Leviticus,16,23,9
Leviticus,16,24,10
Leviticus,16,25,4
Leviticus,16,26,6
Leviticus,16,27,7
Leviticus,16,28,5
Leviticus,16,29,7
Leviticus,16,30,5
Leviticus,16,31,5
Leviticus,16,32,7
Leviticus,16,33,6
Leviticus,16,34,6
Leviticus,17,1,4
Leviticus,17,2,6
Leviticus,17,3,8
Leviticus,17,4,8
Leviticus,17,5,8
Leviticus,17,6,6
Leviticus,17,7,6
Leviticus,17,8,8
Leviticus,17,9,6
Leviticus,17,10,10
Leviticus,17,11,7
Leviticus,17,12,6
Leviticus,17,13,11
Leviticus,17,14,8
Leviticus,17,15,8
Leviticus,17,16,4
Leviticus,18,1,4
Leviticus,18,2,5
Leviticus,18,3,8
Leviticus,18,4,6
Leviticus,18,5,8
Leviticus,18,6,6
Leviticus,18,7,5
Leviticus,18,8,5
Leviticus,18,9,7
Leviticus,18,10,6
Leviticus,18,11,4
Leviticus,18,12,5
Leviticus,18,13,5
Leviticus,18,14,6
Leviticus,18,15,4
Leviticus,18,16,5
Leviticus,18,17,6
Leviticus,18,18,6
Leviticus,18,19,5
Leviticus,18,20,6
Leviticus,18,21,6
Leviticus,18,22,4
Leviticus,18,23,5
Leviticus,18,24,6
Leviticus,18,25,6
Leviticus,18,26,7
Leviticus,18,27,5
Leviticus,18,28,5
Leviticus,18,29,5
Leviticus,18,30,10
Leviticus,19,1,4
Leviticus,19,2,6
Leviticus,19,3,5
Leviticus,19,4,5
Leviticus,19,5,5
Leviticus,19,6,6
Leviticus,19,7,5
Leviticus,19,8,6
Leviticus,19,9,5
Leviticus,19,10,6
Leviticus,19,11,5
Leviticus,19,12,5
Leviticus,19,13,7
Leviticus,19,14,6
Leviticus,19,15,6
Leviticus,19,16,5
Leviticus,19,17,6
Leviticus,19,18,7
Leviticus,19,19,6
Leviticus,19,20,7
Leviticus,19,21,5
Leviticus,19,22,8
Leviticus,19,23,7
Leviticus,19,24,5
Leviticus,19,25,4
Leviticus,19,26,5
Leviticus,19,27,5
Leviticus,19,28,6
Leviticus,19,29,5
Leviticus,19,30,4
Leviticus,19,31,6
Leviticus,19,32,5
Leviticus,19,33,4
Leviticus,19,34,7
Leviticus,19,35,5
Leviticus,19,36,7
Leviticus,19,37,6
Leviticus,20,1,4
Leviticus,20,2,7
Leviticus,20,3,7
Leviticus,20,4,7
Leviticus,20,5,5
Leviticus,20,6,6
Leviticus,20,7,4
Leviticus,20,8,4
Leviticus,20,9,7
Leviticus,20,10,9
Leviticus,20,11,5
Leviticus,20,12,6
Leviticus,20,13,7
Leviticus,20,14,5
Leviticus,20,15,6
Leviticus,20,16,7
Leviticus,20,17,7
Leviticus,20,18,7
Leviticus,20,19,6
Leviticus,20,20,5
Leviticus,20,21,4
Leviticus,20,22,7
Leviticus,20,23,6
Leviticus,20,24,9
Leviticus,20,25,10
Leviticus,20,26,6
Leviticus,20,27,6
Leviticus,21,1,6
Leviticus,21,2,4
Leviticus,21,3,4
Leviticus,21,4,4
Leviticus,21,5,6
Leviticus,21,6,5
Leviticus,21,7,6
Leviticus,21,8,5
Leviticus,21,9,5
Leviticus,21,10,2
Leviticus,21,11,5
Leviticus,21,12,5
Leviticus,21,13,3
Leviticus,21,14,8
Leviticus,21,15,4
Leviticus,21,16,4
Leviticus,21,17,6
Leviticus,21,18,5
Leviticus,21,19,6
Leviticus,21,20,8
Leviticus,21,21,8
Leviticus,21,22,5
Leviticus,21,23,6
Leviticus,21,24,6
Leviticus,22,1,4
Leviticus,22,2,6
Leviticus,22,3,6
Leviticus,22,4,7
Leviticus,22,5,8
Leviticus,22,6,7
Leviticus,22,7,5
Leviticus,22,8,5
Leviticus,22,9,7
Leviticus,22,10,5
Leviticus,22,11,6
Leviticus,22,12,5
Leviticus,22,13,6
Leviticus,22,14,5
Leviticus,22,15,5
Leviticus,22,16,6
Leviticus,22,17,4
Leviticus,22,18,7
Leviticus,22,19,5
Leviticus,22,20,5
Leviticus,22,21,7
Leviticus,22,22,6
Leviticus,22,23,6
Leviticus,22,24,4
Leviticus,22,25,6
Leviticus,22,26,4
Leviticus,22,27,6
Leviticus,22,28,5
Leviticus,22,29,5
Leviticus,22,30,6
Leviticus,22,31,4
Leviticus,22,32,6
Leviticus,22,33,4
Leviticus,23,1,4
Leviticus,23,2,6
Leviticus,23,3,7
Leviticus,23,4,4
Leviticus,23,5,6
Leviticus,23,6,5
Leviticus,23,7,5
Leviticus,23,8,8
Leviticus,23,9,4
Leviticus,23,10,11
Leviticus,23,11,4
Leviticus,23,12,6
Leviticus,23,13,6
Leviticus,23,14,5
Leviticus,23,15,7
Leviticus,23,16,6
Leviticus,23,17,3
Leviticus,23,18,8
Leviticus,23,19,6
Leviticus,23,20,6
Leviticus,23,21,7
Leviticus,23,22,5
Leviticus,23,23,4
Leviticus,23,24,9
Leviticus,23,25,4
Leviticus,23,26,4
Leviticus,23,27,5
Leviticus,23,28,6
Leviticus,23,29,5
Leviticus,23,30,10
Leviticus,23,31,5
Leviticus,23,32,6
Leviticus,23,33,4
Leviticus,23,34,7
Leviticus,23,35,4
Leviticus,23,36,6
Leviticus,23,37,10
Leviticus,23,38,7
Leviticus,23,39,8
Leviticus,23,40,8
Leviticus,23,41,6
Leviticus,23,42,5
Leviticus,23,43,5
Leviticus,23,44,4
Leviticus,24,1,4
Leviticus,24,2,7
Leviticus,24,3,5
Leviticus,24,4,4
Leviticus,24,5,5
Leviticus,24,6,6
Leviticus,24,7,5
Leviticus,24,8,6
Leviticus,24,9,7
Leviticus,24,10,7
Leviticus,24,11,7
Leviticus,24,12,7
Leviticus,24,13,4
Leviticus,24,14,6
Leviticus,24,15,6
Leviticus,24,16,8
Leviticus,24,17,6
Leviticus,24,18,5
Leviticus,24,19,6
Leviticus,24,20,7
Leviticus,24,21,4
Leviticus,24,22,4
Leviticus,24,23,7
Leviticus,25,1,4
Leviticus,25,2,8
Leviticus,25,3,6
Leviticus,25,4,6
Leviticus,25,5,5
Leviticus,25,6,7
Leviticus,25,7,4
Leviticus,25,8,7
Leviticus,25,9,4
Leviticus,25,10,9
Leviticus,25,11,4
Leviticus,25,12,5
Leviticus,25,13,5
Leviticus,25,14,6
Leviticus,25,15,4
Leviticus,25,16,5
Leviticus,25,17,5
Leviticus,25,18,7
Leviticus,25,19,4
Leviticus,25,20,6
Leviticus,25,21,4
Leviticus,25,22,7
Leviticus,25,23,5
Leviticus,25,24,4
Leviticus,25,25,6
Leviticus,25,26,7
Leviticus,25,27,7
Leviticus,25,28,5
Leviticus,25,29,6
Leviticus,25,30,7
Leviticus,25,31,6
Leviticus,25,32,5
Leviticus,25,33,9
Leviticus,25,34,5
Leviticus,25,35,5
Leviticus,25,36,5
Leviticus,25,37,4
Leviticus,25,38,6
Leviticus,25,39,5
Leviticus,25,40,6
Leviticus,25,41,7
Leviticus,25,42,6
Leviticus,25,43,4
Leviticus,25,44,5
Leviticus,25,45,5
Leviticus,25,46,8
Leviticus,25,47,7
Leviticus,25,48,5
Leviticus,25,49,5
Leviticus,25,50,6
Leviticus,25,51,4
Leviticus,25,52,7
Leviticus,25,53,5
Leviticus,25,54,5
Leviticus,25,55,3
Leviticus,26,1,6
Leviticus,26,2,4
Leviticus,26,3,5
Leviticus,26,4,5
Leviticus,26,5,6
Leviticus,26,6,8
Leviticus,26,7,5
Leviticus,26,8,5
Leviticus,26,9,5
Leviticus,26,10,5
Leviticus,26,11,5
Leviticus,26,12,5
Leviticus,26,13,6
Leviticus,26,14,6
Leviticus,26,15,7
Leviticus,26,16,9
Leviticus,26,17,7
Leviticus,26,18,7
Leviticus,26,19,6
Leviticus,26,20,5
Leviticus,26,21,5
Leviticus,26,22,5
Leviticus,26,23,5
Leviticus,26,24,3
Leviticus,26,25,6
Leviticus,26,26,5
Leviticus,26,27,4
Leviticus,26,28,6
Leviticus,26,29,5
Leviticus,26,30,8
Leviticus,26,31,7
Leviticus,26,32,4
Leviticus,26,33,4
Leviticus,26,34,5
Leviticus,26,35,4
Leviticus,26,36,4
Leviticus,26,37,6
Leviticus,26,38,5
Leviticus,26,39,6
Leviticus,26,40,5
Leviticus,26,41,6
Leviticus,26,42,4
Leviticus,26,43,6
Leviticus,26,44,9
Leviticus,26,45,7
Leviticus,26,46,7
Leviticus,27,1,4
Leviticus,27,2,6
Leviticus,27,3,7
Leviticus,27,4,4
Leviticus,27,5,5
Leviticus,27,6,6
Leviticus,27,7,8
Leviticus,27,8,7
Leviticus,27,9,4
Leviticus,27,10,7
Leviticus,27,11,6
Leviticus,27,12,5
Leviticus,27,13,5
Leviticus,27,14,7
Leviticus,27,15,4
Leviticus,27,16,6
Leviticus,27,17,4
Leviticus,27,18,6
Leviticus,27,19,9
Leviticus,27,20,6
Leviticus,27,21,4
Leviticus,27,22,4
Leviticus,27,23,6
Leviticus,27,24,7
Leviticus,27,25,5
Leviticus,27,26,7
Leviticus,27,27,6
Leviticus,27,28,3
Leviticus,27,29,6
Leviticus,27,30,5
Leviticus,27,31,3
Leviticus,27,32,5
Leviticus,27,33,6
Leviticus,27,34,6
Numbers,1,1,6
Numbers,1,2,7
Numbers,1,3,6
Numbers,1,4,6
Numbers,1,5,8
Numbers,1,6,5
Numbers,1,7,6
Numbers,1,8,4
Numbers,1,9,5
Numbers,1,10,6
Numbers,1,11,5
Numbers,1,12,5
Numbers,1,13,6
Numbers,1,14,5
Numbers,1,15,4
Numbers,1,16,5
Numbers,1,17,5
Numbers,1,18,6
Numbers,1,19,5
Numbers,1,20,3
Numbers,1,21,6
Numbers,1,22,7
Numbers,1,23,4
Numbers,1,24,5
Numbers,1,25,7
Numbers,1,26,6
Numbers,1,27,5
Numbers,1,28,5
Numbers,1,29,4
Numbers,1,30,5
Numbers,1,31,4
Numbers,1,32,8
Numbers,1,33,6
Numbers,1,34,6
Numbers,1,35,4
Numbers,1,36,5
Numbers,1,37,3
Numbers,1,38,6
Numbers,1,39,5
Numbers,1,40,4
Numbers,1,41,5
Numbers,1,42,5
Numbers,1,43,4
Numbers,1,44,6
Numbers,1,45,6
Numbers,1,46,6
Numbers,1,47,4
Numbers,1,48,4
Numbers,1,49,5
Numbers,1,50,8
Numbers,1,51,6
Numbers,1,52,5
Numbers,1,53,7
Numbers,1,54,5
Numbers,2,1,5
Numbers,2,2,7
Numbers,2,3,7
Numbers,2,4,2
Numbers,2,5,7
Numbers,2,6,2
Numbers,2,7,7
Numbers,2,8,6
Numbers,2,9,8
Numbers,2,10,6
Numbers,2,11,2
Numbers,2,12,10
Numbers,2,13,6
Numbers,2,14,5
Numbers,2,15,2
Numbers,2,16,6
Numbers,2,17,5
Numbers,2,18,9
Numbers,2,19,2
Numbers,2,20,6
Numbers,2,21,2
Numbers,2,22,7
Numbers,2,23,2
Numbers,2,24,5
Numbers,2,25,7
Numbers,2,26,4
Numbers,2,27,10
Numbers,2,28,2
Numbers,2,29,7
Numbers,2,30,2
Numbers,2,31,6
Numbers,2,32,7
Numbers,2,33,5
Numbers,2,34,7
Numbers,3,1,8
Numbers,3,2,5
Numbers,3,3,6
Numbers,3,4,7
Numbers,3,5,4
Numbers,3,6,5
Numbers,3,7,5
Numbers,3,8,5
Numbers,3,9,7
Numbers,3,10,6
Numbers,3,11,4
Numbers,3,12,6
Numbers,3,13,8
Numbers,3,14,4
Numbers,3,15,5
Numbers,3,16,6
Numbers,3,17,6
Numbers,3,18,5
Numbers,3,19,6
Numbers,3,20,6
Numbers,3,21,6
Numbers,3,22,8
Numbers,3,23,4
Numbers,3,24,6
Numbers,3,25,8
Numbers,3,26,8
Numbers,3,27,3
Numbers,3,28,8
Numbers,3,29,3
Numbers,3,30,6
Numbers,3,31,7
Numbers,3,32,5
Numbers,3,33,6
Numbers,3,34,6
Numbers,3,35,7
Numbers,3,36,6
