Book,Chapter,Verse,Total Words,Unique Words
Exodus,23,2,13,12
Exodus,23,3,4,4
Exodus,23,4,10,10
Exodus,23,5,13,13
Exodus,23,6,5,5
Exodus,23,7,11,11
Exodus,23,8,10,10
Exodus,23,9,13,13
Exodus,23,10,8,7
Exodus,23,11,14,14
Exodus,23,12,15,15
Exodus,23,13,14,14
Exodus,23,14,5,5
Exodus,23,15,21,21
Exodus,23,16,16,15
Exodus,23,17,10,10
Exodus,23,18,12,12
Exodus,23,19,12,12
Exodus,23,20,12,12
Exodus,23,21,14,14
Exodus,23,22,15,14
Exodus,23,23,13,13
Exodus,23,24,14,14
Exodus,23,25,12,12
Exodus,23,26,9,9
Exodus,23,27,17,14
Exodus,23,28,12,10
Exodus,23,29,13,13
Exodus,23,30,10,10
Exodus,23,31,19,19
Exodus,23,32,5,5
Exodus,23,33,15,15
Exodus,24,1,15,15
Exodus,24,2,12,12
Exodus,24,3,23,20
Exodus,24,4,19,19
Exodus,24,5,12,12
Exodus,24,6,11,10
Exodus,24,7,13,13
Exodus,24,8,19,19
Exodus,24,9,8,8
Exodus,24,10,12,12
Exodus,24,11,12,12
Exodus,24,12,19,19
Exodus,24,13,9,9
Exodus,24,14,19,19
Exodus,24,15,8,8
Exodus,24,16,17,17
Exodus,24,17,10,10
Exodus,24,18,14,14
Exodus,25,1,5,5
Exodus,25,2,16,16
Exodus,25,3,8,8
Exodus,25,4,6,6
Exodus,25,5,7,7
Exodus,25,6,7,7
Exodus,25,7,6,6
Exodus,25,8,5,5
Exodus,25,9,14,13
Exodus,25,10,13,13
Exodus,25,11,12,12
Exodus,25,12,19,18
Exodus,25,13,7,7
Exodus,25,14,11,10
Exodus,25,15,7,7
Exodus,25,16,8,8
Exodus,25,17,10,10
Exodus,25,18,10,10
Exodus,25,19,17,17
Exodus,25,20,18,16
Exodus,25,21,14,13
Exodus,25,22,22,22
Exodus,25,23,11,11
Exodus,25,24,9,9
Exodus,25,25,10,10
Exodus,25,26,14,14
Exodus,25,27,9,9
Exodus,25,28,12,11
Exodus,25,29,12,12
Exodus,25,30,7,7
Exodus,25,31,14,14
Exodus,25,32,14,13
Exodus,25,33,20,19
Exodus,25,34,6,6
Exodus,25,35,20,20
Exodus,25,36,9,9
Exodus,25,37,11,10
Exodus,25,38,4,4
Exodus,25,39,9,9
Exodus,25,40,7,7
Exodus,26,1,16,16
Exodus,26,2,15,15
Exodus,26,3,13,10
Exodus,26,4,16,16
Exodus,26,5,18,17
Exodus,26,6,14,14
Exodus,26,7,11,11
Exodus,26,8,15,15
Exodus,26,9,17,16
Exodus,26,10,16,15
Exodus,26,11,13,12
Exodus,26,12,11,11
Exodus,26,13,16,16
Exodus,26,14,10,9
Exodus,26,15,7,7
Exodus,26,16,10,10
Exodus,26,17,13,13
Exodus,26,18,9,9
Exodus,26,19,21,20
Exodus,26,20,7,7
Exodus,26,21,13,13
Exodus,26,22,6,6
Exodus,26,23,6,6
Exodus,26,24,17,17
Exodus,26,25,18,18
Exodus,26,26,9,9
Exodus,26,27,13,12
Exodus,26,28,9,9
Exodus,26,29,14,14
Exodus,26,30,7,7
Exodus,26,31,13,13
Exodus,26,32,14,13
Exodus,26,33,20,20
Exodus,26,34,8,8
Exodus,26,35,18,17
Exodus,26,36,12,12
Exodus,26,37,15,15
Exodus,27,1,17,17
Exodus,27,2,11,11
Exodus,27,3,11,11
Exodus,27,4,15,15
Exodus,27,5,11,11
Exodus,27,6,9,9
Exodus,27,7,12,12
Exodus,27,8,10,10
Exodus,27,9,16,16
Exodus,27,10,9,9
Exodus,27,11,16,16
Exodus,27,12,11,11
Exodus,27,13,7,7
Exodus,27,14,9,9
Exodus,27,15,9,9
Exodus,27,16,17,17
Exodus,27,17,10,10
Exodus,27,18,14,14
Exodus,27,19,11,10
Exodus,27,20,15,15
Exodus,27,21,22,22
Exodus,28,1,21,20
Exodus,28,2,7,7
Exodus,28,3,17,17
Exodus,28,4,19,19
Exodus,28,5,13,10
Exodus,28,6,12,12
Exodus,28,7,9,9
Exodus,28,8,14,14
Exodus,28,9,10,10
Exodus,28,10,13,13
Exodus,28,11,18,18
Exodus,28,12,21,20
Exodus,28,13,3,3
Exodus,28,14,15,15
Exodus,28,15,17,17
Exodus,28,16,7,7
Exodus,28,17,13,13
Exodus,28,18,5,5
Exodus,28,19,5,5
Exodus,28,20,9,9
Exodus,28,21,19,17
Exodus,28,22,9,9
Exodus,28,23,14,13
Exodus,28,24,11,11
Exodus,28,25,16,14
Exodus,28,26,17,16
Exodus,28,27,18,18
Exodus,28,28,18,18
Exodus,28,29,17,17
Exodus,28,30,26,24
Exodus,28,31,6,6
Exodus,28,32,16,16
Exodus,28,33,15,14
Exodus,28,34,10,10
Exodus,28,35,14,14
Exodus,28,36,10,10
Exodus,28,37,13,12
Exodus,28,38,24,23
Exodus,28,39,10,10
Exodus,28,40,12,11
Exodus,28,41,17,16
Exodus,28,42,11,11
Exodus,28,43,24,23
Exodus,29,1,17,17
Exodus,29,2,14,14
Exodus,29,3,13,13
Exodus,29,4,12,11
Exodus,29,5,19,17
Exodus,29,6,10,9
Exodus,29,7,9,9
Exodus,29,8,5,5
Exodus,29,9,18,18
Exodus,29,10,14,13
Exodus,29,11,8,8
Exodus,29,12,15,15
Exodus,29,13,20,20
Exodus,29,14,13,11
Exodus,29,15,12,12
Exodus,29,16,10,9
Exodus,29,17,12,12
Exodus,29,18,13,13
Exodus,29,19,12,12
Exodus,29,20,29,24
Exodus,29,21,26,22
Exodus,29,22,27,26
Exodus,29,23,14,14
Exodus,29,24,13,12
Exodus,29,25,14,14
Exodus,29,26,15,15
Exodus,29,27,17,17
Exodus,29,28,20,20
Exodus,29,29,13,13
Exodus,29,30,13,13
Exodus,29,31,9,9
Exodus,29,32,13,13
Exodus,29,33,16,16
Exodus,29,34,17,17
Exodus,29,35,12,12
Exodus,29,36,14,13
Exodus,29,37,15,15
Exodus,29,38,11,11
Exodus,29,39,11,11
Exodus,29,40,13,13
Exodus,29,41,15,15
Exodus,29,42,15,15
Exodus,29,43,6,6
Exodus,29,44,13,11
Exodus,29,45,7,7
Exodus,29,46,15,15
Exodus,30,1,8,8
Exodus,30,2,10,10
Exodus,30,3,16,15
Exodus,30,4,20,20
Exodus,30,5,8,8
Exodus,30,6,17,15
Exodus,30,7,11,11
Exodus,30,8,12,12
Exodus,30,9,11,11
Exodus,30,10,18,18
Exodus,30,11,5,5
Exodus,30,12,20,20
Exodus,30,13,17,16
Exodus,30,14,11,11
Exodus,30,15,15,15
Exodus,30,16,22,21
Exodus,30,17,5,5
Exodus,30,18,16,16
Exodus,30,19,8,8
Exodus,30,20,16,15
Exodus,30,21,12,12
Exodus,30,22,5,5
Exodus,30,23,18,18
Exodus,30,24,8,8
Exodus,30,25,13,12
Exodus,30,26,8,8
Exodus,30,27,12,9
Exodus,30,28,10,7
Exodus,30,29,9,9
Exodus,30,30,9,8
Exodus,30,31,12,12
Exodus,30,32,14,14
Exodus,30,33,11,11
Exodus,30,34,16,16
Exodus,30,35,9,9
Exodus,30,36,17,17
Exodus,30,37,11,11
Exodus,30,38,8,8
Exodus,31,1,5,5
Exodus,31,2,10,10
Exodus,31,3,9,9
Exodus,31,4,6,6
Exodus,31,5,8,8
Exodus,31,6,21,19
Exodus,31,7,14,13
Exodus,31,8,13,10
Exodus,31,9,10,7
Exodus,31,10,12,11
Exodus,31,11,11,11
Exodus,31,12,5,5
Exodus,31,13,21,21
Exodus,31,14,20,20
Exodus,31,15,17,17
Exodus,31,16,11,10
Exodus,31,17,20,20
Exodus,31,18,16,15
Exodus,32,1,34,33
Exodus,32,2,13,13
Exodus,32,3,11,11
Exodus,32,4,16,16
Exodus,32,5,11,11
Exodus,32,6,12,12
Exodus,32,7,13,13
Exodus,32,8,22,22
Exodus,32,9,13,13
Exodus,32,10,11,11
Exodus,32,11,20,20
Exodus,32,12,20,20
Exodus,32,13,25,25
Exodus,32,14,8,8
Exodus,32,15,17,17
Exodus,32,16,11,11
Exodus,32,17,12,11
Exodus,32,18,13,12
Exodus,32,19,20,19
Exodus,32,20,19,18
Exodus,32,21,14,14
Exodus,32,22,13,13
Exodus,32,23,21,21
Exodus,32,24,12,12
Exodus,32,25,12,12
Exodus,32,26,13,13
Exodus,32,27,27,24
Exodus,32,28,13,13
Exodus,32,29,14,14
Exodus,32,30,18,17
Exodus,32,31,15,15
Exodus,32,32,11,11
Exodus,32,33,10,10
Exodus,32,34,18,18
Exodus,32,35,12,11
Exodus,33,1,23,22
Exodus,33,2,11,11
Exodus,33,3,17,17
Exodus,33,4,12,12
Exodus,33,5,25,24
Exodus,33,6,7,7
Exodus,33,7,26,25
Exodus,33,8,18,18
Exodus,33,9,13,13
Exodus,33,10,16,15
Exodus,33,11,24,21
Exodus,33,12,27,27
Exodus,33,13,20,20
Exodus,33,14,5,5
Exodus,33,15,9,9
Exodus,33,16,21,20
Exodus,33,17,17,17
Exodus,33,18,5,5
Exodus,33,19,19,18
Exodus,33,20,11,11
Exodus,33,21,8,8
Exodus,33,22,11,11
Exodus,33,23,9,8
Exodus,34,1,22,20
Exodus,34,2,14,14
Exodus,34,3,19,18
Exodus,34,4,21,21
Exodus,34,5,9,9
Exodus,34,6,15,15
Exodus,34,7,22,20
Exodus,34,8,5,5
Exodus,34,9,20,20
Exodus,34,10,33,33
Exodus,34,11,17,17
Exodus,34,12,15,14
Exodus,34,13,10,9
Exodus,34,14,12,12
Exodus,34,15,14,14
Exodus,34,16,12,12
Exodus,34,17,5,5
Exodus,34,18,18,18
Exodus,34,19,10,10
Exodus,34,20,16,16
Exodus,34,21,9,9
Exodus,34,22,11,11
Exodus,34,23,12,12
Exodus,34,24,21,20
Exodus,34,25,12,12
Exodus,34,26,12,12
Exodus,34,27,19,18
Exodus,34,28,22,21
Exodus,34,29,22,22
Exodus,34,30,14,14
Exodus,34,31,12,12
Exodus,34,32,15,14
Exodus,34,33,8,8
Exodus,34,34,19,19
Exodus,34,35,21,19
Exodus,35,1,16,16
Exodus,35,2,17,17
Exodus,35,3,7,7
Exodus,35,4,14,14
Exodus,35,5,14,14
Exodus,35,6,6,6
Exodus,35,7,7,7
Exodus,35,8,7,7
Exodus,35,9,6,6
Exodus,35,10,11,11
Exodus,35,11,16,11
Exodus,35,12,9,8
Exodus,35,13,10,9
Exodus,35,14,10,8
Exodus,35,15,16,14
Exodus,35,16,17,14
Exodus,35,17,11,11
Exodus,35,18,8,7
Exodus,35,19,14,12
Exodus,35,20,7,7
Exodus,35,21,22,22
Exodus,35,22,22,22
Exodus,35,23,17,17
Exodus,35,24,19,19
Exodus,35,25,17,16
Exodus,35,26,10,10
Exodus,35,27,10,9
Exodus,35,28,9,8
Exodus,35,29,21,20
Exodus,35,30,16,16
Exodus,35,31,9,9
Exodus,35,32,6,6
Exodus,35,33,9,9
Exodus,35,34,9,9
Exodus,35,35,21,20
Exodus,36,1,24,24
Exodus,36,2,25,24
Exodus,36,3,22,22
Exodus,36,4,14,13
Exodus,36,5,15,15
Exodus,36,6,17,17
Exodus,36,7,8,8
Exodus,36,8,21,21
Exodus,36,9,15,14
Exodus,36,10,13,11
Exodus,36,11,16,16
Exodus,36,12,18,17
Exodus,36,13,14,14
Exodus,36,14,11,11
Exodus,36,15,15,14
Exodus,36,16,9,8
Exodus,36,17,16,14
Exodus,36,18,9,9
Exodus,36,19,10,9
Exodus,36,20,7,7
Exodus,36,21,10,10
Exodus,36,22,13,13
Exodus,36,23,9,9
Exodus,36,24,21,20
Exodus,36,25,8,8
Exodus,36,26,13,13
Exodus,36,27,6,6
Exodus,36,28,6,6
Exodus,36,29,16,15
Exodus,36,30,15,15
Exodus,36,31,9,9
Exodus,36,32,12,12
Exodus,36,33,11,11
Exodus,36,34,14,14
Exodus,36,35,14,14
Exodus,36,36,14,14
Exodus,36,37,12,12
Exodus,36,38,12,11
Exodus,37,1,15,15
Exodus,37,2,10,10
Exodus,37,3,18,17
Exodus,37,4,7,7
Exodus,37,5,10,9
Exodus,37,6,10,10
Exodus,37,7,10,10
Exodus,37,8,15,15
Exodus,37,9,18,16
Exodus,37,10,12,12
Exodus,37,11,9,9
Exodus,37,12,10,10
Exodus,37,13,14,14
Exodus,37,14,9,9
Exodus,37,15,11,10
Exodus,37,16,19,18
Exodus,37,17,16,15
Exodus,37,18,14,13
Exodus,37,19,20,19
Exodus,37,20,6,6
Exodus,37,21,19,19
Exodus,37,22,9,9
Exodus,37,23,8,8
Exodus,37,24,8,8
Exodus,37,25,16,16
Exodus,37,26,16,15
Exodus,37,27,18,18
Exodus,37,28,8,8
Exodus,37,29,11,11
Exodus,38,1,16,16
Exodus,38,2,11,11
Exodus,38,3,19,15
Exodus,38,4,11,11
Exodus,38,5,9,9
Exodus,38,6,8,8
Exodus,38,7,14,14
Exodus,38,8,14,14
Exodus,38,9,12,12
Exodus,38,10,9,9
Exodus,38,11,13,13
Exodus,38,12,13,13
Exodus,38,13,5,5
Exodus,38,14,10,10
Exodus,38,15,14,14
Exodus,38,16,6,6
Exodus,38,17,16,15
Exodus,38,18,21,21
Exodus,38,19,11,11
Exodus,38,20,6,6
Exodus,38,21,17,17
Exodus,38,22,15,15
Exodus,38,23,14,14
Exodus,38,24,19,19
Exodus,38,25,13,13
Exodus,38,26,22,22
Exodus,38,27,17,16
Exodus,38,28,13,13
Exodus,38,29,8,8
Exodus,38,30,19,19
Exodus,38,31,17,14
Exodus,39,1,21,20
Exodus,39,2,10,10
Exodus,39,3,18,17
Exodus,39,4,8,8
Exodus,39,5,19,19
Exodus,39,6,14,14
Exodus,39,7,14,14
Exodus,39,8,14,14
Exodus,39,9,11,11
Exodus,39,10,11,11
Exodus,39,11,5,5
Exodus,39,12,5,5
Exodus,39,13,9,9
Exodus,39,14,18,16
Exodus,39,15,9,9
Exodus,39,16,15,14
Exodus,39,17,10,9
Exodus,39,18,16,14
Exodus,39,19,16,15
Exodus,39,20,17,17
Exodus,39,21,23,22
Exodus,39,22,8,8
Exodus,39,23,10,10
Exodus,39,24,10,10
Exodus,39,25,15,15
Exodus,39,26,14,14
Exodus,39,27,8,8
Exodus,39,28,12,11
Exodus,39,29,15,15
Exodus,39,30,14,14
Exodus,39,31,13,13
Exodus,39,32,17,17
Exodus,39,33,15,14
Exodus,39,34,12,11
Exodus,39,35,7,7
Exodus,39,36,8,7
Exodus,39,37,13,12
Exodus,39,38,13,12
Exodus,39,39,17,14
Exodus,39,40,21,19
Exodus,39,41,14,12
Exodus,39,42,13,13
Exodus,39,43,16,16
Exodus,40,1,5,5
Exodus,40,2,10,10
Exodus,40,3,10,10
Exodus,40,4,12,8
Exodus,40,5,13,12
Exodus,40,6,9,9
Exodus,40,7,11,11
Exodus,40,8,9,8
Exodus,40,9,18,15
Exodus,40,10,14,13
Exodus,40,11,7,7
Exodus,40,12,12,12
Exodus,40,13,12,12
Exodus,40,14,6,6
Exodus,40,15,15,15
Exodus,40,16,9,9
Exodus,40,17,9,9
Exodus,40,18,16,12
Exodus,40,19,16,14
Exodus,40,20,17,14
Exodus,40,21,18,17
Exodus,40,22,11,11
Exodus,40,23,11,11
Exodus,40,24,11,11
Exodus,40,25,9,9
Exodus,40,26,8,8
Exodus,40,27,9,9
Exodus,40,28,5,5
Exodus,40,29,19,18
Exodus,40,30,12,12
Exodus,40,31,9,9
Exodus,40,32,13,12
Exodus,40,33,15,13
Exodus,40,34,10,9
Exodus,40,35,16,16
Exodus,40,36,9,9
Exodus,40,37,9,9
Exodus,40,38,16,16
Leviticus,1,1,9,9
Leviticus,1,2,21,20
Leviticus,1,3,17,17
Leviticus,1,4,9,9
Leviticus,1,5,22,20
Leviticus,1,6,6,6
Leviticus,1,7,11,10
Leviticus,1,8,18,16
Leviticus,1,9,14,14
Leviticus,1,10,13,11
Leviticus,1,11,17,17
Leviticus,1,12,18,15
Leviticus,1,13,16,16
Leviticus,1,14,15,13
Leviticus,1,15,14,14
Leviticus,1,16,12,12
Leviticus,1,17,20,19
Leviticus,2,1,15,15
Leviticus,2,2,23,23
Leviticus,2,3,9,9
Leviticus,2,4,15,15
Leviticus,2,5,10,10
Leviticus,2,6,8,8
Leviticus,2,7,7,7
Leviticus,2,8,13,12
Leviticus,2,9,12,12
Leviticus,2,10,9,9
Leviticus,2,11,18,18
Leviticus,2,12,11,11
Leviticus,2,13,17,17
Leviticus,2,14,14,13
Leviticus,2,15,8,8
Leviticus,2,16,11,11
Leviticus,3,1,17,16
Leviticus,3,2,18,17
Leviticus,3,3,16,15
Leviticus,3,4,17,14
Leviticus,3,5,17,15
Leviticus,3,6,12,12
Leviticus,3,7,10,10
Leviticus,3,8,19,17
Leviticus,3,9,22,22
Leviticus,3,10,17,14
Leviticus,3,11,6,6
Leviticus,3,12,6,6
Leviticus,3,13,18,16
Leviticus,3,14,16,15
Leviticus,3,15,17,14
Leviticus,3,16,10,10
Leviticus,3,17,11,11
Leviticus,4,1,5,5
Leviticus,4,2,18,18
Leviticus,4,3,17,17
Leviticus,4,4,20,18
Leviticus,4,5,10,10
Leviticus,4,6,16,15
Leviticus,4,7,27,27
Leviticus,4,8,18,16
Leviticus,4,9,17,14
Leviticus,4,10,10,10
Leviticus,4,11,12,11
Leviticus,4,12,22,19
Leviticus,4,13,18,18
Leviticus,4,14,16,16
Leviticus,4,15,15,13
Leviticus,4,16,8,8
Leviticus,4,17,13,13
Leviticus,4,18,24,24
Leviticus,4,19,7,7
Leviticus,4,20,14,14
Leviticus,4,21,16,16
Leviticus,4,22,14,14
Leviticus,4,23,14,14
Leviticus,4,24,16,16
Leviticus,4,25,17,17
Leviticus,4,26,14,14
Leviticus,4,27,15,15
Leviticus,4,28,16,15
Leviticus,4,29,11,10
Leviticus,4,30,16,16
Leviticus,4,31,21,21
Leviticus,4,32,8,8
Leviticus,4,33,14,13
Leviticus,4,34,17,17
Leviticus,4,35,26,26
Leviticus,5,1,17,17
Leviticus,5,2,24,24
Leviticus,5,3,15,15
Leviticus,5,4,21,20
Leviticus,5,5,9,9
Leviticus,5,6,20,20
Leviticus,5,7,22,22
Leviticus,5,8,16,15
Leviticus,5,9,14,14
Leviticus,5,10,13,13
Leviticus,5,11,30,30
Leviticus,5,12,17,17
Leviticus,5,13,14,14
Leviticus,5,14,5,5
Leviticus,5,15,22,22
Leviticus,5,16,20,20
Leviticus,5,17,17,17
Leviticus,5,18,21,21
Leviticus,5,19,5,5
Leviticus,5,20,5,5
Leviticus,5,21,18,18
Leviticus,5,22,16,15
Leviticus,5,23,25,20
Leviticus,5,24,18,18
Leviticus,5,25,12,12
Leviticus,5,26,14,14
Leviticus,6,1,5,5
Leviticus,6,2,23,23
Leviticus,6,3,22,20
Leviticus,6,4,15,13
Leviticus,6,5,20,20
Leviticus,6,6,7,7
Leviticus,6,7,12,12
Leviticus,6,8,18,18
Leviticus,6,9,13,13
Leviticus,6,10,12,12
Leviticus,6,11,15,15
Leviticus,6,12,5,5
Leviticus,6,13,19,19
Leviticus,6,14,13,13
Leviticus,6,15,11,11
Leviticus,6,16,7,7
Leviticus,6,17,5,5
Leviticus,6,18,20,20
Leviticus,6,19,10,10
Leviticus,6,20,16,16
Leviticus,6,21,13,13
Leviticus,6,22,8,8
Leviticus,6,23,14,14
Leviticus,7,1,6,6
Leviticus,7,2,14,13
Leviticus,7,3,12,12
Leviticus,7,4,17,14
Leviticus,7,5,8,8
Leviticus,7,6,10,10
Leviticus,7,7,11,11
Leviticus,7,8,12,12
Leviticus,7,9,15,14
Leviticus,7,10,11,11
Leviticus,7,11,7,7
Leviticus,7,12,21,20
Leviticus,7,13,10,9
Leviticus,7,14,14,14
Leviticus,7,15,12,12
Leviticus,7,16,15,15
Leviticus,7,17,7,7
Leviticus,7,18,22,22
Leviticus,7,19,14,14
Leviticus,7,20,14,14
Leviticus,7,21,24,23
Leviticus,7,22,5,5
Leviticus,7,23,12,12
Leviticus,7,24,10,10
Leviticus,7,25,15,15
Leviticus,7,26,8,8
Leviticus,7,27,10,9
Leviticus,7,28,5,5
Leviticus,7,29,16,15
Leviticus,7,30,17,17
Leviticus,7,31,9,9
Leviticus,7,32,8,8
Leviticus,7,33,13,13
Leviticus,7,34,23,23
Leviticus,7,35,12,12
Leviticus,7,36,14,14
Leviticus,7,37,9,9
Leviticus,7,38,18,16
Leviticus,8,1,5,5
Leviticus,8,2,20,18
Leviticus,8,3,8,8
Leviticus,8,4,12,12
Leviticus,8,5,10,10
Leviticus,8,6,9,9
Leviticus,8,7,22,20
Leviticus,8,8,11,10
Leviticus,8,9,21,20
Leviticus,8,10,14,13
Leviticus,8,11,17,15
Leviticus,8,12,9,9
Leviticus,8,13,18,17
Leviticus,8,14,13,13
Leviticus,8,15,23,22
Leviticus,8,16,18,18
Leviticus,8,17,17,14
Leviticus,8,18,12,12
Leviticus,8,19,8,8
Leviticus,8,20,12,10
Leviticus,8,21,24,22
Leviticus,8,22,14,13
Leviticus,8,23,18,17
Leviticus,8,24,27,23
Leviticus,8,25,22,20
Leviticus,8,26,21,21
Leviticus,8,27,14,13
Leviticus,8,28,16,16
Leviticus,8,29,18,17
Leviticus,8,30,31,23
Leviticus,8,31,26,26
Leviticus,8,32,5,5
Leviticus,8,33,18,16
Leviticus,8,34,9,9
Leviticus,8,35,17,17
Leviticus,8,36,11,11
Leviticus,9,1,9,9
Leviticus,9,2,15,15
Leviticus,9,3,15,15
Leviticus,9,4,14,14
Leviticus,9,5,15,15
Leviticus,9,6,12,12
Leviticus,9,7,25,23
Leviticus,9,8,10,10
Leviticus,9,9,19,19
Leviticus,9,10,17,14
Leviticus,9,11,8,7
Leviticus,9,12,13,12
Leviticus,9,13,10,9
Leviticus,9,14,9,9
Leviticus,9,15,13,13
Leviticus,9,16,5,5
Leviticus,9,17,12,12
Leviticus,9,18,19,18
Leviticus,9,19,11,11
Leviticus,9,20,8,7
Leviticus,9,21,13,13
Leviticus,9,22,12,12
Leviticus,9,23,16,15
Leviticus,9,24,18,17
Leviticus,10,1,22,22
Leviticus,10,2,9,9
Leviticus,10,3,18,18
Leviticus,10,4,22,21
Leviticus,10,5,9,9
Leviticus,10,6,29,28
Leviticus,10,7,15,15
Leviticus,10,8,5,5
Leviticus,10,9,16,16
Leviticus,10,10,9,8
Leviticus,10,11,13,13
Leviticus,10,12,24,24
Leviticus,10,13,14,14
Leviticus,10,14,22,22
Leviticus,10,15,21,21
Leviticus,10,16,17,17
Leviticus,10,17,22,21
Leviticus,10,18,14,14
Leviticus,10,19,22,22
Leviticus,10,20,4,4
Leviticus,11,1,8,8
Leviticus,11,2,14,14
Leviticus,11,3,11,11
Leviticus,11,4,21,21
Leviticus,11,5,12,12
Leviticus,11,6,12,12
Leviticus,11,7,16,16
Leviticus,11,8,9,8
Leviticus,11,9,16,16
Leviticus,11,10,19,19
Leviticus,11,11,9,9
Leviticus,11,12,10,10
Leviticus,11,13,15,14
Leviticus,11,14,5,4
Leviticus,11,15,4,4
Leviticus,11,16,10,8
Leviticus,11,17,6,4
Leviticus,11,18,6,4
Leviticus,11,19,8,7
Leviticus,11,20,9,9
Leviticus,11,21,19,18
Leviticus,11,22,16,13
Leviticus,11,23,10,10
Leviticus,11,24,8,8
Leviticus,11,25,8,8
Leviticus,11,26,19,18
Leviticus,11,27,18,17
Leviticus,11,28,11,11
Leviticus,11,29,11,11
Leviticus,11,30,5,5
Leviticus,11,31,12,12
Leviticus,11,32,28,26
Leviticus,11,33,14,14
Leviticus,11,34,16,15
Leviticus,11,35,14,14
Leviticus,11,36,10,10
Leviticus,11,37,11,11
Leviticus,11,38,11,11
Leviticus,11,39,13,13
Leviticus,11,40,15,12
Leviticus,11,41,9,9
Leviticus,11,42,22,20
Leviticus,11,43,12,12
Leviticus,11,44,19,19
Leviticus,11,45,15,15
Leviticus,11,46,14,14
Leviticus,11,47,13,13
Leviticus,12,1,5,5
Leviticus,12,2,17,17
Leviticus,12,3,5,5
Leviticus,12,4,19,19
Leviticus,12,5,14,14
Leviticus,12,6,22,21
Leviticus,12,7,14,14
Leviticus,12,8,21,21
Leviticus,13,1,7,7
Leviticus,13,2,24,22
Leviticus,13,3,22,22
Leviticus,13,4,21,21
Leviticus,13,5,17,17
Leviticus,13,6,20,20
Leviticus,13,7,14,13
Leviticus,13,8,10,10
Leviticus,13,9,8,8
Leviticus,13,10,14,14
Leviticus,13,11,12,12
Leviticus,13,12,18,18
Leviticus,13,13,16,15
Leviticus,13,14,6,6
Leviticus,13,15,12,11
Leviticus,13,16,10,10
Leviticus,13,17,12,11
Leviticus,13,18,7,7
Leviticus,13,19,12,12
Leviticus,13,20,17,17
Leviticus,13,21,18,18
Leviticus,13,22,9,9
Leviticus,13,23,11,11
Leviticus,13,24,15,15
Leviticus,13,25,22,22
Leviticus,13,26,18,18
Leviticus,13,27,14,14
Leviticus,13,28,18,17
Leviticus,13,29,10,10
Leviticus,13,30,23,23
Leviticus,13,31,23,22
Leviticus,13,32,21,20
Leviticus,13,33,12,12
Leviticus,13,34,22,22
Leviticus,13,35,7,7
Leviticus,13,36,13,13
Leviticus,13,37,14,14
Leviticus,13,38,10,10
Leviticus,13,39,14,14
Leviticus,13,40,8,8
Leviticus,13,41,9,9
Leviticus,13,42,14,14
Leviticus,13,43,15,15
Leviticus,13,44,10,10
Leviticus,13,45,16,16
Leviticus,13,46,13,13
Leviticus,13,47,11,11
Leviticus,13,48,12,11
Leviticus,13,49,22,21
Leviticus,13,50,9,8
Leviticus,13,51,25,24
Leviticus,13,52,27,24
Leviticus,13,53,16,16
Leviticus,13,54,11,11
Leviticus,13,55,24,22
Leviticus,13,56,22,18
Leviticus,13,57,20,19
Leviticus,13,58,17,16
Leviticus,13,59,19,18
Leviticus,14,1,5,5
Leviticus,14,2,9,9
Leviticus,14,3,13,12
Leviticus,14,4,13,13
Leviticus,14,5,12,12
Leviticus,14,6,24,21
Leviticus,14,7,15,15
Leviticus,14,8,20,19
Leviticus,14,9,26,22
Leviticus,14,10,20,20
Leviticus,14,11,12,12
Leviticus,14,12,16,16
Leviticus,14,13,20,19
Leviticus,14,14,19,18
Leviticus,14,15,9,8
Leviticus,14,16,19,18
Leviticus,14,17,23,20
Leviticus,14,18,15,14
Leviticus,14,19,12,11
Leviticus,14,20,11,11
Leviticus,14,21,21,21
Leviticus,14,22,14,14
Leviticus,14,23,13,12
Leviticus,14,24,14,13
Leviticus,14,25,22,21
Leviticus,14,26,8,8
Leviticus,14,27,14,14
Leviticus,14,28,24,20
Leviticus,14,29,15,14
Leviticus,14,30,12,11
Leviticus,14,31,18,17
Leviticus,14,32,11,11
Leviticus,14,33,7,7
Leviticus,14,34,16,16
Leviticus,14,35,11,11
Leviticus,14,36,23,21
Leviticus,14,37,15,15
Leviticus,14,38,12,11
Leviticus,14,39,10,10
Leviticus,14,40,16,15
Leviticus,14,41,16,15
Leviticus,14,42,13,13
Leviticus,14,43,15,14
Leviticus,14,44,13,13
Leviticus,14,45,18,16
Leviticus,14,46,10,10
Leviticus,14,47,10,7
Leviticus,14,48,21,20
Leviticus,14,49,11,11
Leviticus,14,50,10,10
Leviticus,14,51,24,23
Leviticus,14,52,14,14
Leviticus,14,53,14,13
Leviticus,14,54,6,6
Leviticus,14,55,3,3
Leviticus,14,56,3,3
Leviticus,14,57,8,8
Leviticus,15,1,7,7
Leviticus,15,2,15,15
Leviticus,15,3,14,13
Leviticus,15,4,13,13
Leviticus,15,5,11,11
Leviticus,15,6,14,14
Leviticus,15,7,10,10
Leviticus,15,8,11,11
Leviticus,15,9,7,7
Leviticus,15,10,18,17
Leviticus,15,11,16,16
Leviticus,15,12,12,12
Leviticus,15,13,16,16
Leviticus,15,14,20,19
Leviticus,15,15,13,13
Leviticus,15,16,14,14
Leviticus,15,17,14,13
Leviticus,15,18,12,12
